Genome,Region_Type,antiSMASH_classif,new_classif,From,To,Size(bp),Most_similar_known_ cluster,Most_similar_classif,Similarity,Correct_name
GCA_004791695.1,Region&nbsp6.1,"arylpolyene,resorcinol",Others,20435.0,74082,53647.0,flexirubin,Polyketide,77%,GCA_004791695_contig011.region001
GCA_004791695.1,Region&nbsp29.1,arylpolyene,Others,7532.0,44447,36915.0,,,,GCA_004791695_contig034.region001
GCA_004791695.1,Region&nbsp75.1,terpene,terpene,32163.0,53002,20839.0,carotenoid,Terpene,28%,GCA_004791695_contig104.region001
GCA_002693685.1,Region&nbsp16.1,terpene,terpene,121396.0,142235,20839.0,carotenoid,Terpene,28%,GCA_002693685_contig16.region001
GCA_002693685.1,Region&nbsp22.1,terpene,terpene,10651.0,31805,21154.0,,,,GCA_002693685_contig22.region001
GCA_002693685.1,Region&nbsp23.1,arylpolyene,Others,19078.0,60346,41268.0,,,,GCA_002693685_contig23.region001
GCA_002693685.1,Region&nbsp33.1,T3PKS,PKSIII,138721.0,179812,41091.0,,,,GCA_002693685_contig33.region001
GCA_009741375.1,Region&nbsp7.1,terpene,terpene,26609.0,47448,20839.0,carotenoid,Terpene,28%,GCA_009741375_contig07.region001
GCA_009741375.1,Region&nbsp52.1,terpene,terpene,162606.0,183742,21136.0,,,,GCA_009741375_contig52.region001
GCA_002384345.1,Region&nbsp3.1,T3PKS,PKSIII,70558.0,111610,41052.0,,,,GCA_002384345_contig03.region001
GCA_002384345.1,Region&nbsp6.1,terpene,terpene,10302.0,31144,20842.0,carotenoid,Terpene,28%,GCA_002384345_contig06.region001
GCA_002384345.1,Region&nbsp12.1,"arylpolyene,resorcinol",Others,128163.0,181828,53665.0,flexirubin,Polyketide,75%,GCA_002384345_contig12.region001
GCA_001011675.1,Region&nbsp1,siderophore,Siderophore,1812703.0,1824517,11814.0,putrebactin / avaroferrin,Other,40%,GCA_001011675_contig1.region001
GCA_001011675.1,Region&nbsp2,terpene,terpene,2506067.0,2526903,20836.0,carotenoid,Terpene,28%,GCA_001011675_contig1.region002
GCA_014243395.1,Region&nbsp1.1,T3PKS,PKSIII,543054.0,584106,41052.0,ET-743,NRP:Beta-lactam,8%,GCA_014243395_contig01.region001
GCA_014243395.1,Region&nbsp4.1,indole,Others,226158.0,247351,21193.0,,,,GCA_014243395_contig04.region001
GCA_014243395.1,Region&nbsp5.1,terpene,terpene,418584.0,452537,33953.0,carotenoid,Terpene,28%,GCA_014243395_contig05.region001
GCA_001975575.1,Region&nbsp11.1,"arylpolyene,resorcinol",Others,117920.0,171484,53564.0,flexirubin,Polyketide,75%,GCA_001975575_contig11.region001
GCA_001975575.1,Region&nbsp12.1,terpene,terpene,48503.0,69339,20836.0,carotenoid,Terpene,28%,GCA_001975575_contig12.region001
GCA_007830645.1,Region&nbsp5.1,"arylpolyene,resorcinol",Others,92284.0,144669,52385.0,flexirubin,Polyketide,66%,GCA_007830645_contig05.region001
GCA_005234115.1,Region&nbsp1,NRPS-like,NRPS,1660995.0,1704915,43920.0,,,,GCA_005234115_contig1.region001
GCA_005234115.1,Region&nbsp2,bacteriocin,RiPPs,2764144.0,2776303,12159.0,,,,GCA_005234115_contig1.region002
GCA_005234115.1,Region&nbsp3,lanthipeptide,RiPPs,3822622.0,3848032,25410.0,pinensins,RiPP,11%,GCA_005234115_contig1.region003
GCA_005234115.1,Region&nbsp4,siderophore,Siderophore,4271929.0,4283743,11814.0,bisucaberin B,Other,83%,GCA_005234115_contig1.region004
GCA_011378915.1,Region&nbsp12.1,T3PKS,PKSIII,212581.0,253633,41052.0,,,,GCA_011378915_contig078.region001
GCA_011378915.1,Region&nbsp44.1,terpene,terpene,290326.0,312812,22486.0,carotenoid,Terpene,28%,GCA_011378915_contig110.region001
GCA_000498535.1,Region&nbsp15.1,terpene,terpene,89632.0,114124,24492.0,carotenoid,Terpene,28%,GCA_000498535_contig17.region001
GCA_009796805.1,Region&nbsp1,terpene,terpene,1903704.0,1924546,20842.0,carotenoid,Terpene,28%,GCA_009796805_contig1.region001
GCA_000737715.1,Region&nbsp1.1,lanthipeptide,RiPPs,14871.0,37636,22765.0,,,,GCA_000737715_contig01.region001
GCA_000737715.1,Region&nbsp3.1,lanthipeptide,RiPPs,265358.0,290774,25416.0,pinensins,RiPP,17%,GCA_000737715_contig03.region001
GCA_000737715.1,Region&nbsp5.1,NRPS,NRPS,441910.0,479051,37141.0,kasumigamide,NRP + Polyketide,18%,GCA_000737715_contig05.region001
GCA_000737715.1,Region&nbsp6.1,"arylpolyene,resorcinol",Others,208744.0,276865,68121.0,flexirubin,Polyketide,75%,GCA_000737715_contig06.region001
GCA_000737715.1,Region&nbsp8.1,bacteriocin,RiPPs,31543.0,42634,11091.0,,,,GCA_000737715_contig08.region001
GCA_000737715.1,Region&nbsp9.1,"T1PKS,hglE-KS",PKS_other,122836.0,174155,51319.0,,,,GCA_000737715_contig09.region001
GCA_000737715.1,Region&nbsp11.1,microviridin,RiPPs,119840.0,140650,20810.0,,,,GCA_000737715_contig11.region001
GCA_000737715.1,Region&nbsp13.1,lanthipeptide,RiPPs,73810.0,98115,24305.0,,,,GCA_000737715_contig13.region001
GCA_000737715.1,Region&nbsp15.1,siderophore,Siderophore,93290.0,108847,15557.0,putrebactin / avaroferrin,Other,20%,GCA_000737715_contig15.region001
GCA_000737715.1,Region&nbsp20.1,terpene,terpene,31847.0,52683,20836.0,carotenoid,Terpene,28%,GCA_000737715_contig20.region001
GCA_000737715.1,Region&nbsp27.1,"NRPS,T1PKS",NRPS_PKS_hybrid,1.0,10103,10102.0,,,,GCA_000737715_contig27.region001
GCA_001995115.1,Region&nbsp2.1,terpene,terpene,64491.0,85339,20848.0,carotenoid,Terpene,28%,GCA_001995115_contig05.region001
GCA_001995115.1,Region&nbsp3.1,arylpolyene,Others,336619.0,377791,41172.0,,,,GCA_001995115_contig06.region001
GCA_001995115.1,Region&nbsp4.1,"arylpolyene,resorcinol",Others,105296.0,158796,53500.0,flexirubin,Polyketide,75%,GCA_001995115_contig07.region001
GCA_001995115.1,Region&nbsp7.1,siderophore,Siderophore,209032.0,223184,14152.0,bisucaberin B,Other,66%,GCA_001995115_contig10.region001
GCA_002697475.1,Region&nbsp9.1,terpene,terpene,,11239,,carotenoid,Terpene,28%,GCA_002697475_contig009.region001
GCA_002697475.1,Region&nbsp19.1,NRPS,NRPS,,23235,,,,,GCA_002697475_contig019.region001
GCA_002697475.1,Region&nbsp114.1,NRPS,NRPS,,9068,,,,,GCA_002697475_contig114.region001
GCA_002697475.1,Region&nbsp115.1,NRPS,NRPS,,9224,,,,,GCA_002697475_contig115.region001
GCA_002697475.1,Region&nbsp144.1,NRPS-like,NRPS,,14315,,,,,GCA_002697475_contig144.region001
GCA_002697475.1,Region&nbsp170.1,T3PKS,PKSIII,,13048,,,,,GCA_002697475_contig170.region001
GCA_900102165.1,Region&nbsp15.1,terpene,terpene,50102.0,70941,20839.0,carotenoid,Terpene,28%,GCA_900102165_contig15.region001
GCA_900102165.1,Region&nbsp18.1,acyl_amino_acids,Others,240587.0,301165,60578.0,,,,GCA_900102165_contig18.region001
GCA_900102165.1,Region&nbsp35.1,T3PKS,PKSIII,239338.0,280393,41055.0,,,,GCA_900102165_contig35.region001
GCA_900102165.1,Region&nbsp54.1,terpene,terpene,572513.0,593655,21142.0,,,,GCA_900102165_contig54.region001
GCA_900610235.1,Region&nbsp25.1,siderophore,Siderophore,10738.0,22468,11730.0,,,,GCA_900610235_contig029.region001
GCA_900610235.1,Region&nbsp42.1,"arylpolyene,resorcinol",Others,28812.0,68845,40033.0,flexirubin,Polyketide,63%,GCA_900610235_contig048.region001
GCA_900610235.1,Region&nbsp73.1,terpene,terpene,28301.0,43387,15086.0,carotenoid,Terpene,28%,GCA_900610235_contig079.region001
GCA_002813425.1,Region&nbsp1,terpene,terpene,1903740.0,1924576,20836.0,carotenoid,Terpene,28%,GCA_002813425_contig1.region001
GCA_003860505.1,Region&nbsp1,T3PKS,PKSIII,1873858.0,1914949,41091.0,,,,GCA_003860505_contig1.region001
GCA_003860505.1,Region&nbsp2,terpene,terpene,2025459.0,2046304,20845.0,carotenoid,Terpene,28%,GCA_003860505_contig1.region002
GCA_900168265.1,Region&nbsp13.1,terpene,terpene,47479.0,69935,22456.0,carotenoid,Terpene,28%,GCA_900168265_contig13.region001
GCA_900168265.1,Region&nbsp14.1,T3PKS,PKSIII,78194.0,119288,41094.0,,,,GCA_900168265_contig14.region001
GCA_900168265.1,Region&nbsp23.1,arylpolyene,Others,24908.0,56975,32067.0,flexirubin,Polyketide,38%,GCA_900168265_contig23.region001
GCA_013403985.1,Region&nbsp11.1,T3PKS,PKSIII,1118121.0,1159173,41052.0,ET-743,NRP:Beta-lactam,8%,GCA_013403985_contig11.region001
GCA_013403985.1,Region&nbsp15.1,"NRPS,T1PKS",NRPS_PKS_hybrid,119285.0,170007,50722.0,,,,GCA_013403985_contig22.region001
GCA_013403985.1,Region&nbsp19.1,terpene,terpene,14635.0,53636,39001.0,carotenoid,Terpene,28%,GCA_013403985_contig26.region001
GCA_007997315.1,Region&nbsp22.1,arylpolyene,Others,11130.0,52284,41154.0,,,,GCA_007997315_contig029.region001
GCA_007997315.1,Region&nbsp44.1,T3PKS,PKSIII,110738.0,151790,41052.0,,,,GCA_007997315_contig051.region001
GCA_007997315.1,Region&nbsp83.1,terpene,terpene,45484.0,70039,24555.0,carotenoid,Terpene,28%,GCA_007997315_contig095.region001
GCA_002426835.1,Region&nbsp20.1,terpene,terpene,2108.0,24452,22344.0,carotenoid,Terpene,28%,GCA_002426835_contig020.region001
GCA_002426835.1,Region&nbsp82.1,"T1PKS,NRPS",NRPS_PKS_hybrid,1.0,32382,32381.0,,,,GCA_002426835_contig082.region001
GCA_003852675.1,Region&nbsp6.1,siderophore,Siderophore,117624.0,132420,14796.0,bisucaberin B,Other,100%,GCA_003852675_contig11.region001
GCA_003852675.1,Region&nbsp8.1,terpene,terpene,295957.0,316799,20842.0,carotenoid,Terpene,28%,GCA_003852675_contig33.region001
GCA_003852675.1,Region&nbsp8.2,arylpolyene,Others,429493.0,470656,41163.0,,,,GCA_003852675_contig33.region002
GCA_003852675.1,Region&nbsp11.1,"NRPS,T1PKS",NRPS_PKS_hybrid,94464.0,202573,108109.0,,,,GCA_003852675_contig65.region001
GCA_003852675.1,Region&nbsp12.1,lanthipeptide,RiPPs,12287.0,36582,24295.0,,,,GCA_003852675_contig75.region001
GCA_003253545.1,Region&nbsp1.1,arylpolyene,Others,296387.0,337547,41160.0,,,,GCA_003253545_contig02.region001
GCA_003253545.1,Region&nbsp2.1,arylpolyene,Others,159192.0,205609,46417.0,flexirubin,Polyketide,38%,GCA_003253545_contig03.region001
GCA_003253545.1,Region&nbsp5.1,terpene,terpene,280750.0,303194,22444.0,carotenoid,Terpene,28%,GCA_003253545_contig06.region001
GCA_003253545.1,Region&nbsp6.1,betalactone,Others,73829.0,106570,32741.0,,,,GCA_003253545_contig07.region001
GCA_009865615.1,Region&nbsp7.1,siderophore,Siderophore,496561.0,508375,11814.0,putrebactin / avaroferrin,Other,40%,GCA_009865615_contig08.region001
GCA_009865615.1,Region&nbsp9.1,terpene,terpene,133524.0,154360,20836.0,carotenoid,Terpene,28%,GCA_009865615_contig10.region001
GCA_009865615.1,Region&nbsp11.1,lanthipeptide,RiPPs,187101.0,211391,24290.0,,,,GCA_009865615_contig12.region001
GCA_003385395.1,Region&nbsp2.1,bacteriocin,RiPPs,91001.0,103160,12159.0,,,,GCA_003385395_contig002.region001
GCA_003385395.1,Region&nbsp8.1,terpene,terpene,1.0,18225,18224.0,carotenoid,Terpene,28%,GCA_003385395_contig008.region001
GCA_003385395.1,Region&nbsp12.1,"arylpolyene,resorcinol",Others,22267.0,83468,61201.0,flexirubin,Polyketide,77%,GCA_003385395_contig012.region001
GCA_003385395.1,Region&nbsp14.1,bacteriocin,RiPPs,29016.0,39852,10836.0,,,,GCA_003385395_contig014.region001
GCA_003385395.1,Region&nbsp25.1,bacteriocin,RiPPs,13915.0,24718,10803.0,,,,GCA_003385395_contig025.region001
GCA_003148525.1,Region&nbsp1.1,terpene,terpene,492219.0,513385,21166.0,,,,GCA_003148525_contig01.region001
GCA_003148525.1,Region&nbsp1.2,"arylpolyene,resorcinol",Others,688653.0,745224,56571.0,flexirubin,Polyketide,88%,GCA_003148525_contig01.region002
GCA_003148525.1,Region&nbsp3.1,"NRPS,T1PKS,siderophore,hglE-KS,T3PKS",NRPS_PKS_hybrid,12006.0,196823,184817.0,putrebactin / avaroferrin,Other,20%,GCA_003148525_contig03.region001
GCA_003148525.1,Region&nbsp5.1,"T1PKS,hglE-KS",PKS_other,359155.0,410378,51223.0,,,,GCA_003148525_contig05.region001
GCA_003148525.1,Region&nbsp7.1,betalactone,Others,68445.0,99155,30710.0,,,,GCA_003148525_contig07.region001
GCA_003148525.1,Region&nbsp8.1,terpene,terpene,32194.0,53033,20839.0,carotenoid,Terpene,28%,GCA_003148525_contig08.region001
GCA_003148525.1,Region&nbsp9.1,transAT-PKS,transAT_PSK,1189.0,93174,91985.0,,,,GCA_003148525_contig09.region001
GCA_003148525.1,Region&nbsp32.1,NRPS-like,NRPS,1.0,3378,3377.0,xenematide,NRP,100%,GCA_003148525_contig32.region001
GCA_003148525.1,Region&nbsp33.1,NRPS-like,NRPS,1.0,2685,2684.0,rhizomide A / rhizomide B / rhizomide C,NRP,100%,GCA_003148525_contig33.region001
GCA_003148525.1,Region&nbsp36.1,NRPS-like,NRPS,1.0,2260,2259.0,,,,GCA_003148525_contig36.region001
GCA_002831665.1,Region&nbsp1,terpene,terpene,1690016.0,1712458,22442.0,carotenoid,Terpene,28%,GCA_002831665_contig1.region001
GCA_002831665.1,Region&nbsp2,T3PKS,PKSIII,2915355.0,2956407,41052.0,,,,GCA_002831665_contig1.region002
GCA_003001895.1,Region&nbsp11.1,T3PKS,PKSIII,1566.0,42618,41052.0,,,,GCA_003001895_contig11.region001
GCA_003001895.1,Region&nbsp11.2,arylpolyene,Others,73640.0,104083,30443.0,flexirubin,Polyketide,33%,GCA_003001895_contig11.region002
GCA_003001895.1,Region&nbsp41.1,terpene,terpene,12510.0,28453,15943.0,carotenoid,Terpene,28%,GCA_003001895_contig41.region001
GCA_000271925.1,Region&nbsp2.1,resorcinol,Others,2917.0,44044,41127.0,flexirubin,Polyketide,16%,GCA_000271925_contig02.region001
GCA_000271925.1,Region&nbsp24.1,arylpolyene,Others,93898.0,129841,35943.0,flexirubin,Polyketide,5%,GCA_000271925_contig24.region001
GCA_000271925.1,Region&nbsp36.1,arylpolyene,Others,1.0,15848,15847.0,,,,GCA_000271925_contig36.region001
GCA_000271925.1,Region&nbsp55.1,arylpolyene,Others,98486.0,135509,37023.0,flexirubin,Polyketide,11%,GCA_000271925_contig55.region001
GCA_003610635.1,Region&nbsp4.1,terpene,terpene,16004.0,36843,20839.0,carotenoid,Terpene,28%,GCA_003610635_contig04.region001
GCA_000264055.1,Region&nbsp1.1,terpene,terpene,12907.0,33746,20839.0,carotenoid,Terpene,28%,GCA_000264055_contig001.region001
GCA_000264055.1,Region&nbsp7.1,terpene,terpene,5703.0,26848,21145.0,,,,GCA_000264055_contig007.region001
GCA_000264055.1,Region&nbsp14.1,T3PKS,PKSIII,23554.0,50040,26486.0,allocyclinone,Polyketide,5%,GCA_000264055_contig014.region001
GCA_000264055.1,Region&nbsp16.1,"betalactone,T3PKS",PKSIII,12365.0,48065,35700.0,,,,GCA_000264055_contig016.region001
GCA_000173675.1,Region&nbsp51.1,arylpolyene,Others,66238.0,107449,41211.0,,,,GCA_000173675_contig58.region001
GCA_000173675.1,Region&nbsp57.1,arylpolyene,Others,77.0,40612,40535.0,flexirubin,Polyketide,8%,GCA_000173675_contig64.region001
GCA_000173675.1,Region&nbsp57.2,arylpolyene,Others,77203.0,118306,41103.0,,,,GCA_000173675_contig64.region002
GCA_000173675.1,Region&nbsp57.3,resorcinol,Others,184614.0,210284,25670.0,flexirubin,Polyketide,19%,GCA_000173675_contig64.region003
GCA_000300875.1,Region&nbsp10.1,ladderane,Others,87849.0,123613,35764.0,,,,GCA_000300875_contig10.region001
GCA_000300875.1,Region&nbsp42.1,terpene,terpene,1.0,13462,13461.0,carotenoid,Terpene,28%,GCA_000300875_contig42.region001
GCA_002954765.1,Region&nbsp1.1,terpene,terpene,273057.0,297543,24486.0,carotenoid,Terpene,28%,GCA_002954765_contig1.region001
GCA_002954765.1,Region&nbsp1.2,arylpolyene,Others,1159360.0,1200496,41136.0,,,,GCA_002954765_contig1.region002
GCA_002954765.1,Region&nbsp1.3,T3PKS,PKSIII,2984082.0,3025134,41052.0,,,,GCA_002954765_contig1.region003
GCA_002217235.1,Region&nbsp10.1,terpene,terpene,34946.0,56085,21139.0,,,,GCA_002217235_contig12.region001
GCA_002217235.1,Region&nbsp15.1,T3PKS,PKSIII,216599.0,257687,41088.0,,,,GCA_002217235_contig17.region001
GCA_002217235.1,Region&nbsp16.1,terpene,terpene,16949.0,37788,20839.0,carotenoid,Terpene,28%,GCA_002217235_contig18.region001
GCA_013090115.1,Region&nbsp26.1,terpene,terpene,211584.0,232726,21142.0,,,,GCA_013090115_contig30.region001
GCA_013090115.1,Region&nbsp30.1,terpene,terpene,40654.0,61493,20839.0,carotenoid,Terpene,28%,GCA_013090115_contig34.region001
GCA_900239495.1,Region&nbsp15.1,bacteriocin,RiPPs,69599.0,81758,12159.0,,,,GCA_900239495_contig15.region001
GCA_900239495.1,Region&nbsp25.1,terpene,terpene,94979.0,115821,20842.0,carotenoid,Terpene,28%,GCA_900239495_contig25.region001
GCA_001971745.1,Region&nbsp1,terpene,terpene,2162589.0,2185033,22444.0,carotenoid,Terpene,28%,GCA_001971745_contig1.region001
GCA_013394675.1,Region&nbsp1,terpene,terpene,1325034.0,1364088,39054.0,carotenoid,Terpene,28%,GCA_013394675_contig1.region001
GCA_013394675.1,Region&nbsp2,"NRPS,T1PKS",NRPS_PKS_hybrid,2196107.0,2251378,55271.0,,,,GCA_013394675_contig1.region002
GCA_002705625.1,Region&nbsp37.1,terpene,terpene,5767.0,17355,11588.0,,,,GCA_002705625_contig37.region001
GCA_002705625.1,Region&nbsp45.1,terpene,terpene,3759.0,24800,21041.0,,,,GCA_002705625_contig45.region001
GCA_002705625.1,Region&nbsp53.1,terpene,terpene,1.0,10541,10540.0,,,,GCA_002705625_contig53.region001
GCA_002325485.1,Region&nbsp42.1,terpene,terpene,9744.0,30586,20842.0,carotenoid,Terpene,28%,GCA_002325485_contig42.region001
GCA_001874145.1,Region&nbsp18.1,terpene,terpene,12565.0,35015,22450.0,carotenoid,Terpene,28%,GCA_001874145_contig18.region001
GCA_014219895.1,Region&nbsp11.1,microviridin,RiPPs,565077.0,585569,20492.0,,,,GCA_014219895_contig11.region001
GCA_014219895.1,Region&nbsp11.2,"T1PKS,hglE-KS",PKS_other,757177.0,808489,51312.0,,,,GCA_014219895_contig11.region002
GCA_014219895.1,Region&nbsp11.3,"NRPS,terpene",NRPS_other,830068.0,874099,44031.0,carotenoid,Terpene,28%,GCA_014219895_contig11.region003
GCA_014219895.1,Region&nbsp11.4,siderophore,Siderophore,1488994.0,1504544,15550.0,putrebactin / avaroferrin,Other,20%,GCA_014219895_contig11.region004
GCA_014219895.1,Region&nbsp22.1,NRPS,NRPS,57862.0,108229,50367.0,,,,GCA_014219895_contig22.region001
GCA_014219895.1,Region&nbsp33.1,lanthipeptide,RiPPs,50355.0,76736,26381.0,,,,GCA_014219895_contig33.region001
GCA_014219895.1,Region&nbsp33.2,NRPS-like,NRPS,361473.0,404565,43092.0,,,,GCA_014219895_contig33.region002
GCA_014219895.1,Region&nbsp37.1,"resorcinol,arylpolyene",Others,8321.0,69558,61237.0,flexirubin,Polyketide,75%,GCA_014219895_contig48.region001
GCA_001482835.1,Region&nbsp25.1,"arylpolyene,resorcinol",Others,,40981,,flexirubin,Polyketide,69%,GCA_001482835_contig34.region001
GCA_900100115.1,Region&nbsp4.1,terpene,terpene,501177.0,522190,21013.0,,,,GCA_900100115_contig4.region001
GCA_900100115.1,Region&nbsp5.1,terpene,terpene,54235.0,75071,20836.0,carotenoid,Terpene,28%,GCA_900100115_contig5.region001
GCA_900100115.1,Region&nbsp5.2,microviridin,RiPPs,203657.0,224115,20458.0,,,,GCA_900100115_contig5.region002
GCA_900100115.1,Region&nbsp6.1,"arylpolyene,resorcinol",Others,941345.0,1010464,69119.0,flexirubin,Polyketide,77%,GCA_900100115_contig6.region001
GCA_002294145.1,Region&nbsp6.1,arylpolyene,Others,1.0,26570,26569.0,,,,GCA_002294145_contig06.region001
GCA_002294145.1,Region&nbsp8.1,terpene,terpene,9977.0,30819,20842.0,carotenoid,Terpene,28%,GCA_002294145_contig08.region001
GCA_002294145.1,Region&nbsp18.1,"arylpolyene,resorcinol",Others,196708.0,249106,52398.0,flexirubin,Polyketide,63%,GCA_002294145_contig18.region001
GCA_002294145.1,Region&nbsp20.1,T3PKS,PKSIII,119317.0,160369,41052.0,,,,GCA_002294145_contig20.region001
GCA_003260195.1,Region&nbsp31.1,terpene,terpene,14417.0,35256,20839.0,carotenoid,Terpene,42%,GCA_003260195_contig32.region001
GCA_900610245.1,Region&nbsp35.1,terpene,terpene,28194.0,43307,15113.0,carotenoid,Terpene,28%,GCA_900610245_contig039.region001
GCA_900610245.1,Region&nbsp61.1,"arylpolyene,resorcinol",Others,28867.0,85975,57108.0,flexirubin,Polyketide,86%,GCA_900610245_contig066.region001
GCA_900610245.1,Region&nbsp69.1,siderophore,Siderophore,10772.0,22502,11730.0,,,,GCA_900610245_contig074.region001
GCA_014284085.1,Region&nbsp7.1,"NRPS,T1PKS",NRPS_PKS_hybrid,29581.0,80300,50719.0,,,,GCA_014284085_contig07.region001
GCA_014284085.1,Region&nbsp8.1,terpene,terpene,14042.0,36509,22467.0,carotenoid,Terpene,28%,GCA_014284085_contig08.region001
GCA_002471625.1,Region&nbsp11.1,terpene,terpene,10538.0,28025,17487.0,,,,GCA_002471625_contig11.region001
GCA_002471625.1,Region&nbsp14.1,terpene,terpene,1274.0,13274,12000.0,,,,GCA_002471625_contig14.region001
GCA_004119415.1,Region&nbsp3.1,"resorcinol,arylpolyene",Others,15452.0,79974,64522.0,flexirubin,Polyketide,75%,GCA_004119415_contig033.region001
GCA_004119415.1,Region&nbsp11.1,lanthipeptide,RiPPs,626165.0,650366,24201.0,,,,GCA_004119415_contig111.region001
GCA_004119415.1,Region&nbsp11.2,microviridin,RiPPs,957359.0,977577,20218.0,,,,GCA_004119415_contig111.region002
GCA_004119415.1,Region&nbsp11.3,"T1PKS,hglE-KS",PKS_other,1069105.0,1120429,51324.0,,,,GCA_004119415_contig111.region003
GCA_004119415.1,Region&nbsp20.1,bacteriocin,RiPPs,435545.0,446645,11100.0,,,,GCA_004119415_contig222.region001
GCA_004119415.1,Region&nbsp20.2,terpene,terpene,689751.0,710587,20836.0,carotenoid,Terpene,28%,GCA_004119415_contig222.region002
GCA_004119415.1,Region&nbsp21.1,terpene,terpene,502043.0,523113,21070.0,,,,GCA_004119415_contig332.region001
GCA_004119415.1,Region&nbsp23.1,lanthipeptide,RiPPs,131824.0,155683,23859.0,,,,GCA_004119415_contig554.region001
GCA_002431085.1,Region&nbsp46.1,terpene,terpene,22392.0,36654,14262.0,carotenoid,Terpene,28%,GCA_002431085_contig46.region001
GCA_900168045.1,Region&nbsp5.1,T3PKS,PKSIII,209462.0,250514,41052.0,,,,GCA_900168045_contig05.region001
GCA_900168045.1,Region&nbsp5.2,arylpolyene,Others,279659.0,322845,43186.0,flexirubin,Polyketide,36%,GCA_900168045_contig05.region002
GCA_900168045.1,Region&nbsp11.1,terpene,terpene,400430.0,422883,22453.0,carotenoid,Terpene,28%,GCA_900168045_contig11.region001
GCA_002943715.1,Region&nbsp13.1,terpene,terpene,1263224.0,1285739,22515.0,carotenoid,Terpene,28%,GCA_002943715_contig13.region001
GCA_002943715.1,Region&nbsp13.2,T3PKS,PKSIII,3126343.0,3167395,41052.0,,,,GCA_002943715_contig13.region002
GCA_902705385.1,Region&nbsp8.1,bacteriocin,RiPPs,5864.0,18029,12165.0,,,,GCA_902705385_contig017.region001
GCA_902705385.1,Region&nbsp12.1,siderophore,Siderophore,16516.0,31347,14831.0,bisucaberin B,Other,100%,GCA_902705385_contig021.region001
GCA_902705385.1,Region&nbsp67.1,terpene,terpene,1757.0,22599,20842.0,carotenoid,Terpene,28%,GCA_902705385_contig076.region001
GCA_011526335.1,Region&nbsp5.1,terpene,terpene,,13226,,,,,GCA_011526335_contig005.region001
GCA_003966335.1,Region&nbsp1,arylpolyene,Others,671277.0,712413,41136.0,,,,GCA_003966335_contig1.region001
GCA_003966335.1,Region&nbsp2,T3PKS,PKSIII,1975049.0,2016104,41055.0,,,,GCA_003966335_contig1.region002
GCA_003966335.1,Region&nbsp3,terpene,terpene,2607478.0,2631968,24490.0,carotenoid,Terpene,28%,GCA_003966335_contig1.region003
GCA_000429545.1,Region&nbsp1.1,T3PKS,PKSIII,21262.0,62317,41055.0,,,,GCA_000429545_contig01.region001
GCA_000429545.1,Region&nbsp5.1,terpene,terpene,149527.0,170675,21148.0,,,,GCA_000429545_contig05.region001
GCA_000429545.1,Region&nbsp17.1,NRPS,NRPS,12058.0,65582,53524.0,,,,GCA_000429545_contig17.region001
GCA_000429545.1,Region&nbsp29.1,terpene,terpene,29390.0,50229,20839.0,carotenoid,Terpene,28%,GCA_000429545_contig29.region001
GCA_000429545.1,Region&nbsp38.1,arylpolyene,Others,1.0,30668,30667.0,,,,GCA_000429545_contig38.region001
GCA_002428305.1,Region&nbsp25.1,terpene,terpene,28965.0,50113,21148.0,,,,GCA_002428305_contig25.region001
GCA_002428305.1,Region&nbsp32.1,T3PKS,PKSIII,85924.0,114008,28084.0,,,,GCA_002428305_contig32.region001
GCA_002428305.1,Region&nbsp41.1,terpene,terpene,1.0,13561,13560.0,carotenoid,Terpene,28%,GCA_002428305_contig41.region001
GCA_009904105.1,Region&nbsp45.1,lanthipeptide,RiPPs,1.0,5913,5912.0,,,,GCA_009904105_contig208.region001
GCA_009904105.1,Region&nbsp58.1,LAP,RiPPs,1.0,13702,13701.0,,,,GCA_009904105_contig294.region001
GCA_009904105.1,Region&nbsp75.1,siderophore,Siderophore,17446.0,32428,14982.0,putrebactin / avaroferrin,Other,20%,GCA_009904105_contig375.region001
GCA_013042125.1,Region&nbsp77.1,arylpolyene,Others,,6918,,,,,GCA_013042125_contig077.region001
GCA_013042125.1,Region&nbsp101.1,terpene,terpene,,3786,,,,,GCA_013042125_contig101.region001
GCA_013042125.1,Region&nbsp234.1,arylpolyene,Others,,13556,,,,,GCA_013042125_contig234.region001
GCA_013042125.1,Region&nbsp246.1,T3PKS,PKSIII,,6208,,,,,GCA_013042125_contig246.region001
GCA_010031465.1,Region&nbsp18.1,terpene,terpene,1.0,4590,4589.0,,,,GCA_010031465_contig018.region001
GCA_010031465.1,Region&nbsp190.1,terpene,terpene,1952.0,14730,12778.0,,,,GCA_010031465_contig190.region001
GCA_010031465.1,Region&nbsp191.1,terpene,terpene,1406.0,14610,13204.0,,,,GCA_010031465_contig191.region001
GCA_002452945.1,Region&nbsp46.1,terpene,terpene,969.0,22126,21157.0,,,,GCA_002452945_contig046.region001
GCA_002452945.1,Region&nbsp53.1,"arylpolyene,resorcinol",Others,1.0,31483,31482.0,flexirubin,Polyketide,50%,GCA_002452945_contig053.region001
GCA_002452945.1,Region&nbsp65.1,NRPS,NRPS,45018.0,95522,50504.0,WLIP,NRP,28%,GCA_002452945_contig065.region001
GCA_002452945.1,Region&nbsp70.1,"arylpolyene,T3PKS",PKSIII,1.0,26458,26457.0,,,,GCA_002452945_contig070.region001
