,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
1916,GCA_004358095.2,146,4.884576782,2989,GCA_004358095.2,95,97,3.178320509,GCA_004358095.2,Seonamhaeicola,Flavobacteriaceae,3537147,99.01,False,1,GCA_004358095.2,224,7.494145199,0.788381743,2.83E-07,0.026857804,0.063327874,0.000282714
1695,GCA_002297705.1,114,4.042553191,2820,GCA_002297705.1,95,81,3.368794326,GCA_002297705.1,Leeuwenhoekiella,Flavobacteriaceae,3397701,79.37,True,3,GCA_002297705.1,203,7.19858156,0.909090909,8.83E-07,0.027960082,0.059746281,0.00088295
1464,GCA_009993865.1,75,2.594258042,2891,GCA_009993865.1,95,46,3.286060187,GCA_009993865.1,UBA6231,Flavobacteriaceae,3122016,90.16,True,1,GCA_009993865.1,205,7.090971982,1.117647059,3.20E-07,0.030429056,0.0656627,0.000320306
846,GCA_013001275.1,75,3.091508656,2426,GCA_013001275.1,95,30,3.915910965,GCA_013001275.1,Flaviramulus,Flavobacteriaceae,2675201,99.06,True,2,GCA_013001275.1,195,8.037922506,1.117647059,7.48E-07,0.03551135,0.072891719,0.000747607
1844,GCA_003344925.1,69,2.606724594,2647,GCA_003344925.1,95,32,3.588968644,GCA_003344925.1,Flavobacterium,Flavobacteriaceae,2970356,99.65,False,2,GCA_003344925.1,186,7.026822818,1.158536585,6.73E-07,0.031982698,0.062618757,0.00067332
1527,GCA_004634185.1,69,2.606724594,2647,GCA_004634185.1,95,32,3.588968644,GCA_004634185.1,Flavobacterium,Flavobacteriaceae,2945587,99.65,False,2,GCA_004634185.1,186,7.026822818,1.158536585,6.79E-07,0.032251636,0.063145309,0.000678982
2410,GCA_009994385.1,67,2.39371204,2799,GCA_009994385.1,95,38,3.39406931,GCA_009994385.1,UBA6231,Flavobacteriaceae,3103067,94.14,True,1,GCA_009994385.1,194,6.931046802,1.172839506,3.22E-07,0.030614872,0.062518792,0.000322262
1623,GCA_009993745.1,65,2.424468482,2681,GCA_009993745.1,95,37,3.543453935,GCA_009993745.1,UBA6231,Flavobacteriaceae,2954351,88.12,True,3,GCA_009993745.1,184,6.86311078,1.1875,1.02E-06,0.032155963,0.062281022,0.001015451
869,GCA_003268855.1,58,2.278083268,2546,GCA_003268855.1,95,20,3.731343284,GCA_003268855.1,Flavobacterium,Flavobacteriaceae,2736439,99.29,False,2,GCA_003268855.1,205,8.051846033,1.241830065,7.31E-07,0.034716652,0.07491488,0.000730877
2260,GCA_900186495.1,55,2.452073116,2243,GCA_900186495.1,95,7,4.235399019,GCA_900186495.1,Flavobacterium,Flavobacteriaceae,2520432,97.7,False,2,GCA_900186495.1,194,8.649130629,1.266666667,7.94E-07,0.037691951,0.076970932,0.000793515
687,GCA_003511625.1,48,1.567602874,3062,GCA_003511625.1,95,7,3.102547355,GCA_003511625.1,Marinirhabdus,Flavobacteriaceae,3304072,81.47,True,3,GCA_003511625.1,226,7.380796865,1.328671329,9.08E-07,0.0287524,0.068400446,0.000907971
899,GCA_000769835.1,46,1.683132089,2733,GCA_000769835.1,95,8,3.476033663,GCA_000769835.1,Flavobacterium,Flavobacteriaceae,2883777,99.65,False,1,GCA_000769835.1,217,7.939992682,1.34751773,3.47E-07,0.032942908,0.075248537,0.000346767
245,GCA_900610305.1,46,2.157598499,2132,GCA_900610305.1,95,6,4.455909944,GCA_900610305.1,Flavobacterium,Flavobacteriaceae,2393201,89.05,False,2,GCA_900610305.1,159,7.457786116,1.34751773,8.36E-07,0.039695788,0.066438214,0.000835701
1216,GCA_009363055.1,46,1.624293785,2832,GCA_009363055.1,95,13,3.354519774,GCA_009363055.1,Flavobacterium,Flavobacteriaceae,2871082,99.13,False,1,GCA_009363055.1,202,7.132768362,1.34751773,3.48E-07,0.033088571,0.070356751,0.000348301
604,GCA_013874595.1,32,1.148600144,2786,GCA_013874595.1,95,4,3.409906676,GCA_013874595.1,Myroides,Flavobacteriaceae,3000622,92.44,False,1,GCA_013874595.1,209,7.501794688,1.496062992,3.33E-07,0.031660102,0.069652225,0.000333264
2224,GCA_900239345.1,28,1.134981759,2467,GCA_900239345.1,95,6,3.850830969,GCA_900239345.1,Tenacibaculum,Flavobacteriaceae,2804033,98.77,False,1,GCA_900239345.1,162,6.566680178,1.544715447,3.57E-07,0.033879772,0.057773928,0.000356629
98,GCA_001483385.1,28,1.128122482,2482,GCA_001483385.1,95,6,3.827558421,GCA_001483385.1,Tenacibaculum,Flavobacteriaceae,2918253,99.11,False,1,GCA_001483385.1,177,7.131345689,1.544715447,3.43E-07,0.032553723,0.060652726,0.000342671
720,GCA_900239305.1,27,1.155327343,2337,GCA_900239305.1,95,5,4.06504065,GCA_900239305.1,Tenacibaculum,Flavobacteriaceae,2663584,98.77,False,2,GCA_900239305.1,163,6.974753958,1.557377049,7.51E-07,0.03566623,0.061195742,0.000750868
1020,GCA_900239185.1,24,0.927715501,2587,GCA_900239185.1,95,5,3.67220719,GCA_900239185.1,Tenacibaculum,Flavobacteriaceae,2923287,99.11,False,1,GCA_900239185.1,181,6.996521067,1.596638655,3.42E-07,0.032497664,0.061916603,0.000342081
612,GCA_000695795.1,224,7.05511811,3175,GCA_000695795.1,96,143,3.023622047,GCA_000695795.1,Flavobacterium,Flavobacteriaceae,3792640,99.47,False,3,GCA_000695795.1,285,8.976377953,0.6,7.91E-07,0.025312184,0.075145545,0.000791006
1452,GCA_008806775.1,96,3.351955307,2864,GCA_008806775.1,96,42,3.351955307,GCA_008806775.1,Flavobacterium,Flavobacteriaceae,3413843,98.94,False,3,GCA_008806775.1,248,8.659217877,1,8.79E-07,0.028120801,0.072645403,0.000878775
2406,GCA_002345565.1,87,3.179824561,2736,GCA_002345565.1,96,41,3.50877193,GCA_002345565.1,Epilithonimonas,Weeksellaceae,2973150,100,True,1,GCA_002345565.1,225,8.223684211,1.049180328,3.36E-07,0.032288986,0.075677312,0.000336344
2271,GCA_008806375.1,83,2.863056226,2899,GCA_008806375.1,96,16,3.31148672,GCA_008806375.1,Tamlana_A,Flavobacteriaceae,3353968,99.01,False,4,GCA_008806375.1,241,8.313211452,1.072625698,1.19E-06,0.028622813,0.071855188,0.001192617
2512,GCA_003001855.1,75,2.605976372,2878,GCA_003001855.1,96,32,3.335649757,GCA_003001855.1,Nonlabens,Flavobacteriaceae,3177440,98.54,False,3,GCA_003001855.1,244,8.478109798,1.122807018,9.44E-07,0.030213002,0.076791379,0.000944156
576,GCA_000423405.1,73,2.488919195,2933,GCA_000423405.1,96,25,3.273099216,GCA_000423405.1,Mesonia,Flavobacteriaceae,3205558,99.62,False,4,GCA_000423405.1,213,7.262188885,1.136094675,1.25E-06,0.029947984,0.06644709,0.001247833
560,GCA_012911605.1,69,2.593010147,2661,GCA_012911605.1,96,33,3.607666291,GCA_012911605.1,Flavobacterium,Flavobacteriaceae,2988422,99.29,False,2,GCA_012911605.1,214,8.04208944,1.163636364,6.69E-07,0.032123977,0.071609699,0.00066925
1704,GCA_013042885.1,62,2.579034942,2404,GCA_013042885.1,96,31,3.993344426,GCA_013042885.1,Croceitalea,Flavobacteriaceae,2630673,93.96,True,3,GCA_013042885.1,185,7.695507488,1.215189873,1.14E-06,0.036492563,0.07032421,0.001140393
433,GCA_002391865.1,56,2.096593036,2671,GCA_002391865.1,96,20,3.594159491,GCA_002391865.1,Epilithonimonas,Weeksellaceae,2859821,99.51,True,1,GCA_002391865.1,211,7.899663048,1.263157895,3.50E-07,0.033568535,0.073780842,0.000349672
1935,GCA_007830415.1,55,2.201761409,2498,GCA_007830415.1,96,16,3.84307446,GCA_007830415.1,Flavobacterium,Flavobacteriaceae,2718361,99.65,False,2,GCA_007830415.1,204,8.166533227,1.271523179,7.36E-07,0.035315398,0.07504522,0.000735737
182,GCA_004363695.1,55,2.187748608,2514,GCA_004363695.1,96,16,3.818615752,GCA_004363695.1,Flavobacterium,Flavobacteriaceae,2744241,99.65,False,2,GCA_004363695.1,205,8.15433572,1.271523179,7.29E-07,0.03498235,0.074701894,0.000728799
2519,GCA_000801615.1,53,2.423411065,2187,GCA_000801615.1,96,7,4.38957476,GCA_000801615.1,Flavobacterium,Flavobacteriaceae,2518967,98.59,False,4,GCA_000801615.1,192,8.77914952,1.288590604,1.59E-06,0.038110861,0.076221721,0.001587953
1816,GCA_900610315.1,47,2.100089366,2238,GCA_900610315.1,96,7,4.289544236,GCA_900610315.1,Flavobacterium,Flavobacteriaceae,2572129,95.58,False,3,GCA_900610315.1,179,7.99821269,1.342657343,1.17E-06,0.037323167,0.069592155,0.001166349
958,GCA_900460495.1,47,2.225378788,2112,GCA_900460495.1,96,3,4.545454545,GCA_900460495.1,Weeksella,Weeksellaceae,2276367,100,False,1,GCA_900460495.1,165,7.8125,1.342657343,4.39E-07,0.042172462,0.072483918,0.000439296
1254,GCA_014197445.1,35,1.487462813,2353,GCA_014197445.1,96,5,4.079898003,GCA_014197445.1,Mesonia,Flavobacteriaceae,2592316,97.38,False,1,GCA_014197445.1,176,7.479813005,1.465648855,3.86E-07,0.037032522,0.067892957,0.000385755
292,GCA_900239495.1,27,1.097114994,2461,GCA_900239495.1,96,5,3.900853312,GCA_900239495.1,Tenacibaculum,Flavobacteriaceae,2815918,99.11,False,2,GCA_900239495.1,172,6.98902885,1.56097561,7.10E-07,0.034091902,0.061081324,0.000710248
1877,GCA_900239485.1,25,0.962649211,2597,GCA_900239485.1,96,6,3.696572969,GCA_900239485.1,Tenacibaculum,Flavobacteriaceae,2955007,99.11,False,1,GCA_900239485.1,182,7.008086253,1.58677686,3.38E-07,0.032487233,0.061590379,0.000338409
521,GCA_006539745.1,254,7.311456534,3474,GCA_006539745.1,97,180,2.792170409,GCA_006539745.1,Flavobacterium,Flavobacteriaceae,4182207,99.29,False,5,GCA_006539745.1,298,8.57800806,0.552706553,1.20E-06,0.023193496,0.071254244,0.001195541
1703,GCA_001857965.1,254,7.967377666,3188,GCA_001857965.1,97,160,3.042659975,GCA_001857965.1,Flavobacterium,Flavobacteriaceae,3851214,99.65,False,5,GCA_001857965.1,283,8.877038896,0.552706553,1.30E-06,0.025186863,0.073483322,0.001298292
157,GCA_002697885.1,94,3.576864536,2628,GCA_002697885.1,97,62,3.691019787,GCA_002697885.1,Leeuwenhoekiella,Flavobacteriaceae,3009707,80.96,True,2,GCA_002697885.1,199,7.572298326,1.015706806,6.65E-07,0.032229051,0.066119393,0.000664517
2268,GCA_900141885.1,64,2.159244265,2964,GCA_900141885.1,97,20,3.272604588,GCA_900141885.1,Mesonia,Flavobacteriaceae,3280715,99.62,False,3,GCA_900141885.1,237,7.995951417,1.204968944,9.14E-07,0.029566726,0.07224035,0.000914435
1974,GCA_900108525.1,64,2.45681382,2605,GCA_900108525.1,97,22,3.723608445,GCA_900108525.1,Epilithonimonas,Weeksellaceae,2788642,100,False,1,GCA_900108525.1,218,8.368522073,1.204968944,3.59E-07,0.034783956,0.078174251,0.000358597
833,GCA_900186825.1,57,2.503293808,2277,GCA_900186825.1,97,7,4.259991217,GCA_900186825.1,Flavobacterium,Flavobacteriaceae,2582570,99.29,False,2,GCA_900186825.1,202,8.871321915,1.25974026,7.74E-07,0.037559485,0.07821666,0.000774422
936,GCA_003944795.1,57,2.271821443,2509,GCA_003944795.1,97,20,3.866082104,GCA_003944795.1,Mangrovimonas,Flavobacteriaceae,2776420,99.67,False,2,GCA_003944795.1,214,8.52929454,1.25974026,7.20E-07,0.034937077,0.077077676,0.000720352
2,GCA_900186555.1,56,2.441150828,2294,GCA_900186555.1,97,7,4.22842197,GCA_900186555.1,Flavobacterium,Flavobacteriaceae,2572086,97.35,False,3,GCA_900186555.1,195,8.50043592,1.267973856,1.17E-06,0.03771258,0.07581395,0.001166368
1063,GCA_013042925.1,55,2.091254753,2630,GCA_013042925.1,97,26,3.688212928,GCA_013042925.1,Eudoraea,Flavobacteriaceae,2909068,83.36,True,4,GCA_013042925.1,199,7.566539924,1.276315789,1.38E-06,0.033344013,0.068406789,0.001375011
740,GCA_900186475.1,55,2.422907489,2270,GCA_900186475.1,97,6,4.273127753,GCA_900186475.1,Flavobacterium,Flavobacteriaceae,2530180,98.06,False,2,GCA_900186475.1,197,8.678414097,1.276315789,7.90E-07,0.038337193,0.077860073,0.000790458
890,GCA_000686885.1,54,1.836110167,2941,GCA_000686885.1,97,14,3.298197892,GCA_000686885.1,Flavobacterium,Flavobacteriaceae,3158735,99.65,False,2,GCA_000686885.1,202,6.868412105,1.284768212,6.33E-07,0.030708496,0.063949651,0.000633165
1776,GCA_900609965.1,48,2.010892333,2387,GCA_900609965.1,97,6,4.063678257,GCA_900609965.1,Flavobacterium,Flavobacteriaceae,2725994,98.23,False,3,GCA_900609965.1,195,8.169250105,1.337931034,1.10E-06,0.035583351,0.07153354,0.001100516
1453,GCA_000812875.1,48,2.217090069,2165,GCA_000812875.1,97,17,4.480369515,GCA_000812875.1,Kaistella,Weeksellaceae,2345236,100,False,2,GCA_000812875.1,190,8.775981524,1.337931034,8.53E-07,0.041360443,0.081015301,0.000852793
1406,GCA_900637795.1,48,2.253521127,2130,GCA_900637795.1,97,4,4.55399061,GCA_900637795.1,Weeksella,Weeksellaceae,2287133,100,False,1,GCA_900637795.1,164,7.699530516,1.337931034,4.37E-07,0.042411176,0.071705493,0.000437229
733,GCA_900107595.1,39,1.586655818,2458,GCA_900107595.1,97,10,3.946297803,GCA_900107595.1,Psychroflexus,Flavobacteriaceae,2671918,98.67,False,1,GCA_900107595.1,184,7.485760781,1.426470588,3.74E-07,0.036303509,0.068864389,0.000374263
1384,GCA_009746565.1,178,5.64362714,3154,GCA_009746565.1,98,96,3.107165504,GCA_009746565.1,Mariniflexile,Flavobacteriaceae,3659224,99.34,False,2,GCA_009746565.1,236,7.482561826,0.710144928,5.47E-07,0.026781635,0.064494549,0.000546564
2259,GCA_002954765.1,90,2.998001332,3002,GCA_002954765.1,98,40,3.26449034,GCA_002954765.1,Nonlabens,Flavobacteriaceae,3323003,98.26,False,3,GCA_002954765.1,221,7.361758827,1.042553191,9.03E-07,0.029491397,0.066506109,0.000902798
1664,GCA_000253275.1,84,2.699228792,3112,GCA_000253275.1,98,24,3.149100257,GCA_000253275.1,Flavobacterium,Flavobacteriaceae,3563292,98.59,False,2,GCA_000253275.1,234,7.519280206,1.076923077,5.61E-07,0.027502658,0.065669611,0.000561279
574,GCA_000455605.1,62,2.266081871,2736,GCA_000455605.1,98,15,3.581871345,GCA_000455605.1,Flavobacterium,Flavobacteriaceae,2993089,99.29,False,4,GCA_000455605.1,230,8.406432749,1.225,1.34E-06,0.032742094,0.076843689,0.001336412
2419,GCA_003259835.1,61,2.368012422,2576,GCA_003259835.1,98,20,3.804347826,GCA_003259835.1,Flavobacterium,Flavobacteriaceae,2821499,99.65,False,2,GCA_003259835.1,216,8.385093168,1.232704403,7.09E-07,0.03473331,0.076555051,0.000708843
1492,GCA_009495835.1,60,2.292701567,2617,GCA_009495835.1,98,20,3.744745892,GCA_009495835.1,Flavobacterium,Flavobacteriaceae,2954512,99.65,False,2,GCA_009495835.1,217,8.291937333,1.240506329,6.77E-07,0.033169606,0.073446985,0.000676931
590,GCA_900186445.1,57,2.298387097,2480,GCA_900186445.1,98,8,3.951612903,GCA_900186445.1,Flavobacterium,Flavobacteriaceae,2725440,99.12,False,2,GCA_900186445.1,196,7.903225806,1.264516129,7.34E-07,0.035957497,0.071914994,0.000733826
1786,GCA_006778065.1,56,2.253521127,2485,GCA_006778065.1,98,7,3.943661972,GCA_006778065.1,Flavobacterium,Flavobacteriaceae,2759586,99.29,False,3,GCA_006778065.1,198,7.967806841,1.272727273,1.09E-06,0.035512573,0.071749893,0.00108712
1691,GCA_900610195.1,56,2.396234489,2337,GCA_900610195.1,98,7,4.193410355,GCA_900610195.1,Flavobacterium,Flavobacteriaceae,2655608,98.59,False,3,GCA_900610195.1,202,8.64356012,1.272727273,1.13E-06,0.036903037,0.076065443,0.001129685
2539,GCA_006777945.1,55,2.298370247,2393,GCA_006777945.1,98,7,4.095277894,GCA_006777945.1,Flavobacterium,Flavobacteriaceae,2668540,99.29,False,2,GCA_006777945.1,196,8.190555788,1.281045752,7.49E-07,0.036724201,0.073448402,0.000749473
1412,GCA_003860525.1,55,1.807426881,3043,GCA_003860525.1,98,20,3.22050608,GCA_003860525.1,Epilithonimonas,Weeksellaceae,3276391,100,False,1,GCA_003860525.1,225,7.39401906,1.281045752,3.05E-07,0.02991096,0.068673122,0.000305214
2409,GCA_011525015.1,52,2.632911392,1975,GCA_011525015.1,98,29,4.962025316,GCA_011525015.1,UBA3478,Flavobacteriaceae,2170056,91.26,True,3,GCA_011525015.1,146,7.392405063,1.306666667,1.38E-06,0.045160125,0.06727937,0.001382453
330,GCA_900610135.1,50,2.14961307,2326,GCA_900610135.1,98,7,4.213241617,GCA_900610135.1,Flavobacterium,Flavobacteriaceae,2607605,95.76,False,3,GCA_900610135.1,187,8.03955288,1.324324324,1.15E-06,0.037582379,0.071713315,0.001150481
1246,GCA_003860505.1,48,2.096985583,2289,GCA_003860505.1,98,17,4.281345566,GCA_003860505.1,Kaistella,Weeksellaceae,2469733,99.51,False,2,GCA_003860505.1,185,8.082131935,1.342465753,8.10E-07,0.039680403,0.074906883,0.000809804
2067,GCA_000735695.2,48,1.756954612,2732,GCA_000735695.2,98,17,3.587115666,GCA_000735695.2,Kaistella,Weeksellaceae,2845737,100,False,1,GCA_000735695.2,185,6.7715959,1.342465753,3.51E-07,0.034437476,0.065009521,0.000351403
755,GCA_000733475.1,45,1.851851852,2430,GCA_000733475.1,98,4,4.032921811,GCA_000733475.1,Mangrovimonas,Flavobacteriaceae,2670033,99.01,False,2,GCA_000733475.1,211,8.683127572,1.370629371,7.49E-07,0.036703666,0.079025241,0.000749054
1985,GCA_003538685.1,35,1.098901099,3185,GCA_003538685.1,98,4,3.076923077,GCA_003538685.1,Xanthomarina,Flavobacteriaceae,3260631,78.36,True,1,GCA_003538685.1,173,5.431711146,1.473684211,3.07E-07,0.030055532,0.053057215,0.000306689
2253,GCA_011330545.1,31,1.137614679,2725,GCA_011330545.1,98,16,3.596330275,GCA_011330545.1,Uncl. Flavobacteriaceae,Flavobacteriaceae,3130675,81.02,True,2,GCA_011330545.1,204,7.486238532,1.519379845,6.39E-07,0.031303153,0.065161666,0.00063884
2336,GCA_004804355.1,126,4.262516915,2956,GCA_004804355.1,99,66,3.349120433,GCA_004804355.1,Tamlana_A,Flavobacteriaceae,3416837,99.67,False,1,GCA_004804355.1,242,8.186738836,0.88,2.93E-07,0.028974165,0.070825737,0.000292668
660,GCA_001672305.1,118,3.762755102,3136,GCA_001672305.1,99,41,3.156887755,GCA_001672305.1,Tamlana_A,Flavobacteriaceae,3652073,99.01,False,3,GCA_001672305.1,255,8.131377551,0.912442396,8.21E-07,0.027107892,0.069823358,0.000821451
2383,GCA_002401385.1,111,4.254503641,2609,GCA_002401385.1,99,82,3.794557302,GCA_002401385.1,GCA-002401385,Flavobacteriaceae,3153567,72.42,True,1,GCA_002401385.1,201,7.704101188,0.942857143,3.17E-07,0.031393023,0.063737349,0.000317101
2501,GCA_003335085.1,100,3.796507213,2634,GCA_003335085.1,99,45,3.758542141,GCA_003335085.1,Polaribacter,Flavobacteriaceae,2977909,98.99,False,3,GCA_003335085.1,214,8.124525437,0.994974874,1.01E-06,0.033244804,0.071862505,0.001007418
784,GCA_006716585.1,84,2.53164557,3318,GCA_006716585.1,99,26,2.983725136,GCA_006716585.1,Flavobacterium,Flavobacteriaceae,3789855,98.59,False,3,GCA_006716585.1,229,6.901748041,1.081967213,7.92E-07,0.026122371,0.060424475,0.000791587
1752,GCA_900108025.1,81,2.792140641,2901,GCA_900108025.1,99,35,3.412616339,GCA_900108025.1,Kaistella,Weeksellaceae,3121186,100,False,2,GCA_900108025.1,219,7.549120993,1.1,6.41E-07,0.031718712,0.070165636,0.000640782
1729,GCA_009848495.1,74,2.735674677,2705,GCA_009848495.1,99,33,3.659889094,GCA_009848495.1,Flavobacterium,Flavobacteriaceae,2951637,99.65,False,2,GCA_009848495.1,222,8.20702403,1.144508671,6.78E-07,0.03354071,0.075212501,0.00067759
2450,GCA_009994285.1,74,2.579295922,2869,GCA_009994285.1,99,39,3.450679679,GCA_009994285.1,UBA6231,Flavobacteriaceae,3127196,89.71,True,1,GCA_009994285.1,206,7.180202161,1.144508671,3.20E-07,0.031657753,0.065873709,0.000319775
1880,GCA_009994725.1,69,2.509090909,2750,GCA_009994725.1,99,42,3.6,GCA_009994725.1,UBA6231,Flavobacteriaceae,3000053,90.37,True,1,GCA_009994725.1,188,6.836363636,1.178571429,3.33E-07,0.032999417,0.06266556,0.000333327
1077,GCA_002954355.1,68,2.460202605,2764,GCA_002954355.1,99,26,3.581765557,GCA_002954355.1,Nonlabens,Flavobacteriaceae,3028293,99.12,False,3,GCA_002954355.1,204,7.380607815,1.185628743,9.91E-07,0.032691685,0.067364684,0.000990657
1994,GCA_014201785.1,65,2.204884668,2948,GCA_014201785.1,99,20,3.358208955,GCA_014201785.1,Kaistella,Weeksellaceae,3178681,100,False,1,GCA_014201785.1,205,6.953867028,1.207317073,3.15E-07,0.031144994,0.064492159,0.000314596
113,GCA_009495755.1,65,2.604166667,2496,GCA_009495755.1,99,20,3.966346154,GCA_009495755.1,Flavobacterium,Flavobacteriaceae,2735109,99.65,False,3,GCA_009495755.1,202,8.092948718,1.207317073,1.10E-06,0.036195998,0.073854461,0.001096848
1641,GCA_002364325.1,61,2.629310345,2320,GCA_002364325.1,99,21,4.267241379,GCA_002364325.1,Gillisia,Flavobacteriaceae,2578194,81.03,True,3,GCA_002364325.1,203,8.75,1.2375,1.16E-06,0.038398972,0.078737287,0.001163605
244,GCA_009495795.1,60,2.255639098,2660,GCA_009495795.1,99,20,3.721804511,GCA_009495795.1,Flavobacterium,Flavobacteriaceae,2956863,99.65,False,2,GCA_009495795.1,216,8.120300752,1.245283019,6.76E-07,0.033481429,0.073050392,0.000676393
1156,GCA_003692615.1,58,2.37704918,2440,GCA_003692615.1,99,26,4.057377049,GCA_003692615.1,Kaistella,Weeksellaceae,2586303,99.51,False,1,GCA_003692615.1,177,7.254098361,1.261146497,3.87E-07,0.038278578,0.068437457,0.000386652
1175,GCA_900101925.1,57,2.464332036,2313,GCA_900101925.1,99,7,4.280155642,GCA_900101925.1,Flavobacterium,Flavobacteriaceae,2626144,99.29,False,2,GCA_900101925.1,199,8.603545179,1.269230769,7.62E-07,0.037697857,0.0757765,0.000761573
2201,GCA_900186605.1,57,2.571041949,2217,GCA_900186605.1,99,7,4.465493911,GCA_900186605.1,Flavobacterium,Flavobacteriaceae,2514545,96.64,False,3,GCA_900186605.1,194,8.750563825,1.269230769,1.19E-06,0.03937094,0.077151135,0.001193059
1895,GCA_006777825.1,57,2.344714109,2431,GCA_006777825.1,99,7,4.07239819,GCA_006777825.1,Flavobacterium,Flavobacteriaceae,2717076,99.29,False,3,GCA_006777825.1,199,8.185931715,1.269230769,1.10E-06,0.036436228,0.073240498,0.001104128
90,GCA_006777745.1,57,2.352455634,2423,GCA_006777745.1,99,7,4.085843995,GCA_006777745.1,Flavobacterium,Flavobacteriaceae,2715238,99.29,False,3,GCA_006777745.1,199,8.212959142,1.269230769,1.10E-06,0.036460892,0.073290076,0.001104876
1597,GCA_001887145.1,56,2.285714286,2450,GCA_001887145.1,99,7,4.040816327,GCA_001887145.1,Flavobacterium,Flavobacteriaceae,2755948,99.29,False,3,GCA_001887145.1,205,8.367346939,1.277419355,1.09E-06,0.035922303,0.074384567,0.001088555
2535,GCA_900610145.1,56,2.419006479,2315,GCA_900610145.1,99,7,4.276457883,GCA_900610145.1,Flavobacterium,Flavobacteriaceae,2641580,96.47,False,3,GCA_900610145.1,197,8.509719222,1.277419355,1.14E-06,0.03747757,0.074576579,0.001135684
898,GCA_006778345.1,55,2.297410192,2394,GCA_006778345.1,99,7,4.135338346,GCA_006778345.1,Flavobacterium,Flavobacteriaceae,2680547,99.29,False,2,GCA_006778345.1,194,8.103592314,1.285714286,7.46E-07,0.03693276,0.072373288,0.000746116
246,GCA_900186785.1,55,2.315789474,2375,GCA_900186785.1,99,7,4.168421053,GCA_900186785.1,Flavobacterium,Flavobacteriaceae,2685906,99.29,False,3,GCA_900186785.1,203,8.547368421,1.285714286,1.12E-06,0.036859071,0.075579711,0.001116942
350,GCA_900610155.1,55,2.279320348,2413,GCA_900610155.1,99,7,4.102776627,GCA_900610155.1,Flavobacterium,Flavobacteriaceae,2739900,98.59,False,4,GCA_900610155.1,201,8.329879818,1.285714286,1.46E-06,0.036132706,0.073360342,0.001459907
2252,GCA_900186815.1,54,2.328589909,2319,GCA_900186815.1,99,7,4.269081501,GCA_900186815.1,Flavobacterium,Flavobacteriaceae,2617023,99.29,False,2,GCA_900186815.1,195,8.408796895,1.294117647,7.64E-07,0.037829243,0.074512146,0.000764227
2124,GCA_900186385.1,54,2.100350058,2571,GCA_900186385.1,99,7,3.850641774,GCA_900186385.1,Flavobacterium,Flavobacteriaceae,2823178,99.29,False,2,GCA_900186385.1,199,7.740178919,1.294117647,7.08E-07,0.035066864,0.070487939,0.000708422
1863,GCA_900610005.1,52,2.202456586,2361,GCA_900610005.1,99,7,4.193138501,GCA_900610005.1,Flavobacterium,Flavobacteriaceae,2672302,98.23,False,3,GCA_900610005.1,199,8.428631936,1.311258278,1.12E-06,0.037046711,0.074467631,0.001122628
2405,GCA_002207815.1,51,1.71083529,2981,GCA_002207815.1,99,9,3.32103321,GCA_002207815.1,Flavobacterium,Flavobacteriaceae,2707110,97.57,False,3,GCA_002207815.1,193,6.474337471,1.32,1.11E-06,0.036570365,0.071293741,0.001108193
1419,GCA_900610115.1,50,2.069536424,2416,GCA_900610115.1,99,7,4.097682119,GCA_900610115.1,Flavobacterium,Flavobacteriaceae,2742820,98.47,False,3,GCA_900610115.1,197,8.15397351,1.32885906,1.09E-06,0.036094239,0.071823889,0.001093765
40,GCA_004010055.1,50,1.784439686,2802,GCA_004010055.1,99,21,3.533190578,GCA_004010055.1,Psychroflexus,Flavobacteriaceae,3105059,99.11,False,3,GCA_004010055.1,211,7.530335475,1.32885906,9.66E-07,0.031883452,0.06795362,0.000966165
199,GCA_900610335.1,49,2.104810997,2328,GCA_900610335.1,99,6,4.25257732,GCA_900610335.1,Flavobacterium,Flavobacteriaceae,2643138,99.29,False,2,GCA_900610335.1,190,8.161512027,1.337837838,7.57E-07,0.037455479,0.071884253,0.000756676
1626,GCA_002341025.1,49,1.866666667,2625,GCA_002341025.1,99,21,3.771428571,GCA_002341025.1,Empedobacter,Weeksellaceae,2780157,93.55,True,3,GCA_002341025.1,172,6.552380952,1.337837838,1.08E-06,0.0356095,0.06186701,0.001079076
89,GCA_002364135.1,48,1.57790927,3042,GCA_002364135.1,99,4,3.25443787,GCA_002364135.1,Aequorivita,Flavobacteriaceae,3179520,90.69,True,3,GCA_002364135.1,200,6.574621959,1.346938776,9.44E-07,0.031136775,0.062902576,0.000943539
770,GCA_900107625.1,45,1.58674189,2836,GCA_900107625.1,99,8,3.490832158,GCA_900107625.1,Bizionia,Flavobacteriaceae,3143625,99.67,False,2,GCA_900107625.1,222,7.827926657,1.375,6.36E-07,0.031492306,0.07061911,0.000636208
169,GCA_012522185.1,43,1.75010175,2457,GCA_012522185.1,99,8,4.029304029,GCA_012522185.1,Moheibacter,Weeksellaceae,2548190,97.31,True,1,GCA_012522185.1,185,7.52950753,1.394366197,3.92E-07,0.038851106,0.072600552,0.000392435
