n_scaffolds	n_contigs	scaf_bp	contig_bp	gap_pct	scaf_N50	scaf_L50	ctg_N50	ctg_L50	scaf_N90	scaf_L90	ctg_N90	ctg_L90	scaf_max	ctg_max	scaf_n_gt50K	scaf_pct_gt50K	gc_avg	gc_std	filename
943	943	1755964	1755945	0.001	318	1947	318	1947	782	1177	782	1177	6299	6299	0	0.000	0.43067	0.02091	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004028715.1_ASM402871v1_genomic.fna
1	1	2253590	2253590	0.000	1	2253590	1	2253590	1	2253590	1	2253590	2253590	2253590	1	100.000	0.38312	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004088395.1_ASM408839v1_genomic.fna
53	53	4747764	4747764	0.000	8	190456	8	190456	25	73765	25	73765	413370	413370	29	96.023	0.37516	0.03349	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004104035.1_ASM410403v1_genomic.fna
22	22	3941878	3941878	0.000	3	619136	3	619136	7	177478	7	177478	863913	863913	10	97.716	0.39963	0.02278	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004104045.1_ASM410404v1_genomic.fna
30	30	4430130	4430130	0.000	3	637981	3	637981	10	88424	10	88424	1376305	1376305	14	96.799	0.37802	0.03270	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004104055.1_ASM410405v1_genomic.fna
47	47	4794008	4794008	0.000	7	173556	7	173556	26	49829	26	49829	790419	790419	25	89.220	0.38112	0.02212	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004104075.1_ASM410407v1_genomic.fna
21	21	4361611	4361611	0.000	3	726741	3	726741	8	183539	8	183539	836001	836001	12	98.868	0.37836	0.03251	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004104115.1_ASM410411v1_genomic.fna
18	18	3458071	3458071	0.000	3	501718	3	501718	7	233576	7	233576	872414	872414	9	99.271	0.35412	0.02917	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004104375.1_ASM410437v1_genomic.fna
42	42	4632641	4632641	0.000	4	364982	4	364982	16	82231	16	82231	984742	984742	21	98.428	0.37468	0.03985	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004115975.1_ASM411597v1_genomic.fna
952	952	5422682	5422682	0.000	3	663512	3	663512	11	125721	11	125721	1256042	1256042	13	93.277	0.35563	0.05820	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004119415.1_ASM411941v1_genomic.fna
122	122	4860509	4860508	0.000	17	104506	17	104506	48	30881	48	30881	226464	226464	35	79.799	0.35865	0.03917	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004119445.1_ASM411944v1_genomic.fna
254	254	5081684	5081684	0.000	4	482148	4	482148	12	152034	12	152034	1243903	1243903	15	98.371	0.35492	0.07641	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004119455.1_ASM411945v1_genomic.fna
172	172	4886317	4886312	0.000	25	68236	25	68236	81	18434	81	18434	158198	158198	32	58.650	0.33483	0.03748	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004119495.1_ASM411949v1_genomic.fna
86	86	4861773	4861768	0.000	11	160963	11	160963	38	34300	38	34300	313885	313885	28	81.845	0.33490	0.04048	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004119505.1_ASM411950v1_genomic.fna
164	175	4183044	4182824	0.005	16	87022	16	87022	47	19329	47	19329	337001	337001	35	81.502	0.31088	0.03072	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004121075.1_ASM412107v1_genomic.fna
36	36	3179833	3179833	0.000	3	354943	3	354943	8	133106	8	133106	1003678	1003678	10	98.095	0.39436	0.06017	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004122105.1_ASM412210v1_genomic.fna
62	62	3374625	3374625	0.000	6	207779	6	207779	15	83638	15	83638	393722	393722	18	95.945	0.34335	0.06447	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004122145.1_ASM412214v1_genomic.fna
34	34	2663846	2663846	0.000	2	602755	2	602755	5	185691	5	185691	1251280	1251280	6	98.743	0.34748	0.07782	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004122165.1_ASM412216v1_genomic.fna
1	1	4995474	4995474	0.000	1	4995474	1	4995474	1	4995474	1	4995474	4995474	4995474	1	100.000	0.36845	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004137745.1_ASM413774v1_genomic.fna
1	1	3067493	3067493	0.000	1	3067493	1	3067493	1	3067493	1	3067493	3067493	3067493	1	100.000	0.42427	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004139715.1_ASM413971v1_genomic.fna
1476	1478	5883755	5883717	0.001	283	5746	283	5746	1019	1659	1020	1658	43056	43056	0	0.000	0.37627	0.01417	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004145115.1_ASM414511v1_genomic.fna
14	17	3953029	3952792	0.006	3	363281	3	362728	8	224392	8	224392	1152475	1028349	11	99.755	0.43864	0.03670	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004150225.1_ASM415022v1_genomic.fna
43	43	5301041	5301041	0.000	7	206060	7	206060	23	64508	23	64508	656368	656368	25	92.997	0.33989	0.03307	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004151235.1_ASM415123v1_genomic.fna
21	21	3717788	3717788	0.000	5	318391	5	318391	11	195048	11	195048	449609	449609	14	99.487	0.37933	0.05309	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004151245.1_ASM415124v1_genomic.fna
53	53	2874246	2874246	0.000	8	116273	8	116273	25	40451	25	40451	446129	446129	18	80.094	0.34610	0.02746	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004151275.1_ASM415127v1_genomic.fna
45	45	3304492	3304492	0.000	3	406450	3	406450	8	137233	8	137233	1140992	1140992	11	98.065	0.33330	0.04085	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004151365.1_ASM415136v1_genomic.fna
12	12	4271785	4271785	0.000	3	627632	3	627632	7	175720	7	175720	953854	953854	10	99.927	0.33799	0.01528	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004152935.1_ASM415293v1_genomic.fna
538	539	2561494	2561453	0.002	116	6729	116	6729	375	2322	375	2322	37150	37150	0	0.000	0.30079	0.02901	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004195315.1_ASM419531v1_genomic.fna
129	130	3421567	3421526	0.001	13	82052	13	82052	48	12384	49	12045	213495	213495	21	65.647	0.45825	0.01912	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004210845.1_ASM421084v1_genomic.fna
1930	1935	5815385	5815222	0.003	362	3946	363	3942	1428	1326	1430	1326	60895	60895	1	1.047	0.39338	0.01773	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004210875.1_ASM421087v1_genomic.fna
769	769	2686791	2686791	0.000	164	4950	164	4950	552	1567	552	1567	26179	26179	0	0.000	0.46353	0.01829	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004210885.1_ASM421088v1_genomic.fna
1239	1239	3192109	3192109	0.000	320	3030	320	3030	961	1330	961	1330	20529	20529	0	0.000	0.34936	0.01640	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004211035.1_ASM421103v1_genomic.fna
2147	2147	6366544	6366519	0.000	487	3581	487	3581	1624	1445	1624	1445	59457	59457	1	0.934	0.42333	0.01871	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004211115.1_ASM421111v1_genomic.fna
93	93	4033895	4033895	0.000	15	98187	15	98187	46	28624	46	28624	239115	239115	27	73.143	0.47333	0.01498	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004211145.1_ASM421114v1_genomic.fna
1662	1664	5929650	5929579	0.001	394	4759	394	4759	1213	1707	1215	1702	21396	21396	0	0.000	0.35592	0.01474	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004211385.1_ASM421138v1_genomic.fna
2759	2764	5165843	5165719	0.002	790	1883	793	1881	2270	1113	2276	1111	23585	23585	0	0.000	0.35632	0.01437	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004211555.1_ASM421155v1_genomic.fna
55	55	2899777	2899777	0.000	10	76746	10	76746	37	23170	37	23170	445306	445306	19	69.500	0.33242	0.00765	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004211785.1_ASM421178v1_genomic.fna
169	169	1749946	1749946	0.000	46	11365	46	11365	137	5726	137	5726	55034	55034	2	6.109	0.33055	0.01401	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004211875.1_ASM421187v1_genomic.fna
111	111	1446221	1446221	0.000	31	15127	31	15127	87	6678	87	6678	39862	39862	0	0.000	0.32850	0.01363	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004213605.1_ASM421360v1_genomic.fna
31	31	1043041	1043041	0.000	6	60917	6	60917	20	18035	20	18035	147061	147061	6	50.702	0.29603	0.01246	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004213645.1_ASM421364v1_genomic.fna
55	55	1079169	1079169	0.000	15	24935	15	24935	41	9535	41	9535	92572	92572	1	8.578	0.29722	0.01598	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004213965.1_ASM421396v1_genomic.fna
45	45	1272396	1272396	0.000	8	50567	8	50567	30	10938	30	10938	135190	135190	8	51.463	0.29243	0.01501	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004213995.1_ASM421399v1_genomic.fna
36	36	806309	806309	0.000	8	27336	8	27336	27	10178	27	10178	108907	108907	4	35.109	0.29644	0.01485	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004214015.1_ASM421401v1_genomic.fna
55	55	1330049	1330049	0.000	13	34118	13	34118	39	11937	39	11937	126557	126557	5	27.852	0.31118	0.01529	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004214175.1_ASM421417v1_genomic.fna
60	60	1378189	1378189	0.000	12	38573	12	38573	41	9274	41	9274	112768	112768	6	31.989	0.29496	0.01434	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004214185.1_ASM421418v1_genomic.fna
56	56	569462	569462	0.000	18	11087	18	11087	46	6365	46	6365	28589	28589	0	0.000	0.28615	0.01059	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004214195.1_ASM421419v1_genomic.fna
71	71	1464785	1464785	0.000	15	33929	15	33929	49	8339	49	8339	116294	116294	5	24.480	0.29065	0.01448	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004214265.1_ASM421426v1_genomic.fna
30	30	1400021	1400021	0.000	7	67872	7	67872	19	26128	19	26128	162562	162562	10	66.702	0.30562	0.01388	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004214315.1_ASM421431v1_genomic.fna
12	17	3880543	3880058	0.012	2	1058603	2	1058603	6	157299	7	129670	1772870	1098111	8	99.608	0.35772	0.02989	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004216895.1_ASM421689v1_genomic.fna
616	616	2405689	2405689	0.000	156	4628	156	4628	477	1983	477	1983	18617	18617	0	0.000	0.38831	0.01852	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004282915.1_ASM428291v1_genomic.fna
659	659	3079170	3079170	0.000	119	7353	119	7353	435	1983	435	1983	31497	31497	0	0.000	0.36424	0.01655	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004283005.1_ASM428300v1_genomic.fna
55	55	1679037	1679037	0.000	12	44148	12	44148	36	14384	36	14384	105002	105002	11	48.949	0.31910	0.00847	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004293045.1_ASM429304v1_genomic.fna
19	19	2569855	2569855	0.000	3	225200	3	225200	10	90890	10	90890	848927	848927	12	97.063	0.31870	0.07514	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004293165.1_ASM429316v1_genomic.fna
739	742	2789381	2789285	0.003	172	4877	173	4875	532	1786	533	1781	31085	31085	0	0.000	0.35016	0.02546	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004293805.1_ASM429380v1_genomic.fna
259	262	1590183	1590134	0.003	58	8189	59	8100	179	3249	181	3230	32442	32442	0	0.000	0.45155	0.01910	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004295165.1_ASM429516v1_genomic.fna
1571	1573	5066510	5066457	0.001	289	4733	289	4733	1137	1370	1139	1367	37767	37767	0	0.000	0.37544	0.02166	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004295775.1_ASM429577v1_genomic.fna
49	49	4406250	4406250	0.000	9	166272	9	166272	28	43934	28	43934	485664	485664	25	87.575	0.46573	0.01029	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004295795.1_ASM429579v1_genomic.fna
1253	1254	2850599	2850549	0.002	349	2560	349	2560	997	1230	998	1229	12594	12594	0	0.000	0.40085	0.01936	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004296125.1_ASM429612v1_genomic.fna
1047	1049	4758110	4758039	0.001	208	7269	209	7264	697	1904	698	1904	37961	37961	0	0.000	0.33310	0.01935	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004296145.1_ASM429614v1_genomic.fna
6	8	3566560	3566366	0.005	2	1680428	2	1493266	2	1680428	3	287193	1780555	1666547	3	99.696	0.41675	0.08263	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004296335.1_ASM429633v1_genomic.fna
39	77	4334998	4333378	0.037	6	305089	11	111049	15	98601	35	34111	503365	449252	17	94.005	0.30688	0.02787	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004303025.1_ASM430302v1_genomic.fna
63	63	3807999	3807999	0.000	5	214833	5	214833	15	114688	15	114688	752412	752412	18	97.381	0.34991	0.06279	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004310325.1_ASM431032v1_genomic.fna
34	37	4127878	4127604	0.007	3	690110	3	690110	7	301937	8	173633	849299	849299	8	98.580	0.32699	0.06337	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004310335.1_ASM431033v1_genomic.fna
53	53	1150448	1150448	0.000	13	26174	13	26174	39	10428	39	10428	87741	87741	4	23.343	0.29457	0.01629	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004321735.1_ASM432173v1_genomic.fna
17	17	3332696	3332696	0.000	2	595671	2	595671	6	230604	6	230604	1143547	1143547	7	98.257	0.33136	0.04388	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004328055.1_ASM432805v1_genomic.fna
1	1	4715692	4715592	0.002	1	4715692	1	4715592	1	4715692	1	4715592	4715692	4715592	1	100.000	0.36937	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004328965.1_ASM432896v1_genomic.fna
39	39	2894048	2894048	0.000	6	160705	6	160705	17	54625	17	54625	505718	505718	19	93.917	0.38699	0.04352	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004329815.1_ASM432981v1_genomic.fna
21	22	3526337	3526322	0.000	3	534263	3	534263	10	95421	10	95421	691121	691121	13	96.487	0.39941	0.09062	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004332155.1_ASM433215v1_genomic.fna
2	2	3938030	3938030	0.000	1	3894807	1	3894807	1	3894807	1	3894807	3894807	3894807	1	98.902	0.34198	0.01675	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004337635.1_ASM433763v1_genomic.fna
128	136	5124657	5123891	0.015	8	252108	9	191585	27	50495	30	50495	465122	465122	27	90.674	0.30091	0.11425	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004337695.1_ASM433769v1_genomic.fna
12	12	4910437	4910420	0.000	4	453094	4	453094	8	356402	8	356402	1320750	1320741	10	99.876	0.34167	0.04643	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004339485.1_ASM433948v1_genomic.fna
1	1	6653812	6653812	0.000	1	6653812	1	6653812	1	6653812	1	6653812	6653812	6653812	1	100.000	0.33329	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004339525.1_ASM433952v1_genomic.fna
29	33	4735576	4735194	0.008	4	432915	4	432915	10	171556	10	171556	821125	821125	12	96.441	0.33191	0.04089	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004341235.1_ASM434123v1_genomic.fna
38	41	6149845	6149030	0.013	7	276269	7	276269	21	112202	22	92381	908031	908031	26	96.957	0.33440	0.03021	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004341805.1_ASM434180v1_genomic.fna
33	38	5756466	5755978	0.008	4	424161	4	388869	12	160687	15	113442	1086700	990809	14	96.765	0.35845	0.03660	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004345565.1_ASM434556v1_genomic.fna
31	34	3712900	3712612	0.008	4	316461	4	292242	11	94067	13	94067	902261	902261	13	95.112	0.31249	0.03915	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004345825.1_ASM434582v1_genomic.fna
13	16	2958316	2958026	0.010	2	989221	2	653019	4	308510	6	146804	1050617	989221	6	98.606	0.34841	0.03468	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004346845.1_ASM434684v1_genomic.fna
28	28	3838245	3838245	0.000	3	288268	3	288268	10	129403	10	129403	1007852	1007852	12	96.362	0.34818	0.04923	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004349085.1_ASM434908v1_genomic.fna
65	65	4029235	4029235	0.000	8	161475	8	161475	26	43777	26	43777	436959	436959	24	88.464	0.34376	0.02943	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004349135.1_ASM434913v1_genomic.fna
34	34	3745432	3745432	0.000	4	296636	4	296636	14	82094	14	82094	919163	919163	17	95.499	0.34476	0.04179	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004349145.1_ASM434914v1_genomic.fna
31	31	3905260	3905260	0.000	4	296905	4	296905	11	125930	11	125930	1049561	1049561	12	93.127	0.34323	0.03328	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004349155.1_ASM434915v1_genomic.fna
37	37	3776925	3776925	0.000	5	281154	5	281154	13	117237	13	117237	836087	836087	16	96.278	0.34301	0.03511	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004349195.1_ASM434919v1_genomic.fna
22	22	3735422	3735422	0.000	3	380019	3	380019	10	160372	10	160372	1047143	1047143	12	96.786	0.34274	0.03164	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004349315.1_ASM434931v1_genomic.fna
36	36	4657187	4657187	0.000	5	257675	5	257675	18	72563	18	72563	997196	997196	21	94.816	0.33001	0.01717	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004349355.1_ASM434935v1_genomic.fna
76	76	5245985	5245985	0.000	5	429967	5	429967	16	78249	16	78249	723307	723307	19	95.253	0.33855	0.06705	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004352915.1_ASM435291v1_genomic.fna
1	1	4217227	4217227	0.000	1	4217227	1	4217227	1	4217227	1	4217227	4217227	4217227	1	100.000	0.36200	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004355225.1_ASM435522v1_genomic.fna
50	50	3537147	3537125	0.001	3	464978	3	464978	11	59287	11	59287	759981	759977	14	95.512	0.33522	0.04387	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004358095.2_ASM435809v2_genomic.fna
1	1	3139453	3139453	0.000	1	3139453	1	3139453	1	3139453	1	3139453	3139453	3139453	1	100.000	0.37522	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004359195.1_ASM435919v1_genomic.fna
5	7	1648420	1647355	0.065	1	1029730	1	1029710	3	277544	3	277533	1029730	1029710	3	99.635	0.37777	0.01393	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004359435.1_ASM435943v1_genomic.fna
38	43	5012586	5012105	0.010	4	443216	5	417906	12	134078	15	94780	901193	636346	15	95.086	0.33430	0.03520	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004362015.1_ASM436201v1_genomic.fna
22	29	5291369	5290695	0.013	5	447104	5	447104	13	168081	15	92757	775447	713067	17	97.719	0.33649	0.03278	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004362055.1_ASM436205v1_genomic.fna
61	63	4152020	4151825	0.005	10	148846	10	148846	29	39816	29	39816	306987	306987	28	89.525	0.37357	0.03138	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004362395.1_ASM436239v1_genomic.fna
19	20	3211787	3211762	0.001	3	424663	3	424663	9	126679	9	126679	626129	626129	11	97.674	0.32441	0.04342	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004362665.1_ASM436266v1_genomic.fna
12	13	3337963	3337636	0.010	2	1233726	2	709771	3	627517	4	523628	1448104	1448104	3	99.143	0.46400	0.04674	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004362865.1_ASM436286v1_genomic.fna
14	21	3266771	3266097	0.021	3	459598	3	340625	6	258578	8	195312	778492	733775	7	99.360	0.31881	0.04047	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004363005.1_ASM436300v1_genomic.fna
18	24	2744241	2743656	0.021	2	835134	3	342900	5	140487	8	113307	1008949	776786	6	97.387	0.32451	0.03990	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004363695.1_ASM436369v1_genomic.fna
18	23	4455565	4454496	0.024	2	1103697	2	1103697	7	128517	8	128517	1858526	1397429	9	96.552	0.35127	0.04188	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004364165.1_ASM436416v1_genomic.fna
20	26	4281860	4280938	0.022	3	559655	4	409143	8	165541	11	137937	942589	942589	10	99.119	0.35183	0.05722	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004364175.1_ASM436417v1_genomic.fna
79	87	3064923	3063951	0.032	13	85575	15	81601	36	26110	40	25344	177424	159422	23	75.117	0.34533	0.03792	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004364575.1_ASM436457v1_genomic.fna
15	16	3564323	3563938	0.011	2	1453199	2	834590	3	195794	4	195794	1567805	1567805	5	99.220	0.36872	0.04847	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004364975.1_ASM436497v1_genomic.fna
9	9	3831404	3831404	0.000	2	892685	2	892685	4	169286	4	169286	1658176	1658176	6	99.792	0.36234	0.04137	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004365465.1_ASM436546v1_genomic.fna
11	11	3389369	3389369	0.000	2	992307	2	992307	3	860831	3	860831	1516182	1516182	3	99.408	0.36210	0.03997	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004365655.1_ASM436565v1_genomic.fna
11	20	4926114	4925238	0.018	3	769414	5	352594	6	352402	13	152596	1321617	693953	9	99.714	0.33428	0.04633	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004366435.1_ASM436643v1_genomic.fna
14	16	3223525	3222325	0.037	3	456729	3	428340	7	146786	7	146786	1049587	1049587	9	99.196	0.33175	0.02074	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004366715.1_ASM436671v1_genomic.fna
21	25	5727777	5727390	0.007	3	815312	3	787647	7	343009	8	163197	1737342	1737342	9	98.538	0.33753	0.04694	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004368785.1_ASM436878v1_genomic.fna
15	20	4707503	4707018	0.010	2	996433	3	548931	8	144247	10	144247	1863136	1081209	11	99.486	0.33263	0.03297	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004368925.1_ASM436892v1_genomic.fna
1506	1514	6339403	6339055	0.005	4	424442	5	389125	18	13752	20	13752	1128811	1048334	13	88.214	0.35823	0.05105	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004369705.1_ASM436970v1_genomic.fna
71	76	3642663	3642188	0.013	2	953286	3	506419	5	250620	8	206511	1057826	714888	7	98.319	0.30247	0.06328	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004378585.1_ASM437858v1_genomic.fna
647	647	2580023	2580023	0.000	203	4317	203	4317	528	2384	528	2384	15503	15503	0	0.000	0.44409	0.02416	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004525075.1_ASM452507v1_genomic.fna
171	171	668664	668664	0.000	62	3805	62	3805	146	2749	146	2749	10196	10196	0	0.000	0.46585	0.02023	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004566235.1_ASM456623v1_genomic.fna
12	12	2945587	2945587	0.000	4	304542	4	304542	10	127851	10	127851	619555	619555	11	98.574	0.34908	0.01147	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004634185.1_ASM463418v1_genomic.fna
17	17	3012773	3012773	0.000	4	266745	4	266745	12	96798	12	96798	627044	627044	14	95.790	0.37988	0.01412	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004634195.1_ASM463419v1_genomic.fna
28	28	5107880	5107880	0.000	7	277897	7	277897	18	93476	18	93476	548328	548328	21	96.078	0.35258	0.01493	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004634245.1_ASM463424v1_genomic.fna
4	4	3595426	3595426	0.000	2	743962	2	743962	4	469030	4	469030	1654225	1654225	4	100.000	0.31239	0.00575	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_004684835.1_ASM468483v1_genomic.fna
