Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
GCA_003259835.1_ASM325983v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	509	1	0	0	0	99.65	0.02	0.00
GCA_003260195.1_ASM326019v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	8	530	9	1	0	0	97.65	2.62	0.00
GCA_003260205.1_ASM326020v1_genomic	s__algicola (UID2846)	47	571	303	2	569	0	0	0	0	99.34	0.00	0.00
GCA_003268615.1_ASM326861v1_genomic	k__Bacteria (UID2565)	2921	141	82	2	139	0	0	0	0	98.17	0.00	0.00
GCA_003268815.1_ASM326881v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	510	0	0	0	0	99.65	0.00	0.00
GCA_003268855.1_ASM326885v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	508	1	0	0	0	99.29	0.18	0.00
GCA_003269425.1_ASM326942v1_genomic	s__algicola (UID2846)	47	571	303	3	567	1	0	0	0	99.01	0.17	0.00
GCA_003285545.1_ASM328554v1_genomic	s__algicola (UID2846)	47	571	303	5	561	5	0	0	0	98.35	1.21	0.00
GCA_003290185.1_ASM329018v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_003293825.1_ASM329382v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	1.08	0.00
GCA_003293835.1_ASM329383v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	1.08	0.00
GCA_003293845.1_ASM329384v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	509	1	0	0	0	99.65	0.35	0.00
GCA_003298875.1_ASM329887v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_003312425.1_ASM331242v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	509	0	0	0	0	99.29	0.00	0.00
GCA_003312915.1_ASM331291v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	508	2	0	0	0	99.65	0.19	0.00
GCA_003314435.2_ASM331443v2_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	505	5	0	0	0	99.65	1.07	20.00
GCA_003315315.1_ASM331531v1_genomic	s__algicola (UID2846)	47	571	303	15	554	2	0	0	0	98.18	0.28	0.00
GCA_003318185.1_ASM331818v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	1	542	5	0	0	0	99.66	1.17	0.00
GCA_003331265.1_ASM333126v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	76	434	1	0	0	0	81.19	0.18	0.00
GCA_003331305.1_ASM333130v1_genomic	s__algicola (UID2846)	47	571	303	48	523	0	0	0	0	87.47	0.00	0.00
GCA_003331365.1_ASM333136v1_genomic	k__Bacteria (UID2569)	434	277	185	92	185	0	0	0	0	72.90	0.00	0.00
GCA_003331865.1_ASM333186v1_genomic	k__Bacteria (UID2566)	525	208	136	84	124	0	0	0	0	61.85	0.00	0.00
GCA_003331875.1_ASM333187v1_genomic	s__algicola (UID2846)	47	571	303	162	407	2	0	0	0	67.70	0.14	100.00
GCA_003331885.1_ASM333188v1_genomic	k__Bacteria (UID2566)	525	208	136	58	150	0	0	0	0	66.85	0.00	0.00
GCA_003333325.1_ASM333332v1_genomic	s__algicola (UID2847)	33	496	263	29	465	2	0	0	0	93.16	0.20	0.00
GCA_003335085.1_ASM333508v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	4	544	0	0	0	0	98.99	0.00	0.00
GCA_003335675.1_ASM333567v1_genomic	s__algicola (UID2846)	47	571	303	2	567	2	0	0	0	99.34	0.33	0.00
GCA_003336205.1_ASM333620v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.74	0.00
GCA_003337215.1_ASM333721v1_genomic	s__algicola (UID2846)	47	571	303	15	554	2	0	0	0	98.18	0.28	0.00
GCA_003337305.1_ASM333730v1_genomic	s__algicola (UID2846)	47	571	303	1	569	1	0	0	0	99.67	0.11	0.00
GCA_003337435.1_ASM333743v1_genomic	k__Bacteria (UID2569)	434	278	186	0	278	0	0	0	0	100.00	0.00	0.00
GCA_003344925.1_ASM334492v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	508	2	0	0	0	99.65	0.53	0.00
GCA_003347605.1_ASM334760v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.74	0.00
GCA_003350375.1_ASM335037v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	509	0	0	0	0	99.47	0.00	0.00
GCA_003350545.1_ASM335054v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	510	0	0	0	0	99.65	0.00	0.00
GCA_003352465.1_ASM335246v1_genomic	s__algicola (UID2846)	47	571	303	2	562	7	0	0	0	99.59	1.27	0.00
GCA_003353425.1_ASM335342v1_genomic	s__algicola (UID2847)	33	496	263	3	493	0	0	0	0	98.86	0.00	0.00
GCA_003362725.1_ASM336272v1_genomic	s__algicola (UID2846)	47	571	303	3	567	1	0	0	0	99.01	0.33	0.00
GCA_003382275.1_ASM338227v1_genomic	s__algicola (UID2846)	47	571	303	1	564	6	0	0	0	99.67	0.76	0.00
GCA_003384725.1_ASM338472v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_003384775.1_ASM338477v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_003384935.1_ASM338493v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	6	535	7	0	0	0	98.32	0.76	0.00
GCA_003385115.1_ASM338511v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	508	1	0	0	0	99.29	0.18	0.00
GCA_003385395.1_ASM338539v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_003385415.1_ASM338541v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_003385455.1_ASM338545v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_003385495.1_ASM338549v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_003385515.1_ASM338551v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	318	6	0	0	0	100.00	1.51	0.00
GCA_003385535.1_ASM338553v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.49	0.00
GCA_003385595.1_ASM338559v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.49	0.00
GCA_003385855.1_ASM338585v1_genomic	s__algicola (UID2846)	47	571	303	2	568	1	0	0	0	99.34	0.33	0.00
GCA_003385895.1_ASM338589v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	507	3	0	0	0	99.65	0.23	0.00
GCA_003386165.1_ASM338616v1_genomic	s__algicola (UID2846)	47	571	303	1	563	7	0	0	0	99.67	1.17	0.00
GCA_003386195.1_ASM338619v1_genomic	s__algicola (UID2846)	47	571	303	4	562	5	0	0	0	99.01	0.92	0.00
GCA_003386275.1_ASM338627v1_genomic	s__algicola (UID2846)	47	571	303	1	564	6	0	0	0	99.67	1.06	0.00
GCA_003386855.1_ASM338685v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	507	3	0	0	0	99.65	0.76	0.00
GCA_003387355.1_ASM338735v1_genomic	s__algicola (UID2846)	47	571	303	1	567	3	0	0	0	99.67	0.49	0.00
GCA_003387615.1_ASM338761v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	1	543	4	0	0	0	99.66	0.67	0.00
GCA_003391035.1_ASM339103v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	1	322	1	0	0	0	99.75	0.25	0.00
GCA_003391295.1_ASM339129v1_genomic	k__Bacteria (UID2565)	2921	152	93	65	87	0	0	0	0	41.98	0.00	0.00
GCA_003402975.1_ASM340297v1_genomic	k__Bacteria (UID2569)	434	277	185	0	277	0	0	0	0	100.00	0.00	0.00
GCA_003403075.1_ASM340307v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	508	1	0	0	0	99.47	0.35	0.00
GCA_003410315.1_ASM341031v1_genomic	s__algicola (UID2846)	47	571	303	1	567	3	0	0	0	99.67	0.50	0.00
GCA_003413745.1_ASM341374v1_genomic	s__algicola (UID2847)	33	496	263	2	493	1	0	0	0	99.24	0.19	0.00
GCA_003425985.1_ASM342598v1_genomic	s__algicola (UID2846)	47	571	303	1	562	8	0	0	0	99.67	1.39	0.00
GCA_003426735.1_ASM342673v1_genomic	s__algicola (UID2846)	47	571	303	1	569	1	0	0	0	99.67	0.33	0.00
GCA_003426875.1_ASM342687v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	6	535	7	0	0	0	98.32	0.76	0.00
GCA_003433315.1_ASM343331v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	3	506	2	0	0	0	99.12	0.44	0.00
GCA_003433335.1_ASM343333v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	507	2	0	0	0	99.29	0.44	0.00
GCA_003433355.1_ASM343335v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	507	2	0	0	0	99.29	0.44	0.00
GCA_003433615.1_ASM343361v1_genomic	k__Bacteria (UID2569)	434	278	186	94	183	1	0	0	0	58.23	0.11	0.00
GCA_003443635.1_ASM344363v1_genomic	s__algicola (UID2846)	47	571	303	5	560	6	0	0	0	99.10	0.88	0.00
GCA_003443675.1_ASM344367v1_genomic	s__algicola (UID2847)	33	496	263	1	494	1	0	0	0	99.62	0.19	0.00
GCA_003443695.1_ASM344369v1_genomic	s__algicola (UID2847)	33	496	263	1	493	2	0	0	0	99.62	0.38	0.00
GCA_003443715.1_ASM344371v1_genomic	s__algicola (UID2847)	33	496	263	1	490	4	1	0	0	99.62	1.65	0.00
GCA_003444795.1_ASM344479v1_genomic	k__Bacteria (UID2569)	434	278	186	64	212	2	0	0	0	76.06	1.08	0.00
GCA_003445055.1_ASM344505v1_genomic	s__algicola (UID2846)	47	571	303	164	399	8	0	0	0	76.17	1.93	25.00
GCA_003445275.1_ASM344527v1_genomic	k__Bacteria (UID2569)	434	278	186	99	174	5	0	0	0	68.21	2.69	0.00
GCA_003445735.1_ASM344573v1_genomic	k__Bacteria (UID2569)	434	278	186	44	231	3	0	0	0	83.81	0.08	33.33
GCA_003445905.1_ASM344590v1_genomic	k__Bacteria (UID2569)	434	278	186	61	216	1	0	0	0	76.09	0.54	0.00
GCA_003446155.1_ASM344615v1_genomic	k__Bacteria (UID203)	5449	104	58	61	41	2	0	0	0	60.50	2.59	0.00
GCA_003447055.1_ASM344705v1_genomic	s__algicola (UID2846)	47	571	303	130	415	23	3	0	0	80.00	4.42	0.00
GCA_003447225.1_ASM344722v1_genomic	k__Bacteria (UID2569)	434	278	186	88	188	2	0	0	0	72.54	1.08	50.00
GCA_003447455.1_ASM344745v1_genomic	k__Bacteria (UID2565)	2921	152	93	48	104	0	0	0	0	66.44	0.00	0.00
GCA_003448295.1_ASM344829v1_genomic	s__algicola (UID2846)	47	571	303	214	354	3	0	0	0	62.75	0.66	33.33
GCA_003448535.1_ASM344853v1_genomic	k__Bacteria (UID2569)	434	278	186	54	218	6	0	0	0	81.14	2.69	0.00
GCA_003449015.1_ASM344901v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	4	534	10	0	0	0	98.66	2.12	0.00
GCA_003449565.1_ASM344956v1_genomic	s__algicola (UID2846)	47	571	303	169	391	8	2	1	0	75.00	2.81	0.00
GCA_003449615.1_ASM344961v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	91	408	11	1	0	0	78.25	2.82	7.14
GCA_003450155.1_ASM345015v1_genomic	s__algicola (UID2847)	33	496	263	89	406	1	0	0	0	78.49	0.10	0.00
GCA_003450275.1_ASM345027v1_genomic	k__Bacteria (UID203)	5449	104	58	53	51	0	0	0	0	61.08	0.00	0.00
GCA_003450405.1_ASM345040v1_genomic	k__Bacteria (UID2569)	434	278	186	76	200	2	0	0	0	72.26	0.81	100.00
GCA_003450515.1_ASM345051v1_genomic	o__Flavobacteriales (UID2815)	123	323	204	136	187	0	0	0	0	56.04	0.00	0.00
GCA_003451355.1_ASM345135v1_genomic	k__Bacteria (UID2569)	434	278	186	72	204	2	0	0	0	67.65	1.08	50.00
GCA_003451385.1_ASM345138v1_genomic	k__Bacteria (UID2569)	434	278	186	148	130	0	0	0	0	53.36	0.00	0.00
GCA_003452305.1_ASM345230v1_genomic	k__Bacteria (UID2569)	434	278	186	96	180	2	0	0	0	64.13	1.08	100.00
GCA_003454375.1_ASM345437v1_genomic	s__algicola (UID2847)	33	496	263	213	281	2	0	0	0	57.10	0.11	50.00
GCA_003454845.1_ASM345484v1_genomic	k__Bacteria (UID2569)	434	278	186	116	161	1	0	0	0	51.03	0.02	0.00
GCA_003455605.1_ASM345560v1_genomic	k__Bacteria (UID2569)	434	278	186	80	197	1	0	0	0	70.45	0.54	0.00
GCA_003455775.1_ASM345577v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	84	237	3	0	0	0	80.36	0.98	0.00
GCA_003455795.1_ASM345579v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	188	357	3	0	0	0	61.35	0.67	0.00
GCA_003455905.1_ASM345590v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	123	196	4	1	0	0	73.28	1.57	28.57
GCA_003456455.1_ASM345645v1_genomic	k__Bacteria (UID2569)	434	278	186	92	180	6	0	0	0	72.97	2.96	83.33
GCA_003457445.1_ASM345744v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	46	276	2	0	0	0	85.52	0.51	100.00
GCA_003476275.1_ASM347627v1_genomic	k__Bacteria (UID2565)	2921	152	93	16	135	1	0	0	0	87.44	1.08	100.00
GCA_003476385.1_ASM347638v1_genomic	k__Bacteria (UID2566)	525	208	136	77	125	6	0	0	0	68.82	3.55	16.67
GCA_003476505.1_ASM347650v1_genomic	k__Bacteria (UID2569)	434	278	186	69	209	0	0	0	0	74.33	0.00	0.00
GCA_003476525.1_ASM347652v1_genomic	s__algicola (UID2846)	47	571	303	103	437	31	0	0	0	79.08	3.76	9.68
GCA_003477125.1_ASM347712v1_genomic	k__Bacteria (UID2569)	434	278	186	25	233	20	0	0	0	90.89	7.42	0.00
GCA_003482425.1_ASM348242v1_genomic	k__Bacteria (UID2569)	434	278	186	95	175	8	0	0	0	62.65	0.95	12.50
GCA_003482965.1_ASM348296v1_genomic	k__Bacteria (UID203)	5449	104	58	50	54	0	0	0	0	71.16	0.00	0.00
GCA_003483225.1_ASM348322v1_genomic	k__Bacteria (UID2569)	434	278	186	77	193	7	1	0	0	74.80	2.06	10.00
GCA_003483305.1_ASM348330v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	214	293	4	0	0	0	60.90	0.82	25.00
GCA_003483945.1_ASM348394v1_genomic	s__algicola (UID2847)	33	496	263	162	324	6	1	2	1	66.37	3.70	9.52
GCA_003484045.1_ASM348404v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	161	342	7	1	0	0	65.99	1.57	20.00
GCA_003484345.1_ASM348434v1_genomic	s__algicola (UID2847)	33	496	263	218	273	5	0	0	0	56.35	1.52	60.00
GCA_003484565.1_ASM348456v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	86	233	5	0	0	0	71.93	1.16	60.00
GCA_003487285.1_ASM348728v1_genomic	s__algicola (UID2847)	33	496	263	118	367	11	0	0	0	80.89	2.25	45.45
GCA_003487445.1_ASM348744v1_genomic	k__Bacteria (UID2569)	434	278	186	88	185	5	0	0	0	66.33	0.91	40.00
GCA_003487525.1_ASM348752v1_genomic	k__Bacteria (UID2569)	434	278	186	52	223	3	0	0	0	80.91	0.69	33.33
GCA_003487785.1_ASM348778v1_genomic	k__Bacteria (UID2569)	434	278	186	75	202	1	0	0	0	72.56	0.27	0.00
GCA_003487925.1_ASM348792v1_genomic	s__algicola (UID2847)	33	496	263	156	335	5	0	0	0	70.29	1.39	40.00
GCA_003488565.1_ASM348856v1_genomic	s__algicola (UID2847)	33	496	263	210	281	5	0	0	0	59.01	1.11	40.00
GCA_003491685.1_ASM349168v1_genomic	k__Bacteria (UID2569)	434	278	186	62	210	6	0	0	0	82.40	1.97	50.00
GCA_003491695.1_ASM349169v1_genomic	k__Bacteria (UID2569)	434	278	186	87	189	2	0	0	0	74.59	1.08	0.00
GCA_003497625.1_ASM349762v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	12	499	0	0	0	0	98.37	0.00	0.00
GCA_003499355.1_ASM349935v1_genomic	k__Bacteria (UID2569)	434	278	186	103	172	3	0	0	0	73.20	0.90	33.33
GCA_003499525.1_ASM349952v1_genomic	k__Bacteria (UID2569)	434	278	186	0	276	2	0	0	0	100.00	1.08	0.00
GCA_003500715.1_ASM350071v1_genomic	k__Bacteria (UID2569)	434	278	186	64	210	4	0	0	0	82.08	2.15	75.00
GCA_003504555.1_ASM350455v1_genomic	s__algicola (UID2847)	33	496	263	145	345	6	0	0	0	72.23	1.66	66.67
GCA_003506665.1_ASM350666v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	160	344	7	0	0	0	67.49	1.60	14.29
GCA_003506685.1_ASM350668v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	88	446	14	0	0	0	80.90	2.98	7.14
GCA_003506855.1_ASM350685v1_genomic	k__Bacteria (UID2569)	434	278	186	78	194	6	0	0	0	77.06	2.69	66.67
GCA_003506865.1_ASM350686v1_genomic	k__Bacteria (UID2569)	434	278	186	91	185	2	0	0	0	64.55	0.38	50.00
GCA_003507115.1_ASM350711v1_genomic	k__Bacteria (UID203)	5449	104	58	51	53	0	0	0	0	76.88	0.00	0.00
GCA_003507715.1_ASM350771v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	131	371	9	0	0	0	72.97	1.48	0.00
GCA_003507755.1_ASM350775v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	196	348	4	0	0	0	57.95	0.86	0.00
GCA_003510655.1_ASM351065v1_genomic	s__algicola (UID2847)	33	496	263	113	379	4	0	0	0	76.96	0.98	25.00
GCA_003511565.1_ASM351156v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	3	321	0	0	0	0	99.02	0.00	0.00
GCA_003511625.1_ASM351162v1_genomic	s__algicola (UID2847)	33	496	263	100	389	6	0	1	0	81.47	1.84	16.67
GCA_003511845.1_ASM351184v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	109	432	7	0	0	0	76.28	1.68	42.86
GCA_003511865.1_ASM351186v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	147	358	6	0	0	0	65.38	1.25	50.00
GCA_003512365.1_ASM351236v1_genomic	k__Bacteria (UID2569)	434	277	185	45	223	9	0	0	0	82.28	2.95	22.22
GCA_003513105.1_ASM351310v1_genomic	k__Bacteria (UID2565)	2921	152	93	30	122	0	0	0	0	74.36	0.00	0.00
GCA_003513625.1_ASM351362v1_genomic	s__algicola (UID2846)	47	571	303	138	416	17	0	0	0	75.37	3.29	17.65
GCA_003514105.1_ASM351410v1_genomic	s__algicola (UID2847)	33	496	263	236	255	4	1	0	0	59.07	1.28	14.29
GCA_003515005.1_ASM351500v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	3	320	1	0	0	0	99.44	0.25	0.00
GCA_003516285.1_ASM351628v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	40	502	6	0	0	0	92.00	0.95	33.33
GCA_003516945.1_ASM351694v1_genomic	s__algicola (UID2846)	47	571	303	159	412	0	0	0	0	70.60	0.00	0.00
GCA_003517005.1_ASM351700v1_genomic	s__algicola (UID2846)	47	571	303	212	358	1	0	0	0	56.98	0.33	100.00
GCA_003517035.1_ASM351703v1_genomic	k__Bacteria (UID2569)	434	278	186	72	206	0	0	0	0	79.59	0.00	0.00
GCA_003517615.1_ASM351761v1_genomic	k__Bacteria (UID2565)	2921	152	93	32	118	2	0	0	0	78.51	1.17	0.00
GCA_003518785.1_ASM351878v1_genomic	k__Bacteria (UID2569)	434	278	186	86	191	1	0	0	0	69.78	0.54	0.00
GCA_003519525.1_ASM351952v1_genomic	k__Bacteria (UID2569)	434	278	186	90	187	1	0	0	0	62.33	0.54	0.00
GCA_003520985.1_ASM352098v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	1	322	1	0	0	0	99.93	0.25	0.00
GCA_003523505.1_ASM352350v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	3	318	3	0	0	0	98.77	0.98	0.00
GCA_003524725.1_ASM352472v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	63	258	3	0	0	0	80.72	0.98	33.33
GCA_003525065.1_ASM352506v1_genomic	s__algicola (UID2847)	33	496	263	145	337	14	0	0	0	77.08	3.12	14.29
GCA_003525265.1_ASM352526v1_genomic	k__Bacteria (UID203)	5449	104	58	66	38	0	0	0	0	55.17	0.00	0.00
GCA_003525485.1_ASM352548v1_genomic	k__Bacteria (UID203)	5449	104	58	65	39	0	0	0	0	54.29	0.00	0.00
GCA_003525665.1_ASM352566v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	35	475	1	0	0	0	91.69	0.12	0.00
GCA_003526165.1_ASM352616v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	71	252	1	0	0	0	76.37	0.10	100.00
GCA_003527585.1_ASM352758v1_genomic	k__Bacteria (UID2569)	434	278	186	49	224	5	0	0	0	79.59	1.90	40.00
GCA_003529725.1_ASM352972v1_genomic	s__algicola (UID2846)	47	571	303	223	343	5	0	0	0	57.00	1.17	40.00
GCA_003529845.1_ASM352984v1_genomic	s__algicola (UID2847)	33	496	263	172	316	8	0	0	0	67.35	1.93	0.00
GCA_003532565.1_ASM353256v1_genomic	k__Bacteria (UID2569)	434	278	186	27	250	1	0	0	0	89.18	0.11	0.00
GCA_003533615.1_ASM353361v1_genomic	s__algicola (UID2846)	47	571	303	145	419	7	0	0	0	75.78	1.55	28.57
GCA_003533785.1_ASM353378v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	144	351	16	0	0	0	77.74	3.79	12.50
GCA_003534545.1_ASM353454v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	509	0	0	0	0	99.29	0.00	0.00
GCA_003535295.1_ASM353529v1_genomic	k__Bacteria (UID2569)	434	278	186	59	216	3	0	0	0	76.22	1.25	0.00
GCA_003536155.1_ASM353615v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	95	229	0	0	0	0	67.80	0.00	0.00
GCA_003537025.1_ASM353702v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	24	299	1	0	0	0	93.63	0.25	0.00
GCA_003537695.1_ASM353769v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	121	420	7	0	0	0	75.97	0.23	85.71
GCA_003538255.1_ASM353825v1_genomic	s__algicola (UID2847)	33	496	263	190	300	6	0	0	0	62.44	1.13	33.33
GCA_003538555.1_ASM353855v1_genomic	s__algicola (UID2846)	47	571	303	223	340	8	0	0	0	58.51	1.27	12.50
GCA_003538685.1_ASM353868v1_genomic	s__algicola (UID2846)	47	571	303	120	436	15	0	0	0	78.36	2.19	20.00
GCA_003538735.1_ASM353873v1_genomic	k__Bacteria (UID2569)	434	278	186	90	186	2	0	0	0	66.86	0.36	0.00
GCA_003538795.1_ASM353879v1_genomic	k__Bacteria (UID2569)	434	278	186	100	178	0	0	0	0	65.59	0.00	0.00
GCA_003538815.1_ASM353881v1_genomic	k__Bacteria (UID2569)	434	278	186	71	196	10	1	0	0	72.47	2.05	46.15
GCA_003541615.1_ASM354161v1_genomic	s__algicola (UID2847)	33	496	263	73	400	23	0	0	0	88.47	3.11	0.00
GCA_003545085.1_ASM354508v1_genomic	k__Bacteria (UID2569)	434	278	186	57	201	20	0	0	0	81.15	5.94	15.00
GCA_003545615.1_ASM354561v1_genomic	s__algicola (UID2847)	33	496	263	145	340	11	0	0	0	72.88	2.34	45.45
GCA_003550275.1_ASM355027v1_genomic	s__algicola (UID2846)	47	571	303	1	568	2	0	0	0	99.67	0.33	50.00
GCA_003564185.1_ASM356418v1_genomic	s__algicola (UID2847)	33	496	263	25	466	5	0	0	0	94.28	1.14	60.00
GCA_003564735.1_ASM356473v1_genomic	k__Bacteria (UID2569)	434	278	186	46	230	2	0	0	0	81.15	0.45	0.00
GCA_003565555.1_ASM356555v1_genomic	k__Bacteria (UID2569)	434	278	186	5	273	0	0	0	0	97.85	0.00	0.00
GCA_003565575.1_ASM356557v1_genomic	s__algicola (UID2847)	33	496	263	77	413	6	0	0	0	81.52	0.99	66.67
GCA_003566715.1_ASM356671v1_genomic	k__Bacteria (UID2569)	434	278	186	8	268	2	0	0	0	96.77	1.08	0.00
GCA_003573915.1_ASM357391v1_genomic	k__Bacteria (UID2565)	2921	143	85	3	140	0	0	0	0	96.47	0.00	0.00
GCA_003573935.1_ASM357393v1_genomic	k__Bacteria (UID2565)	2921	141	82	3	138	0	0	0	0	98.06	0.00	0.00
GCA_003581615.1_ASM358161v1_genomic	s__algicola (UID2846)	47	571	303	2	564	5	0	0	0	99.34	0.75	0.00
GCA_003583345.1_ASM358334v1_genomic	k__Bacteria (UID2565)	2921	152	93	60	87	5	0	0	0	46.69	2.35	100.00
GCA_003584105.1_ASM358410v1_genomic	k__Bacteria (UID203)	5449	104	58	0	85	19	0	0	0	100.00	10.34	100.00
GCA_003584135.1_ASM358413v1_genomic	s__algicola (UID2846)	47	571	303	3	562	6	0	0	0	99.01	1.65	0.00
GCA_003584165.1_ASM358416v1_genomic	s__algicola (UID2846)	47	571	303	2	560	9	0	0	0	99.50	1.97	0.00
GCA_003585975.1_ASM358597v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	315	1	0	0	0	100.00	0.48	0.00
GCA_003590565.1_ASM359056v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	506	4	0	0	0	99.65	0.49	0.00
GCA_003610635.1_ASM361063v1_genomic	s__algicola (UID2846)	47	571	303	11	557	3	0	0	0	99.01	0.83	0.00
GCA_003610675.1_ASM361067v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_003610695.1_ASM361069v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_003610735.1_ASM361073v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	2	543	3	0	0	0	99.55	0.50	0.00
GCA_003614945.1_ASM361494v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_003626755.1_ASM362675v1_genomic	s__algicola (UID2846)	47	571	303	2	557	10	2	0	0	99.61	2.20	0.00
GCA_003626815.1_ASM362681v1_genomic	s__algicola (UID2846)	47	571	303	5	560	6	0	0	0	99.10	0.88	0.00
GCA_003626835.1_ASM362683v1_genomic	s__algicola (UID2847)	33	496	263	1	490	4	1	0	0	99.62	1.65	0.00
GCA_003626845.1_ASM362684v1_genomic	s__algicola (UID2847)	33	496	263	2	491	3	0	0	0	99.49	0.57	0.00
GCA_003626865.1_ASM362686v1_genomic	s__algicola (UID2847)	33	496	263	2	492	2	0	0	0	99.24	0.57	50.00
GCA_003633595.1_ASM363359v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	507	3	0	0	0	99.65	0.58	0.00
