Genome_ID,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality
GCA_003626755.1,GCA_003626755.1_ASM362675v1_genomic,s__algicola (UID2846),99.61,2.2,0.0,88.61,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__CCMM003;s__CCMM003 sp003626755,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,CCMM003,CCMM003 sp003626755,14,14,5908984,5908984,0.0,2,1348314,2,1348314,5,481490,5,481490,1670967,1670967,8,99.762,0.41203999999999996,0.06324,Medium
GCA_003626815.1,GCA_003626815.1_ASM362681v1_genomic,s__algicola (UID2846),99.1,0.88,0.0,94.69999999999999,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__AU392;s__AU392 sp003443635,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,AU392,AU392 sp003443635,12,13,3319912,3319002,0.027000000000000003,3,607681,3,607681,7,116789,7,116789,854515,854515,10,99.76799999999999,0.30569,0.04389,Medium
GCA_003626835.1,GCA_003626835.1_ASM362683v1_genomic,s__algicola (UID2847),99.62,1.65,0.0,91.37,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina aggregata,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina aggregata,88,90,6048070,6047415,0.011000000000000001,12,157292,13,146499,39,50109,41,50109,468090,468090,39,90.238,0.3236,0.04682,High
GCA_003626845.1,GCA_003626845.1_ASM362684v1_genomic,s__algicola (UID2847),99.49,0.57,0.0,96.64,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina latercula,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina latercula,518,519,5290240,5289934,0.006,87,19316,87,19316,309,4637,309,4609,87453,87453,6,7.507999999999999,0.32138,0.01948,Medium
GCA_003626865.1,GCA_003626865.1_ASM362686v1_genomic,s__algicola (UID2847),99.24,0.57,50.0,96.39,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp003443675,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp003443675,354,354,5876751,5876751,0.0,58,30500,58,30500,201,8455,201,8455,147929,147929,20,26.691,0.32897,0.01765,Low
GCA_003633595.1,GCA_003633595.1_ASM363359v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.58,0.0,96.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium piscis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium piscis,18,18,5789482,5789459,0.0,4,721331,4,721331,9,260136,9,260128,1006121,1006121,12,98.97,0.34168000000000004,0.03948,Medium
GCA_003633605.1,GCA_003633605.1_ASM363360v1_genomic,f__Flavobacteriaceae (UID2817),99.29,1.3,57.14,92.79,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp002754315,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp002754315,1,1,3683426,3683426,0.0,1,3683426,1,3683426,1,3683426,1,3683426,3683426,3683426,1,100.0,0.34318000000000004,0.0,Low
GCA_003633785.1,GCA_003633785.1_ASM363378v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.72,20.0,95.69000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp004339525,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp004339525,2,2,6651739,6651739,0.0,1,4843450,1,4843450,2,1808289,2,1808289,4843450,4843450,2,100.0,0.33328,0.0,Medium
GCA_003633855.1,GCA_003633855.1_ASM363385v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.26,0.0,98.35000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium johnsoniae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae,1,1,5560999,5560999,0.0,1,5560999,1,5560999,1,5560999,1,5560999,5560999,5560999,1,100.0,0.33779000000000003,0.0,Medium
GCA_003634105.1,GCA_003634105.1_ASM363410v1_genomic,s__algicola (UID2846),99.67,0.33,0.0,98.02,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter vaceletii,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter vaceletii,15,16,3889815,3889659,0.004,2,771605,2,771605,6,156670,6,156670,1787734,1787734,8,99.11399999999999,0.3171,0.044610000000000004,Medium
GCA_003634455.1,GCA_003634455.1_ASM363445v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.0,0.0,99.65,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium endophyticum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium endophyticum,11,14,3745791,3744789,0.027000000000000003,1,2140329,3,447913,5,279111,7,279111,2140329,1180194,8,99.694,0.39108000000000004,0.07028999999999999,Medium
GCA_003634585.1,GCA_003634585.1_ASM363458v1_genomic,s__algicola (UID2847),99.62,0.0,0.0,99.62,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__Gillisia mitskevichiae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia,Gillisia mitskevichiae,18,19,3586284,3586072,0.006,2,1138608,2,1138608,5,189696,5,189696,1279765,1279765,7,97.335,0.3409,0.04487,Medium
GCA_003634615.1,GCA_003634615.1_ASM363461v1_genomic,f__Flavobacteriaceae (UID2817),98.94,1.41,33.33,91.89,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp002482945,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp002482945,1,1,3817109,3817109,0.0,1,3817109,1,3817109,1,3817109,1,3817109,3817109,3817109,1,100.0,0.36199000000000003,0.0,Medium
GCA_003634755.1,GCA_003634755.1_ASM363475v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.29,0.0,97.84,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium limicola,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium limicola,12,12,3305187,3305187,0.0,1,1661528,1,1661528,4,243698,4,243698,1661528,1661528,6,98.053,0.33939,0.04289,Medium
GCA_003634775.1,GCA_003634775.1_ASM363477v1_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium defluvii,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium defluvii,8,9,3712841,3712414,0.012,2,1111720,2,1111720,3,992475,3,992475,1447845,1444996,4,99.715,0.36557,0.04498,Medium
GCA_003634825.1,GCA_003634825.1_ASM363482v1_genomic,f__Flavobacteriaceae (UID2817),98.94,0.35,0.0,97.19,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp003634825,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp003634825,1,1,2923941,2923941,0.0,1,2923941,1,2923941,1,2923941,1,2923941,2923941,2923941,1,100.0,0.32659,0.0,Medium
GCA_003663835.1,GCA_003663835.1_ASM366383v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.0,0.0,99.65,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium lindanitolerans,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium lindanitolerans,18,19,3721860,3721655,0.006,2,616064,3,616064,5,279859,6,279859,1669557,931045,8,98.815,0.37888,0.07718,Medium
GCA_003663845.1,GCA_003663845.1_ASM366384v1_genomic,o__Flavobacteriales (UID2815),100.0,0.74,0.0,96.3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp003663845,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp003663845,6,6,5091715,5091715,0.0,1,4533127,1,4533127,2,195798,2,195798,4533127,4533127,4,99.20700000000001,0.3602,0.01208,Medium
GCA_003663945.1,GCA_003663945.1_ASM366394v1_genomic,s__algicola (UID2846),99.67,0.33,0.0,98.02,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;s__Lacinutrix venerupis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,Lacinutrix venerupis,19,20,3123464,3123265,0.006,4,352831,4,329664,8,214950,9,191888,588401,588401,10,97.32700000000001,0.30443000000000003,0.049960000000000004,Medium
GCA_003664185.1,GCA_003664185.1_ASM366418v1_genomic,f__Flavobacteriaceae (UID2845),99.66,0.34,0.0,97.96,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum discolor,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum discolor,12,12,3376020,3376020,0.0,3,477879,3,477879,7,275633,7,275633,643575,643575,10,99.78299999999999,0.31626,0.05088,Medium
GCA_003667275.1,GCA_003667275.1_ASM366727v1_genomic,s__algicola (UID2847),98.81,1.14,0.0,93.11,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia aquimarina,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia,Mesonia aquimarina,25,25,3281196,3281196,0.0,4,212757,4,212757,12,108256,12,108256,697673,697673,14,94.87200000000001,0.33676999999999996,0.04042,Medium
GCA_003668995.1,GCA_003668995.1_ASM366899v1_genomic,f__Flavobacteriaceae (UID2817),99.44,0.18,0.0,98.53999999999999,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp003668995,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp003668995,1,1,4935222,4935222,0.0,1,4935222,1,4935222,1,4935222,1,4935222,4935222,4935222,1,100.0,0.32268,0.0,Medium
GCA_003669035.1,GCA_003669035.1_ASM366903v1_genomic,o__Flavobacteriales (UID2815),99.1,0.0,0.0,99.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp003669035,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp003669035,1,1,4558636,4558636,0.0,1,4558636,1,4558636,1,4558636,1,4558636,4558636,4558636,1,100.0,0.345,0.0,Medium
GCA_003687485.1,GCA_003687485.1_ASM368748v1_genomic,s__algicola (UID2846),99.65,1.1,50.0,94.15,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Euzebyella;s__Euzebyella marina,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Euzebyella,Euzebyella marina,1,1,4707469,4707469,0.0,1,4707469,1,4707469,1,4707469,1,4707469,4707469,4707469,1,100.0,0.40155,0.0,Low
GCA_003687725.1,GCA_003687725.1_ASM368772v1_genomic,k__Bacteria (UID2565),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__YIM-102668;s__YIM-102668 sp003687725,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,YIM-102668,YIM-102668 sp003687725,47,56,2895122,2895032,0.003,7,140574,7,140574,21,46446,22,42703,263287,258113,20,88.405,0.30585,0.046130000000000004,Medium
GCA_003688345.1,GCA_003688345.1_ASM368834v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.76,0.0,95.85000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp003688345,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp003688345,12,16,5433684,5432565,0.021,3,827294,3,700844,7,339966,8,234426,1379339,1379339,9,99.539,0.33803,0.04386,Medium
GCA_003688405.1,GCA_003688405.1_ASM368840v1_genomic,s__algicola (UID2847),99.24,0.0,0.0,99.24,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__Ulvibacter antarcticus,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,Ulvibacter antarcticus,19,20,3845875,3845711,0.004,2,912414,2,912414,5,332913,5,332913,1039744,1039744,7,96.51299999999999,0.36701999999999996,0.04074,Medium
GCA_003688495.1,GCA_003688495.1_ASM368849v1_genomic,f__Flavobacteriaceae (UID2817),98.94,0.0,0.0,98.94,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium weaverense,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium weaverense,15,15,3397857,3397857,0.0,3,720142,3,720142,6,131453,6,131453,824113,824113,8,99.583,0.32754,0.05474,Medium
GCA_003688785.1,GCA_003688785.1_ASM368878v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.26,0.0,98.35000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium johnsoniae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae,1,1,5560976,5560976,0.0,1,5560976,1,5560976,1,5560976,1,5560976,5560976,5560976,1,100.0,0.33779000000000003,0.0,Medium
GCA_003688895.1,GCA_003688895.1_ASM368889v1_genomic,s__algicola (UID2847),99.62,0.0,0.0,99.62,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia sp003688895,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp003688895,43,44,3651050,3651040,0.0,7,219520,7,219520,18,75681,19,75681,483439,364917,19,92.95700000000001,0.39532,0.042769999999999996,Medium
GCA_003692615.1,GCA_003692615.1_ASM369261v1_genomic,o__Flavobacteriales (UID2815),99.51,1.47,66.67,92.16000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Kaistella sp003692615,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella sp003692615,1,1,2586303,2586303,0.0,1,2586303,1,2586303,1,2586303,1,2586303,2586303,2586303,1,100.0,0.42403,0.0,Low
GCA_003709165.1,GCA_003709165.1_ASM370916v1_genomic,s__algicola (UID2846),90.85,0.94,0.0,86.14999999999999,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__PRS1;s__PRS1 sp003709165,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,PRS1 sp003709165,61,61,2416480,2416480,0.0,12,57807,12,57807,40,16978,40,16978,158472,158472,16,60.278,0.32101999999999997,0.01028,High
GCA_003709475.1,GCA_003709475.1_ASM370947v1_genomic,o__Flavobacteriales (UID2815),100.0,2.94,85.71,85.3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium nematophagum_A,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium nematophagum_A,15,15,4345533,4345533,0.0,2,1255059,2,1255059,5,216283,5,216283,1294719,1294719,7,97.976,0.32674000000000003,0.03228,Low
GCA_003710065.1,GCA_003710065.1_ASM371006v1_genomic,o__Flavobacteriales (UID2815),99.93,0.49,0.0,97.48,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium nematophagum_B,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium nematophagum_B,3,3,4492764,4492764,0.0,1,4280332,1,4280332,1,4280332,1,4280332,4280332,4280332,3,100.0,0.32711999999999997,0.00521,Medium
GCA_003712105.1,GCA_003712105.1_ASM371210v1_genomic,s__algicola (UID2846),99.17,0.0,0.0,99.17,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp003712105,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella sp003712105,10,10,3150926,3150926,0.0,2,728293,2,728293,6,174186,6,174186,984888,984888,8,98.617,0.33779000000000003,0.03748,Medium
GCA_003712125.1,GCA_003712125.1_ASM371212v1_genomic,s__algicola (UID2846),99.01,0.77,0.0,95.16000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda_A;s__Muricauda_A sp003712125,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda_A,Muricauda_A sp003712125,5,5,3099333,3099333,0.0,2,1270456,2,1270456,3,257552,3,257552,1487548,1487548,4,99.846,0.41955,0.049,Medium
GCA_003725735.1,GCA_003725735.1_ASM372573v1_genomic,s__algicola (UID2846),99.34,2.73,7.14,85.69,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sinomicrobium;s__Sinomicrobium pectinilyticum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Sinomicrobium,Sinomicrobium pectinilyticum,235,235,5648340,5648340,0.0,24,76253,24,76253,89,16368,89,16368,340355,340355,37,63.855,0.44403000000000004,0.04162,High
GCA_003729935.1,GCA_003729935.1_ASM372993v1_genomic,o__Flavobacteriales (UID2815),100.0,0.25,0.0,98.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp003729935,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp003729935,30,30,4848923,4848923,0.0,5,321296,5,321296,16,121162,16,121162,793292,793292,19,97.045,0.36819,0.026869999999999998,Medium
GCA_003729955.1,GCA_003729955.1_ASM372995v1_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium daecheongense,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium daecheongense,7,7,3831316,3831316,0.0,2,983762,2,983762,3,892547,3,892547,1778186,1778186,4,99.804,0.36234,0.0514,Medium
GCA_003729975.1,GCA_003729975.1_ASM372997v1_genomic,o__Flavobacteriales (UID2815),100.0,1.1,33.33,94.5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Kaistella haifense,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella haifense,88,88,2670904,2670904,0.0,15,68818,15,68818,38,25329,38,25329,134538,134538,24,71.42699999999999,0.3669,0.04113,Medium
GCA_003729985.1,GCA_003729985.1_ASM372998v1_genomic,o__Flavobacteriales (UID2815),100.0,0.25,0.0,98.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium cucumeris,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium cucumeris,24,24,5111118,5111114,0.0,3,767068,3,767068,9,194153,9,194153,1102933,1102931,12,99.301,0.36267,0.04018,Medium
GCA_003730015.1,GCA_003730015.1_ASM373001v1_genomic,o__Flavobacteriales (UID2815),100.0,0.49,100.0,97.55,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Epilithonimonas;s__Epilithonimonas hominis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Epilithonimonas,Epilithonimonas hominis,94,94,2920682,2920682,0.0,12,74793,12,74793,46,17014,46,17014,239672,239672,20,67.656,0.35617,0.02715,Low
GCA_003730065.1,GCA_003730065.1_ASM373006v1_genomic,o__Flavobacteriales (UID2815),100.0,1.39,0.0,93.05,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Kaistella sp003860505,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella sp003860505,6,6,2642212,2642212,0.0,2,686296,2,686296,4,460725,4,460725,925539,925539,4,99.736,0.40039,0.04589,Medium
GCA_003732575.1,GCA_003732575.1_ASM373257v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.8,50.0,95.29,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,38,38,2800951,2800951,0.0,6,194063,6,194063,15,64796,15,64796,424954,424954,15,92.01799999999999,0.3234,0.0156,Low
GCA_003755145.1,GCA_003755145.1_ASM375514v1_genomic,o__Flavobacteriales (UID2815),100.0,2.37,0.0,88.15,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp003385515,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp003385515,14,14,5778668,5778655,0.0,2,1463950,2,1463946,7,175693,7,175693,1689639,1689630,11,99.601,0.35806,0.03436,Medium
GCA_003788665.1,GCA_003788665.1_ASM378866v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.8,50.0,95.29,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,39,39,2813934,2813934,0.0,4,227798,4,227798,13,28535,13,28535,633254,633254,12,89.897,0.32327,0.01906,Low
GCA_003795085.1,GCA_003795085.1_ASM379508v1_genomic,p__Bacteroidetes (UID2605),98.57,0.0,0.0,98.57,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga canimorsus,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga canimorsus,1,1,2555606,2555606,0.0,1,2555606,1,2555606,1,2555606,1,2555606,2555606,2555606,1,100.0,0.36241,0.0,Medium
GCA_003812605.1,GCA_003812605.1_ASM381260v1_genomic,o__Flavobacteriales (UID2815),100.0,0.49,0.0,97.55,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium indologenes,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium indologenes,1,1,4866345,4866345,0.0,1,4866345,1,4866345,1,4866345,1,4866345,4866345,4866345,1,100.0,0.37323,0.0,Medium
GCA_003812705.1,GCA_003812705.1_ASM381270v1_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium arthrosphaerae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium arthrosphaerae,1,1,5361872,5361872,0.0,1,5361872,1,5361872,1,5361872,1,5361872,5361872,5361872,1,100.0,0.3822,0.0,Medium
GCA_003812865.1,GCA_003812865.1_ASM381286v1_genomic,o__Flavobacteriales (UID2815),100.0,0.49,0.0,97.55,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium indologenes,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium indologenes,1,1,4922946,4922946,0.0,1,4922946,1,4922946,1,4922946,1,4922946,4922946,4922946,1,100.0,0.37289,0.0,Medium
GCA_003813905.1,GCA_003813905.1_ASM381390v1_genomic,f__Flavobacteriaceae (UID2845),98.99,0.67,0.0,95.64,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7949;s__UBA7949 sp003813905,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA7949,UBA7949 sp003813905,124,124,3668585,3668585,0.0,6,163341,6,163341,22,44651,22,44651,521130,521130,20,88.305,0.3043,0.08887,Medium
