,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Origin,Nr_BGCs,PEP:GH,BGCs/genomesize,merops_perMb,bgc_perMb,cazymes_perMb,PEP:GH_permb
1278,GCA_003385495.1,109,2.661132813,4096,GCA_003385495.1,192,57,4.6875,GCA_003385495.1,Chryseobacterium,Weeksellaceae,4591259,100,False,Non_marine,13,1.76146789,2.83E-06,41.81859486,2.83146736,23.74076479,1.76146789
1279,GCA_003385515.1,92,1.646385111,5588,GCA_003385515.1,248,41,4.438081603,GCA_003385515.1,Chryseobacterium,Weeksellaceae,6187872,100,False,Non_marine,14,2.695652174,2.26E-06,40.07839852,2.262490239,14.867793,2.695652174
1280,GCA_003385535.1,79,1.954961643,4041,GCA_003385535.1,160,34,3.959415986,GCA_003385535.1,Chryseobacterium,Weeksellaceae,4408720,100,False,Non_marine,5,2.025316456,1.13E-06,36.29171279,1.134116025,17.91903319,2.025316456
1281,GCA_003385595.1,104,2.543409146,4089,GCA_003385595.1,185,60,4.524333578,GCA_003385595.1,Chryseobacterium,Weeksellaceae,4470829,100,False,Non_marine,8,1.778846154,1.79E-06,41.37935045,1.789377317,23.26190512,1.778846154
1282,GCA_003385855.1,92,2.666666667,3450,GCA_003385855.1,137,49,3.971014493,GCA_003385855.1,Muricauda,Flavobacteriaceae,3747582,99.34,False,Unclassified,2,1.489130435,5.34E-07,36.55690523,0.533677449,24.54916263,1.489130435
1283,GCA_003385895.1,192,4.701273262,4084,GCA_003385895.1,188,136,4.603330069,GCA_003385895.1,Flavobacterium,Flavobacteriaceae,4903770,99.65,False,Unclassified,4,0.979166667,8.16E-07,38.33785027,0.815698942,39.15354921,0.979166667
1284,GCA_003386165.1,111,3.017124219,3679,GCA_003386165.1,160,43,4.349007883,GCA_003386165.1,Winogradskyella,Flavobacteriaceae,4242526,99.67,False,Unclassified,3,1.441441441,7.07E-07,37.71338113,0.707125896,26.16365816,1.441441441
1285,GCA_003386195.1,136,4.576043069,2972,GCA_003386195.1,115,91,3.869448183,GCA_003386195.1,Seonamhaeicola,Flavobacteriaceae,3508581,99.01,False,Unclassified,1,0.845588235,2.85E-07,32.77678355,0.285015509,38.76210924,0.845588235
1286,GCA_003386275.1,112,3.008326618,3723,GCA_003386275.1,150,42,4.029008864,GCA_003386275.1,Winogradskyella,Flavobacteriaceae,4285759,99.67,False,Unclassified,4,1.339285714,9.33E-07,34.99963484,0.933323596,26.13306068,1.339285714
1287,GCA_003386855.1,225,4.829362524,4659,GCA_003386855.1,184,150,3.949345353,GCA_003386855.1,Flavobacterium,Flavobacteriaceae,5432813,99.65,False,Unclassified,6,0.817777778,1.10E-06,33.86827413,1.104400243,41.41500913,0.817777778
1288,GCA_003387355.1,108,3.237410072,3336,GCA_003387355.1,136,34,4.076738609,GCA_003387355.1,Winogradskyella,Flavobacteriaceae,3802488,99.67,False,Unclassified,2,1.259259259,5.26E-07,35.76605633,0.525971417,28.4024565,1.259259259
1289,GCA_003387615.1,32,1.022037688,3131,GCA_003387615.1,143,9,4.567230917,GCA_003387615.1,Tenacibaculum,Flavobacteriaceae,3423857,99.66,False,Unclassified,5,4.46875,1.46E-06,41.765763,1.460341364,9.346184727,4.46875
1290,GCA_003391035.1,91,2.080951292,4373,GCA_003391035.1,166,39,3.796021038,GCA_003391035.1,Chryseobacterium,Weeksellaceae,4678357,99.75,False,Non_marine,5,1.824175824,1.07E-06,35.48254227,1.068751273,19.45127317,1.824175824
1291,GCA_003403075.1,139,3.293058517,4221,GCA_003403075.1,150,101,3.55366027,GCA_003403075.1,Flavobacterium,Flavobacteriaceae,4843008,99.47,False,Non_marine,3,1.079136691,6.19E-07,30.97248652,0.61944973,28.70117084,1.079136691
1292,GCA_003410315.1,82,2.636655949,3110,GCA_003410315.1,116,23,3.729903537,GCA_003410315.1,Olleya,Flavobacteriaceae,3468188,99.67,False,Marine,1,1.414634146,2.88E-07,33.44686044,0.288335004,23.64347031,1.414634146
1293,GCA_003413745.1,46,1.531291611,3004,GCA_003413745.1,138,5,4.593874834,GCA_003413745.1,Marixanthomonas,Flavobacteriaceae,3303244,99.24,False,Marine,3,3,9.08E-07,41.77711365,0.908198123,13.92570455,3
1294,GCA_003425985.1,251,6.239125031,4023,GCA_003425985.1,124,158,3.082276908,GCA_003425985.1,Mariniflexile,Flavobacteriaceae,4858325,99.67,False,Non_marine,1,0.494023904,2.06E-07,25.52319987,0.205832257,51.66389651,0.494023904
1295,GCA_003426735.1,130,3.085687159,4213,GCA_003426735.1,128,67,3.038215049,GCA_003426735.1,Arenibacter,Flavobacteriaceae,5040562,99.67,False,Marine,6,0.984615385,1.19E-06,25.39399376,1.190343458,25.79077492,0.984615385
1296,GCA_003426875.1,131,4.413746631,2968,GCA_003426875.1,134,83,4.514824798,GCA_003426875.1,Lutibacter,Flavobacteriaceae,3391846,98.32,False,Marine,1,1.022900763,2.95E-07,39.50651061,0.294824706,38.6220365,1.022900763
1297,GCA_003433315.1,55,2.296450939,2395,GCA_003433315.1,107,7,4.467640919,GCA_003433315.1,Flavobacterium,Flavobacteriaceae,2699630,99.12,False,Unclassified,3,1.945454545,1.11E-06,39.6350611,1.111263395,20.37316225,1.945454545
1298,GCA_003433335.1,55,2.308015107,2383,GCA_003433335.1,107,7,4.490138481,GCA_003433335.1,Flavobacterium,Flavobacteriaceae,2692540,99.29,False,Unclassified,3,1.945454545,1.11E-06,39.7394282,1.114189576,20.42680889,1.945454545
1299,GCA_003433355.1,55,2.297410192,2394,GCA_003433355.1,107,7,4.469507101,GCA_003433355.1,Flavobacterium,Flavobacteriaceae,2697393,99.29,False,Unclassified,3,1.945454545,1.11E-06,39.66793122,1.112184988,20.3900581,1.945454545
1300,GCA_003443635.1,53,1.741702267,3043,GCA_003443635.1,202,15,6.638186001,GCA_003443635.1,AU392,Flavobacteriaceae,3352970,99.1,False,Unclassified,2,3.811320755,5.96E-07,60.24509614,0.5964861,15.80688166,3.811320755
1301,GCA_003443675.1,156,3.075103489,5073,GCA_003443675.1,223,86,4.395821013,GCA_003443675.1,Aquimarina,Flavobacteriaceae,6011237,99.62,False,Unclassified,8,1.429487179,1.33E-06,37.09718981,1.33084089,25.95139736,1.429487179
1302,GCA_003443695.1,137,2.912414966,4704,GCA_003443695.1,226,70,4.804421769,GCA_003443695.1,Aquimarina,Flavobacteriaceae,5461560,99.62,False,Unclassified,8,1.649635036,1.46E-06,41.3801185,1.464782956,25.08440812,1.649635036
1303,GCA_003443715.1,160,3.111629716,5142,GCA_003443715.1,239,108,4.647996888,GCA_003443715.1,Aquimarina,Flavobacteriaceae,6087890,99.62,False,Unclassified,8,1.49375,1.31E-06,39.25826518,1.31408419,26.2816838,1.49375
1304,GCA_003445055.1,35,1.202335967,2911,GCA_003445055.1,101,7,3.469598076,GCA_003445055.1,Xanthomarina,Flavobacteriaceae,2962273,76.17,True,Marine,2,2.885714286,6.75E-07,34.09543955,0.675157219,11.81525133,2.885714286
1305,GCA_003447055.1,77,2.329803328,3305,GCA_003447055.1,122,35,3.691376702,GCA_003447055.1,Maribacter,Flavobacteriaceae,3861238,80,True,Marine,3,1.584415584,7.77E-07,31.59608395,0.776952884,19.94179069,1.584415584
1306,GCA_003447455.1,44,1.246812128,3529,GCA_003447455.1,129,18,3.655426466,GCA_003447455.1,Empedobacter,Weeksellaceae,3131766,66.44,True,Non_marine,3,2.931818182,9.58E-07,41.19081694,0.957925975,14.04958097,2.931818182
1307,GCA_003448295.1,24,2.464065708,974,GCA_003448295.1,52,10,5.338809035,GCA_003448295.1,MAG-120531,Flavobacteriaceae,1115792,62.75,True,Marine,2,2.166666667,1.79E-06,46.60366807,1.792448772,21.50938526,2.166666667
1308,GCA_003449015.1,208,4.770642202,4360,GCA_003449015.1,202,155,4.633027523,GCA_003449015.1,UBA7949,Flavobacteriaceae,5108092,98.66,False,Unclassified,4,0.971153846,7.83E-07,39.54509825,0.783071252,40.71970513,0.971153846
1309,GCA_003449565.1,37,0.999189846,3703,GCA_003449565.1,88,3,2.376451526,GCA_003449565.1,Xanthomarina,Flavobacteriaceae,3544625,75,True,Marine,2,2.378378378,5.64E-07,24.82632154,0.564234581,10.43833974,2.378378378
1310,GCA_003449615.1,60,2.263296869,2651,GCA_003449615.1,84,34,3.168615617,GCA_003449615.1,Flavobacterium,Flavobacteriaceae,2946369,78.25,True,Unclassified,3,1.4,1.02E-06,28.50966732,1.018202404,20.36404809,1.4
1311,GCA_003450155.1,34,2.151898734,1580,GCA_003450155.1,61,12,3.860759494,GCA_003450155.1,HC6-5,Flavobacteriaceae,1862197,78.49,True,Marine,2,1.794117647,1.07E-06,32.75700691,1.074000227,18.25800385,1.794117647
1312,GCA_003450275.1,48,0.602939329,7961,GCA_003450275.1,103,18,1.293807311,GCA_003450275.1,Maribacter,Flavobacteriaceae,7026888,61.08,True,Marine,2,2.145833333,2.85E-07,14.65798231,0.284621016,6.830904378,2.145833333
1313,GCA_003450515.1,19,0.881670534,2155,GCA_003450515.1,79,6,3.665893271,GCA_003450515.1,Kaistella,Weeksellaceae,2111135,56.04,True,Unclassified,1,4.157894737,4.74E-07,37.42062919,0.47367885,8.999898159,4.157894737
1314,GCA_003454375.1,62,3.129732458,1981,GCA_003454375.1,81,38,4.088844018,GCA_003454375.1,Zunongwangia,Flavobacteriaceae,2339344,57.1,True,Marine,0,1.306451613,0,34.62509148,0,26.50315644,1.306451613
1315,GCA_003455775.1,76,1.597981497,4756,GCA_003455775.1,166,40,3.490328007,GCA_003455775.1,Chryseobacterium,Weeksellaceae,4310126,80.36,True,Non_marine,7,2.184210526,1.62E-06,38.51395528,1.624082451,17.63289519,2.184210526
1316,GCA_003455795.1,21,1.144414169,1835,GCA_003455795.1,70,9,3.814713896,GCA_003455795.1,Tenacibaculum,Flavobacteriaceae,2364802,61.35,True,Marine,4,3.333333333,1.69E-06,29.60078687,1.691473536,8.880236062,3.333333333
1317,GCA_003455905.1,90,2.152080344,4182,GCA_003455905.1,151,44,3.610712578,GCA_003455905.1,Chryseobacterium,Weeksellaceae,4549548,73.28,True,Non_marine,3,1.677777778,6.59E-07,33.19011031,0.659406165,19.78218496,1.677777778
1318,GCA_003457445.1,43,1.717938474,2503,GCA_003457445.1,87,15,3.475829005,GCA_003457445.1,Epilithonimonas,Weeksellaceae,2677131,85.52,True,Non_marine,2,2.023255814,7.47E-07,32.49747584,0.74706841,16.06197082,2.023255814
1319,GCA_003476275.1,51,1.982122037,2573,GCA_003476275.1,117,18,4.547221143,GCA_003476275.1,Empedobacter,Weeksellaceae,2848781,87.44,True,Non_marine,3,2.294117647,1.05E-06,41.0701981,1.053082002,17.90239404,2.294117647
1320,GCA_003476385.1,27,1.948051948,1386,GCA_003476385.1,60,15,4.329004329,GCA_003476385.1,MS024-2A,Flavobacteriaceae,1587941,68.82,True,Marine,1,2.222222222,6.30E-07,37.78477916,0.629746319,17.00315062,2.222222222
1321,GCA_003476525.1,34,2.055622733,1654,GCA_003476525.1,82,16,4.957678356,GCA_003476525.1,MAG-120531,Flavobacteriaceae,1908044,79.08,True,Marine,2,2.411764706,1.05E-06,42.97594814,1.048193857,17.81929557,2.411764706
1322,GCA_003482965.1,34,1.730279898,1965,GCA_003482965.1,89,8,4.529262087,GCA_003482965.1,Croceibacter,Flavobacteriaceae,2182842,71.16,True,Marine,3,2.617647059,1.37E-06,40.77253416,1.374355084,15.57602428,2.617647059
1323,GCA_003483305.1,38,1.940755873,1958,GCA_003483305.1,67,21,3.42185904,GCA_003483305.1,Flavobacterium,Flavobacteriaceae,2148105,60.9,True,Unclassified,2,1.763157895,9.31E-07,31.19028167,0.931053184,17.6900105,1.763157895
1324,GCA_003484045.1,39,1.649746193,2364,GCA_003484045.1,65,21,2.749576988,GCA_003484045.1,Flavobacterium,Flavobacteriaceae,2507736,65.99,True,Unclassified,3,1.666666667,1.20E-06,25.91979379,1.196298175,15.55187627,1.666666667
1325,GCA_003484565.1,14,0.848999394,1649,GCA_003484565.1,69,1,4.184354154,GCA_003484565.1,Kaistella,Weeksellaceae,1748436,71.93,True,Non_marine,1,4.928571429,5.72E-07,39.46384083,0.571939722,8.00715611,4.928571429
1326,GCA_003487285.1,88,3.384615385,2600,GCA_003487285.1,99,60,3.807692308,GCA_003487285.1,Leeuwenhoekiella,Flavobacteriaceae,3060175,80.89,True,Marine,4,1.125,1.31E-06,32.35109103,1.307114789,28.75652536,1.125
1327,GCA_003487925.1,34,1.191310441,2854,GCA_003487925.1,88,4,3.083391731,GCA_003487925.1,Aequorivita,Flavobacteriaceae,2962509,70.29,True,Marine,3,2.588235294,1.01E-06,29.70455111,1.012655151,11.47675838,2.588235294
1328,GCA_003488565.1,23,2.14953271,1070,GCA_003488565.1,45,12,4.205607477,GCA_003488565.1,BACL21,Flavobacteriaceae,1214042,59.01,True,Unclassified,1,1.956521739,8.24E-07,37.06626295,0.823694732,18.94497884,1.956521739
1329,GCA_003497625.1,48,2.010050251,2388,GCA_003497625.1,98,19,4.103852596,GCA_003497625.1,Flavobacterium,Flavobacteriaceae,2543527,98.37,True,Non_marine,2,2.041666667,7.86E-07,38.52917622,0.786309719,18.87143325,2.041666667
1330,GCA_003504555.1,20,0.801282051,2496,GCA_003504555.1,83,4,3.325320513,GCA_003504555.1,Aequorivita,Flavobacteriaceae,2501606,72.23,True,Marine,3,4.15,1.20E-06,33.17868601,1.199229615,7.994864099,4.15
1331,GCA_003506665.1,32,1.575578533,2031,GCA_003506665.1,49,8,2.412604628,GCA_003506665.1,Flavobacterium,Flavobacteriaceae,2287263,67.49,True,Unclassified,1,1.53125,4.37E-07,21.42298459,0.437203767,13.99052055,1.53125
1332,GCA_003506685.1,22,0.944206009,2330,GCA_003506685.1,92,3,3.948497854,GCA_003506685.1,UBA7949,Flavobacteriaceae,2591105,80.9,True,Unclassified,2,4.181818182,7.72E-07,35.50608717,0.77187146,8.490586063,4.181818182
1333,GCA_003507715.1,53,2.355555556,2250,GCA_003507715.1,94,28,4.177777778,GCA_003507715.1,Flavobacterium,Flavobacteriaceae,2556739,72.97,True,Non_marine,4,1.773584906,1.56E-06,36.76558303,1.564492895,20.72953086,1.773584906
1334,GCA_003507755.1,17,0.974212034,1745,GCA_003507755.1,59,5,3.381088825,GCA_003507755.1,Tenacibaculum,Flavobacteriaceae,2231066,57.95,True,Marine,3,3.470588235,1.34E-06,26.4447578,1.344648702,7.619675976,3.470588235
1335,GCA_003510655.1,113,3.512589369,3217,GCA_003510655.1,103,79,3.201740752,GCA_003510655.1,Leeuwenhoekiella,Flavobacteriaceae,3759582,76.96,True,Marine,4,0.911504425,1.06E-06,27.39666271,1.063948067,30.05653288,0.911504425
1336,GCA_003511565.1,60,2.308580223,2599,GCA_003511565.1,103,25,3.963062716,GCA_003511565.1,Epilithonimonas,Weeksellaceae,2740301,99.02,True,Unclassified,2,1.716666667,7.30E-07,37.58711178,0.729846831,21.89540492,1.716666667
1337,GCA_003511625.1,48,1.567602874,3062,GCA_003511625.1,107,7,3.494448073,GCA_003511625.1,Marinirhabdus,Flavobacteriaceae,3304072,81.47,True,Marine,3,2.229166667,9.08E-07,32.38428218,0.907970528,14.52752846,2.229166667
1338,GCA_003511845.1,25,1.163873371,2148,GCA_003511845.1,89,5,4.143389199,GCA_003511845.1,UBA7949,Flavobacteriaceae,2392057,76.28,True,Unclassified,1,3.56,4.18E-07,37.20647125,0.418050239,10.45125597,3.56
1339,GCA_003511865.1,19,1.289009498,1474,GCA_003511865.1,61,12,4.138398915,GCA_003511865.1,Flavobacterium,Flavobacteriaceae,1639566,65.38,True,Unclassified,2,3.210526316,1.22E-06,37.20496766,1.219835005,11.58843255,3.210526316
1340,GCA_003513105.1,23,1.162203133,1979,GCA_003513105.1,74,5,3.739262254,GCA_003513105.1,Empedobacter,Weeksellaceae,2247260,74.36,True,Non_marine,2,3.217391304,8.90E-07,32.92898908,0.889972678,10.2346858,3.217391304
1341,GCA_003513625.1,65,2.00617284,3240,GCA_003513625.1,123,33,3.796296296,GCA_003513625.1,Muricauda,Flavobacteriaceae,3505104,75.37,True,Marine,2,1.892307692,5.71E-07,35.09168344,0.570596479,18.54438556,1.892307692
1342,GCA_003514105.1,30,0.735835173,4077,GCA_003514105.1,83,4,2.035810645,GCA_003514105.1,Marixanthomonas,Flavobacteriaceae,3667639,59.07,True,Marine,1,2.766666667,2.73E-07,22.63036248,0.27265497,8.179649088,2.766666667
1343,GCA_003515005.1,103,2.326632031,4427,GCA_003515005.1,192,43,4.337022815,GCA_003515005.1,Chryseobacterium,Weeksellaceae,4894311,99.44,True,Unclassified,11,1.86407767,2.25E-06,39.22921939,2.247507361,21.04484165,1.86407767
1344,GCA_003516285.1,70,2.35452405,2973,GCA_003516285.1,131,28,4.406323579,GCA_003516285.1,Lutibacter,Flavobacteriaceae,3152923,92,True,Unclassified,2,1.871428571,6.34E-07,41.54874699,0.634332015,22.20162053,1.871428571
1345,GCA_003516945.1,28,1.87541862,1493,GCA_003516945.1,66,14,4.420629605,GCA_003516945.1,MAG-120531,Flavobacteriaceae,1694350,70.6,True,Marine,2,2.357142857,1.18E-06,38.95299082,1.180393661,16.52551126,2.357142857
1346,GCA_003517005.1,15,1.241721854,1208,GCA_003517005.1,44,4,3.642384106,GCA_003517005.1,MAG-120531,Flavobacteriaceae,1261088,56.98,True,Marine,0,2.933333333,0,34.89050724,0,11.89449111,2.933333333
1347,GCA_003517615.1,53,1.975400671,2683,GCA_003517615.1,107,19,3.988073053,GCA_003517615.1,Empedobacter,Weeksellaceae,3017514,78.51,True,Non_marine,5,2.018867925,1.66E-06,35.45965321,1.656993141,17.56412729,2.018867925
1348,GCA_003520985.1,93,1.993996569,4664,GCA_003520985.1,216,45,4.631217839,GCA_003520985.1,Chryseobacterium,Weeksellaceae,5180646,99.93,True,Unclassified,10,2.322580645,1.93E-06,41.69364207,1.930261207,17.95142922,2.322580645
1349,GCA_003523505.1,92,1.863479846,4937,GCA_003523505.1,219,45,4.435892242,GCA_003523505.1,Chryseobacterium,Weeksellaceae,5399021,98.77,True,Unclassified,8,2.380434783,1.48E-06,40.56290946,1.481750117,17.04012635,2.380434783
1350,GCA_003524725.1,67,2.276588515,2943,GCA_003524725.1,103,34,3.499830105,GCA_003524725.1,Chryseobacterium,Weeksellaceae,3272244,80.72,True,Non_marine,5,1.537313433,1.53E-06,31.47687031,1.528003413,20.47524573,1.537313433
1351,GCA_003525065.1,106,3.879941435,2732,GCA_003525065.1,103,74,3.770131772,GCA_003525065.1,Leeuwenhoekiella,Flavobacteriaceae,3227345,77.08,True,Marine,3,0.971698113,9.30E-07,31.91477825,0.929556648,32.84433489,0.971698113
1352,GCA_003525665.1,68,2.357836338,2884,GCA_003525665.1,119,31,4.126213592,GCA_003525665.1,Flavobacterium,Flavobacteriaceae,3235512,91.69,True,Unclassified,3,1.75,9.27E-07,36.77934126,0.927210284,21.01676643,1.75
1353,GCA_003526165.1,37,1.848151848,2002,GCA_003526165.1,74,14,3.696303696,GCA_003526165.1,Cloacibacterium,Weeksellaceae,2061748,76.37,True,Unclassified,1,2,4.85E-07,35.89187427,0.485025328,17.94593714,2
1354,GCA_003529725.1,27,2.803738318,963,GCA_003529725.1,40,11,4.153686397,GCA_003529725.1,UBA3537,Flavobacteriaceae,1087200,57,True,Marine,0,1.481481481,0,36.79175865,0,24.83443709,1.481481481
1355,GCA_003529845.1,28,1.775523145,1577,GCA_003529845.1,63,14,3.994927077,GCA_003529845.1,BACL21,Flavobacteriaceae,1740246,67.35,True,Marine,0,2.25,0,36.20177837,0,16.08967928,2.25
1356,GCA_003533615.1,83,1.991362764,4168,GCA_003533615.1,113,46,2.711132438,GCA_003533615.1,Arenibacter,Flavobacteriaceae,4452721,75.78,True,Marine,3,1.361445783,6.74E-07,25.37774094,0.673745335,18.64028759,1.361445783
1357,GCA_003533785.1,29,2.068473609,1402,GCA_003533785.1,70,17,4.992867332,GCA_003533785.1,UBA11891,Flavobacteriaceae,1529165,77.74,True,Marine,1,2.413793103,6.54E-07,45.77661665,0.653951666,18.96459833,2.413793103
1358,GCA_003534545.1,47,2.467191601,1905,GCA_003534545.1,88,24,4.619422572,GCA_003534545.1,Flavobacterium,Flavobacteriaceae,2093788,99.29,True,Non_marine,4,1.872340426,1.91E-06,42.02908795,1.910413089,22.44735379,1.872340426
1359,GCA_003536155.1,38,2.010582011,1890,GCA_003536155.1,76,13,4.021164021,GCA_003536155.1,Kaistella,Weeksellaceae,2111515,67.8,True,Non_marine,1,2,4.74E-07,35.99311395,0.473593605,17.99655697,2
1360,GCA_003537025.1,79,2.043455768,3866,GCA_003537025.1,161,33,4.164511123,GCA_003537025.1,Chryseobacterium,Weeksellaceae,4224739,93.63,True,Unclassified,7,2.037974684,1.66E-06,38.10886306,1.656907089,18.69938001,2.037974684
1361,GCA_003537695.1,34,2.098765432,1620,GCA_003537695.1,82,14,5.061728395,GCA_003537695.1,Polaribacter,Flavobacteriaceae,1848732,75.97,True,Marine,2,2.411764706,1.08E-06,44.35472529,1.081822568,18.39098366,2.411764706
1362,GCA_003538255.1,102,4.561717352,2236,GCA_003538255.1,91,69,4.069767442,GCA_003538255.1,Leeuwenhoekiella,Flavobacteriaceae,2730461,62.44,True,Marine,3,0.892156863,1.10E-06,33.32770547,1.098715565,37.35632921,0.892156863
1363,GCA_003538555.1,33,2.674230146,1234,GCA_003538555.1,53,16,4.294975689,GCA_003538555.1,UBA8316,Flavobacteriaceae,1405549,58.51,True,Marine,2,1.606060606,1.42E-06,37.70768575,1.422931538,23.47837037,1.606060606
1364,GCA_003538685.1,35,1.098901099,3185,GCA_003538685.1,111,4,3.485086342,GCA_003538685.1,Xanthomarina,Flavobacteriaceae,3260631,78.36,True,Marine,1,3.171428571,3.07E-07,34.04249055,0.306689104,10.73411864,3.171428571
1365,GCA_003541615.1,145,4.067321178,3565,GCA_003541615.1,124,100,3.47826087,GCA_003541615.1,Zunongwangia,Flavobacteriaceae,4317094,88.47,True,Marine,2,0.855172414,4.63E-07,28.72302526,0.463274601,33.58740857,0.855172414
1366,GCA_003545615.1,93,3.674436981,2531,GCA_003545615.1,102,67,4.030027657,GCA_003545615.1,Leeuwenhoekiella,Flavobacteriaceae,3022686,72.88,True,Marine,3,1.096774194,9.92E-07,33.74482166,0.992494755,30.76733739,1.096774194
1367,GCA_003550275.1,95,3.185781355,2982,GCA_003550275.1,146,45,4.896042924,GCA_003550275.1,Gelidibacter,Flavobacteriaceae,3414176,99.67,False,Marine,1,1.536842105,2.93E-07,42.76288041,0.292896441,27.82516191,1.536842105
1368,GCA_003564185.1,41,1.77029361,2316,GCA_003564185.1,92,21,3.972366149,GCA_003564185.1,Psychroflexus,Flavobacteriaceae,2634444,94.28,True,Non_marine,3,2.243902439,1.14E-06,34.92197974,1.138760209,15.56305619,2.243902439
1369,GCA_003565575.1,55,2.503413746,2197,GCA_003565575.1,94,33,4.278561675,GCA_003565575.1,Psychroflexus,Flavobacteriaceae,2602606,81.52,True,Non_marine,2,1.709090909,7.68E-07,36.11764516,0.768460535,21.13266472,1.709090909
1370,GCA_003581615.1,80,2.361972247,3387,GCA_003581615.1,181,44,5.343962208,GCA_003581615.1,Muricauda,Flavobacteriaceae,3721101,99.34,False,Marine,3,2.2625,8.06E-07,48.64151766,0.806213,21.49901333,2.2625
1371,GCA_003584135.1,98,2.518632742,3891,GCA_003584135.1,181,58,4.651760473,GCA_003584135.1,Muricauda,Flavobacteriaceae,4331673,99.01,False,Marine,2,1.846938776,4.62E-07,41.78524095,0.46171537,22.62405311,1.846938776
1372,GCA_003584165.1,86,2.226249029,3863,GCA_003584165.1,168,48,4.348951592,GCA_003584165.1,Muricauda,Flavobacteriaceae,4238297,99.5,False,Marine,2,1.953488372,4.72E-07,39.63856238,0.471887647,20.29116884,1.953488372
1373,GCA_003585975.1,72,3.130434783,2300,GCA_003585975.1,92,40,4,GCA_003585975.1,Capnocytophaga,Flavobacteriaceae,2716283,100,False,Non_marine,0,1.277777778,0,33.86981401,0,26.50681096,1.277777778
1374,GCA_003590565.1,234,5.033340503,4649,GCA_003590565.1,173,152,3.721230372,GCA_003590565.1,Flavobacterium,Flavobacteriaceae,5377387,99.65,False,Non_marine,5,0.739316239,9.30E-07,32.17175926,0.929819632,43.51555876,0.739316239
1375,GCA_003610635.1,54,1.956521739,2760,GCA_003610635.1,127,5,4.601449275,GCA_003610635.1,Ichthyenterobacterium,Flavobacteriaceae,3009115,99.01,False,Unclassified,1,2.351851852,3.32E-07,42.20510017,0.332323623,17.94547566,2.351851852
1376,GCA_003610675.1,113,2.351227632,4806,GCA_003610675.1,214,60,4.452767374,GCA_003610675.1,Chryseobacterium,Weeksellaceae,5326708,100,False,Unclassified,7,1.89380531,1.31E-06,40.17490728,1.314132481,21.21385291,1.89380531
1377,GCA_003610695.1,114,3.405017921,3348,GCA_003610695.1,149,58,4.45041816,GCA_003610695.1,Epilithonimonas,Weeksellaceae,3646603,100,False,Unclassified,2,1.307017544,5.48E-07,40.85994554,0.548455645,31.26197176,1.307017544
1378,GCA_003610735.1,27,1.015037594,2660,GCA_003610735.1,125,5,4.69924812,GCA_003610735.1,Tenacibaculum,Flavobacteriaceae,2869467,99.55,False,Marine,2,4.62962963,6.97E-07,43.56209707,0.696993553,9.409412968,4.62962963
1379,GCA_003614945.1,27,1.530612245,1764,GCA_003614945.1,74,3,4.195011338,GCA_003614945.1,Bergeyella_A,Weeksellaceae,1959232,100,False,Non_marine,0,2.740740741,0,37.76990168,0,13.78091007,2.740740741
1380,GCA_003626755.1,161,3.138401559,5130,GCA_003626755.1,215,93,4.191033138,GCA_003626755.1,CCMM003,Flavobacteriaceae,5908984,99.61,False,Marine,5,1.335403727,8.46E-07,36.38527368,0.846169155,27.2466468,1.335403727
1381,GCA_003626815.1,53,1.747444774,3033,GCA_003626815.1,199,15,6.561160567,GCA_003626815.1,AU392,Flavobacteriaceae,3319912,99.1,False,Marine,2,3.754716981,6.02E-07,59.94134784,0.602425606,15.96427857,3.754716981
1382,GCA_003626835.1,160,3.107399495,5149,GCA_003626835.1,238,108,4.622256749,GCA_003626835.1,Aquimarina,Flavobacteriaceae,6048070,99.62,False,Marine,8,1.4875,1.32E-06,39.3513964,1.322736013,26.45472027,1.4875
1383,GCA_003626845.1,130,2.892745883,4494,GCA_003626845.1,215,69,4.784156653,GCA_003626845.1,Aquimarina,Flavobacteriaceae,5290240,99.49,False,Marine,12,1.653846154,2.27E-06,40.6408783,2.268328091,24.57355432,1.653846154
1384,GCA_003626865.1,153,3.092783505,4947,GCA_003626865.1,222,86,4.487568223,GCA_003626865.1,Aquimarina,Flavobacteriaceae,5876751,99.24,False,Marine,10,1.450980392,1.70E-06,37.77597519,1.701620504,26.03479372,1.450980392
1385,GCA_003633595.1,229,4.696472518,4876,GCA_003633595.1,188,164,3.85561936,GCA_003633595.1,Flavobacterium,Flavobacteriaceae,5789482,99.65,False,Unclassified,6,0.820960699,1.04E-06,32.47268063,1.036362148,39.55448864,0.820960699
1386,GCA_003633605.1,110,3.535840566,3111,GCA_003633605.1,145,67,4.660880746,GCA_003633605.1,Flavobacterium,Flavobacteriaceae,3683426,99.29,False,Unclassified,4,1.318181818,1.09E-06,39.36552546,1.08594553,29.86350208,1.318181818
1387,GCA_003633785.1,229,4.076909382,5617,GCA_003633785.1,211,166,3.756453623,GCA_003633785.1,Flavobacterium,Flavobacteriaceae,6651739,99.29,False,Unclassified,10,0.92139738,1.50E-06,31.72102814,1.503366263,34.42708741,0.92139738
