,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Origin,Assembly accession2,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
1559,GCA_003511565.1,60,2.3085802231627546,2599,GCA_003511565.1,103,25,3.963062716429396,GCA_003511565.1,Epilithonimonas,Weeksellaceae,2740301.0,99.02,True,Unclassified,GCA_003511565.1_merops.txt,2.0,GCA_003511565.1,206,7.926125432858792,1.2638036809815951,7.298468306948762e-07,0.03758711178078612,0.07517422356157225,0.0007298468306948762
1071,GCA_002023405.1,106,2.8229027962716384,3755,GCA_002023405.1,182,63,4.846870838881491,GCA_002023405.1,Elizabethkingia,Weeksellaceae,4134086.0,100.0,False,Unclassified,GCA_002023405.1_merops.txt,4.0,GCA_002023405.1,288,7.669773635153129,1.2638888888888888,9.675657448829076e-07,0.04402424139217229,0.06966473363156934,0.0009675657448829076
962,GCA_000737785.1,107,2.459204780510228,4351,GCA_000737785.1,184,58,4.2289128935876805,GCA_000737785.1,Chryseobacterium,Weeksellaceae,4718546.0,99.75,False,Non_marine,GCA_000737785.1_merops.txt,9.0,GCA_000737785.1,329,7.561480119512757,1.2646048109965635,1.9073672271076727e-06,0.03899506330975686,0.06972486863538048,0.0019073672271076726
2432,GCA_013043865.1,68,2.6677128285602194,2549,GCA_013043865.1,117,35,4.590035307963907,GCA_013043865.1,Croceitalea,Flavobacteriaceae,2744236.0,95.77,True,Marine,GCA_013043865.1_merops.txt,3.0,GCA_013043865.1,190,7.4539034915653195,1.2648648648648648,1.0932004390292963e-06,0.04263481712214256,0.06923602780518875,0.0010932004390292963
2293,GCA_000425465.1,68,2.3943661971830985,2840,GCA_000425465.1,117,35,4.119718309859155,GCA_000425465.1,Flavobacterium,Flavobacteriaceae,3192093.0,99.29,False,Non_marine,GCA_000425465.1_merops.txt,2.0,GCA_000425465.1,209,7.359154929577465,1.2648648648648648,6.265481613474294e-07,0.03665306743882462,0.06547428286080637,0.0006265481613474293
1058,GCA_002376925.1,43,2.6976160602258465,1594,GCA_002376925.1,74,22,4.642409033877039,GCA_002376925.1,UBA3537,Flavobacteriaceae,1811734.0,82.13,True,Marine,GCA_002376925.1_merops.txt,1.0,GCA_002376925.1,101,6.336260978670012,1.264957264957265,5.519574065508513e-07,0.040844848084763,0.05574769806163598,0.0005519574065508513
556,GCA_008386635.1,104,2.751322751322751,3780,GCA_008386635.1,179,47,4.735449735449736,GCA_008386635.1,Maribacter,Flavobacteriaceae,4303602.0,99.67,False,Unclassified,GCA_008386635.1_merops.txt,5.0,GCA_008386635.1,308,8.148148148148149,1.265017667844523,1.1618174728982838e-06,0.04159306552975856,0.07156795633053428,0.0011618174728982838
2136,GCA_002426015.1,79,2.7036276522929503,2922,GCA_002426015.1,136,28,4.654346338124572,GCA_002426015.1,Gelidibacter,Flavobacteriaceae,3197575.0,98.62,True,Non_marine,GCA_002426015.1_merops.txt,1.0,GCA_002426015.1,234,8.008213552361395,1.2651162790697674,3.127369960047849e-07,0.04253223145665075,0.07318045706511966,0.00031273699600478487
463,GCA_003970695.1,97,2.754899176370349,3521,GCA_003970695.1,167,43,4.742970746946891,GCA_003970695.1,Maribacter,Flavobacteriaceae,4016247.0,99.32,False,Marine,GCA_003970695.1_merops.txt,4.0,GCA_003970695.1,290,8.23629650667424,1.2651515151515151,9.95954681074147e-07,0.04158110793484564,0.07220671437787567,0.000995954681074147
845,GCA_000425505.1,72,2.2886204704386524,3146,GCA_000425505.1,124,35,3.9415130324221233,GCA_000425505.1,Flavobacterium,Flavobacteriaceae,3631041.0,99.29,False,Marine,GCA_000425505.1_merops.txt,4.0,GCA_000425505.1,256,8.137317228226319,1.2653061224489797,1.1016124576946392e-06,0.034149986188533814,0.07050319729245691,0.0011016124576946392
2027,GCA_002697475.1,54,2.503477051460361,2157,GCA_002697475.1,93,26,4.3115438108484,GCA_002697475.1,Aquimarina,Flavobacteriaceae,2472652.0,58.5,True,Marine,GCA_002697475.1_merops.txt,6.0,GCA_002697475.1,154,7.139545665275845,1.2653061224489797,2.4265444551032656e-06,0.037611439054100616,0.06228130768098382,0.0024265444551032655
151,GCA_900156975.1,90,2.608695652173913,3450,GCA_900156975.1,155,57,4.492753623188406,GCA_900156975.1,Elizabethkingia,Weeksellaceae,3841729.0,100.0,False,Non_marine,GCA_900156975.1_merops.txt,2.0,GCA_900156975.1,245,7.101449275362319,1.2653061224489797,5.205989282429864e-07,0.040346416938831446,0.06377336870976583,0.0005205989282429864
1614,GCA_002786385.1,65,2.4546827794561934,2648,GCA_002786385.1,112,32,4.229607250755287,GCA_002786385.1,Flavobacterium,Flavobacteriaceae,2984251.0,99.29,True,Non_marine,GCA_002786385.1_merops.txt,2.0,GCA_002786385.1,217,8.194864048338369,1.265536723163842,6.701849140705658e-07,0.03753035518795168,0.07271506317665638,0.0006701849140705658
1763,GCA_003992675.1,76,2.4635332252836304,3085,GCA_003992675.1,131,34,4.246353322528363,GCA_003992675.1,Muricauda,Flavobacteriaceae,3418902.0,99.01,False,Marine,GCA_003992675.1_merops.txt,3.0,GCA_003992675.1,232,7.520259319286872,1.2657004830917875,8.774746980170827e-07,0.038316395146745945,0.06785804331332106,0.0008774746980170828
2521,GCA_002023575.1,105,2.5703794369645037,4085,GCA_002023575.1,181,63,4.430844553243574,GCA_002023575.1,Elizabethkingia,Weeksellaceae,4365834.0,100.0,False,Unclassified,GCA_002023575.1_merops.txt,4.0,GCA_002023575.1,296,7.246022031823745,1.2657342657342658,9.162052428012608e-07,0.041458287236757055,0.06779918796729331,0.0009162052428012609
574,GCA_000455605.1,62,2.2660818713450293,2736,GCA_000455605.1,107,15,3.9108187134502925,GCA_000455605.1,Flavobacterium,Flavobacteriaceae,2993089.0,99.29,False,Unclassified,GCA_000455605.1_merops.txt,4.0,GCA_000455605.1,230,8.406432748538013,1.2662721893491125,1.3364119810670515e-06,0.03574902049354363,0.07684368891135546,0.0013364119810670516
1454,GCA_004293165.1,55,2.309953800923981,2381,GCA_004293165.1,95,24,3.989920201595968,GCA_004293165.1,Flavobacterium,Flavobacteriaceae,2569855.0,99.65,True,Unclassified,GCA_004293165.1_merops.txt,2.0,GCA_004293165.1,178,7.47585048299034,1.2666666666666666,7.782540260053582e-07,0.03696706623525452,0.06926460831447688,0.0007782540260053583
568,GCA_002483285.1,77,2.5081433224755703,3070,GCA_002483285.1,133,29,4.3322475570032575,GCA_002483285.1,Flavobacterium,Flavobacteriaceae,3534238.0,97.17,True,Unclassified,GCA_002483285.1_merops.txt,3.0,GCA_002483285.1,281,9.153094462540716,1.2666666666666666,8.488392688890788e-07,0.037631874254082494,0.07950794485261037,0.0008488392688890787
1222,GCA_010078225.1,66,2.417582417582418,2730,GCA_010078225.1,114,33,4.175824175824175,GCA_010078225.1,Flavobacterium,Flavobacteriaceae,3185474.0,99.65,False,Unclassified,GCA_010078225.1_merops.txt,2.0,GCA_010078225.1,199,7.28937728937729,1.2666666666666666,6.27850046806221e-07,0.03578745266795459,0.06247107965721899,0.000627850046806221
545,GCA_009371985.2,114,2.815510002469745,4049,GCA_009371985.2,197,64,4.865398863917016,GCA_009371985.2,Maribacter,Flavobacteriaceae,4560827.0,99.67,False,Unclassified,GCA_009371985.2_merops.txt,4.0,GCA_009371985.2,342,8.446530007409237,1.2668810289389068,8.770339238914346e-07,0.04319392075165315,0.07498640049271767,0.0008770339238914345
2156,GCA_900167935.1,103,2.7688172043010755,3720,GCA_900167935.1,178,47,4.78494623655914,GCA_900167935.1,Maribacter,Flavobacteriaceae,4211145.0,99.5,False,Unclassified,GCA_900167935.1_merops.txt,3.0,GCA_900167935.1,320,8.60215053763441,1.2669039145907472,7.12395322412313e-07,0.04226878912979724,0.07598883439064673,0.000712395322412313
1602,GCA_002217475.1,103,2.5425820784991355,4051,GCA_002217475.1,178,48,4.393976795852876,GCA_002217475.1,Flavobacterium,Flavobacteriaceae,4951782.0,99.65,False,Non_marine,GCA_002217475.1_merops.txt,10.0,GCA_002217475.1,367,9.059491483584301,1.2669039145907472,2.0194750091987086e-06,0.03594665516373702,0.07411473283759261,0.002019475009198709
285,GCA_009915155.1,63,2.4456521739130435,2576,GCA_009915155.1,109,23,4.231366459627329,GCA_009915155.1,Flavobacterium,Flavobacteriaceae,2860955.0,99.18,False,Unclassified,GCA_009915155.1_merops.txt,2.0,GCA_009915155.1,209,8.11335403726708,1.2674418604651163,6.990672694956754e-07,0.038099166187514306,0.07305252966229807,0.0006990672694956754
1920,GCA_900447195.1,104,2.540923527974591,4093,GCA_900447195.1,180,63,4.397752259956023,GCA_900447195.1,Elizabethkingia,Weeksellaceae,4255352.0,98.66,False,Non_marine,GCA_900447195.1_merops.txt,4.0,GCA_900447195.1,289,7.060835572929392,1.267605633802817,9.399927432560221e-07,0.04229967344652099,0.0679144757002476,0.0009399927432560221
1838,GCA_013001345.1,52,2.31935771632471,2242,GCA_013001345.1,90,24,4.014272970561998,GCA_013001345.1,Uncl. Flavobacteriaceae,Flavobacteriaceae,2421452.0,79.0,True,Marine,GCA_013001345.1_merops.txt,3.0,GCA_013001345.1,153,6.8242640499553975,1.267605633802817,1.2389260658480944e-06,0.037167781975442835,0.06318522935825283,0.0012389260658480943
364,GCA_003008415.2,67,2.4668630338733437,2716,GCA_003008415.2,116,23,4.270986745213549,GCA_003008415.2,Mesoflavibacter,Flavobacteriaceae,3046750.0,99.67,False,Unclassified,GCA_003008415.2_merops.txt,1.0,GCA_003008415.2,229,8.431516936671576,1.2677595628415301,3.282185935833265e-07,0.038073356855665874,0.07516205793058177,0.0003282185935833265
2446,GCA_003008475.2,67,2.4668630338733437,2716,GCA_003008475.2,116,23,4.270986745213549,GCA_003008475.2,Mesoflavibacter,Flavobacteriaceae,3046750.0,99.67,False,Unclassified,GCA_003008475.2_merops.txt,1.0,GCA_003008475.2,229,8.431516936671576,1.2677595628415301,3.282185935833265e-07,0.038073356855665874,0.07516205793058177,0.0003282185935833265
847,GCA_002338325.1,108,2.504638218923933,4312,GCA_002338325.1,187,60,4.336734693877551,GCA_002338325.1,Chryseobacterium,Weeksellaceae,4660937.0,100.0,True,Non_marine,GCA_002338325.1_merops.txt,8.0,GCA_002338325.1,327,7.583487940630798,1.2677966101694915,1.7163930771859821e-06,0.04012068817922233,0.07015756702997702,0.001716393077185982
1334,GCA_900186645.1,56,2.3007395234182417,2434,GCA_900186645.1,97,7,3.9852095316351686,GCA_900186645.1,Flavobacterium,Flavobacteriaceae,2694304.0,95.7,False,Unclassified,GCA_900186645.1_merops.txt,3.0,GCA_900186645.1,191,7.847165160230074,1.2679738562091503,1.1134600995284867e-06,0.03600187655142107,0.07089029300331366,0.0011134600995284867
1822,GCA_013041805.1,71,2.872168284789644,2472,GCA_013041805.1,123,36,4.975728155339806,GCA_013041805.1,Lutibacter,Flavobacteriaceae,2812216.0,95.39,True,Marine,GCA_013041805.1_merops.txt,1.0,GCA_013041805.1,199,8.050161812297734,1.268041237113402,3.555914623912246e-07,0.04373774987412062,0.07076270101585369,0.0003555914623912246
1294,GCA_003382275.1,94,2.5147137506688066,3738,GCA_003382275.1,163,47,4.360620652755484,GCA_003382275.1,Muricauda,Flavobacteriaceae,4038636.0,99.67,False,Marine,GCA_003382275.1_merops.txt,2.0,GCA_003382275.1,299,7.9989299090422685,1.2684824902723735,4.952167018765741e-07,0.040360161202940795,0.07403489693054784,0.0004952167018765742
2286,GCA_011927795.1,102,3.0177514792899407,3380,GCA_011927795.1,177,56,5.236686390532545,GCA_011927795.1,GCA-2746415,Flavobacteriaceae,3801316.0,99.34,False,Unclassified,GCA_011927795.1_merops.txt,1.0,GCA_011927795.1,287,8.49112426035503,1.2688172043010753,2.630667905535872e-07,0.04656282192798494,0.07550016888887953,0.0002630667905535872
994,GCA_002831665.1,80,2.465331278890601,3245,GCA_002831665.1,139,23,4.28351309707242,GCA_002831665.1,Lacinutrix,Flavobacteriaceae,3666763.0,99.67,False,Marine,GCA_002831665.1_merops.txt,2.0,GCA_002831665.1,262,8.073959938366718,1.269406392694064,5.454402152525265e-07,0.0379080949600506,0.07145266819808098,0.0005454402152525265
154,GCA_013001145.1,65,2.6694045174537986,2435,GCA_013001145.1,113,33,4.640657084188912,GCA_013001145.1,Croceitalea,Flavobacteriaceae,2637974.0,94.77,True,Marine,GCA_013001145.1_merops.txt,3.0,GCA_013001145.1,176,7.227926078028747,1.2696629213483146,1.1372363791303478e-06,0.042835903613909765,0.06671786757564707,0.0011372363791303478
875,GCA_013042825.1,65,3.0444964871194378,2135,GCA_013042825.1,113,30,5.292740046838407,GCA_013042825.1,SHLJ01,Flavobacteriaceae,2393137.0,79.02,True,Marine,GCA_013042825.1_merops.txt,2.0,GCA_013042825.1,168,7.868852459016394,1.2696629213483146,8.357231533338877e-07,0.04721835816336466,0.07020074488004657,0.0008357231533338877
725,GCA_900143245.1,81,2.4976873265494905,3243,GCA_900143245.1,141,31,4.3478260869565215,GCA_900143245.1,Flavobacterium,Flavobacteriaceae,3709863.0,98.94,False,Marine,GCA_900143245.1_merops.txt,3.0,GCA_900143245.1,257,7.924761023743447,1.2702702702702702,8.086551983186441e-07,0.03800679432097627,0.0692747953226305,0.0008086551983186442
1542,GCA_900104195.1,62,2.481985588470777,2498,GCA_900104195.1,108,24,4.323458767013611,GCA_900104195.1,Cloacibacterium,Weeksellaceae,2736266.0,100.0,False,Marine,GCA_900104195.1_merops.txt,1.0,GCA_900104195.1,189,7.56605284227382,1.2705882352941176,3.6546154503984627e-07,0.039469846864303396,0.06907223201253095,0.0003654615450398463
18,GCA_003860565.1,62,2.4399842581660764,2541,GCA_003860565.1,108,24,4.250295159386068,GCA_003860565.1,Cloacibacterium,Weeksellaceae,2759562.0,100.0,False,Non_marine,GCA_003860565.1_merops.txt,1.0,GCA_003860565.1,189,7.43801652892562,1.2705882352941176,3.623763481306091e-07,0.039136645598105785,0.06848912979668512,0.0003623763481306091
1819,GCA_001747495.1,62,2.494969818913481,2485,GCA_001747495.1,108,24,4.346076458752515,GCA_001747495.1,Cloacibacterium,Weeksellaceae,2727353.0,100.0,False,Non_marine,GCA_001747495.1_merops.txt,1.0,GCA_001747495.1,189,7.605633802816901,1.2705882352941176,3.666558747620862e-07,0.0395988344743053,0.06929796033003428,0.0003666558747620862
951,GCA_900129405.1,66,2.391304347826087,2760,GCA_900129405.1,115,31,4.166666666666666,GCA_900129405.1,Flavobacterium,Flavobacteriaceae,3084632.0,98.94,False,Marine,GCA_900129405.1_merops.txt,2.0,GCA_900129405.1,223,8.079710144927537,1.270718232044199,6.48375559872296e-07,0.037281594692657016,0.072293874925761,0.000648375559872296
1103,GCA_000403785.1,82,2.5285229725562752,3243,GCA_000403785.1,143,31,4.40949737897009,GCA_000403785.1,Gillisia,Flavobacteriaceae,3646721.0,96.58,False,Marine,GCA_000403785.1_merops.txt,3.0,GCA_000403785.1,264,8.140610545790935,1.271111111111111,8.226568470689147e-07,0.03921330971028494,0.0723938025420645,0.0008226568470689147
66,GCA_005885635.1,126,2.8289178266726536,4454,GCA_005885635.1,220,59,4.939380332285586,GCA_005885635.1,Maribacter,Flavobacteriaceae,5110706.0,99.67,False,Unclassified,GCA_005885635.1_merops.txt,6.0,GCA_005885635.1,379,8.509205208801077,1.2716763005780347,1.1740060962223224e-06,0.043046890194818485,0.07415805174471003,0.0011740060962223224
2522,GCA_002217235.1,83,2.6166456494325345,3172,GCA_002217235.1,145,38,4.57124842370744,GCA_002217235.1,Flavobacterium,Flavobacteriaceae,3488813.0,99.65,False,Non_marine,GCA_002217235.1_merops.txt,3.0,GCA_002217235.1,275,8.669609079445145,1.2719298245614035,8.598913154703333e-07,0.04156141358106611,0.07882337058478056,0.0008598913154703333
175,GCA_006539785.1,83,2.6249209361163817,3162,GCA_006539785.1,145,38,4.585705249841872,GCA_006539785.1,Flavobacterium,Flavobacteriaceae,3477443.0,99.65,False,Non_marine,GCA_006539785.1_merops.txt,3.0,GCA_006539785.1,275,8.697027197975965,1.2719298245614035,8.627028537922836e-07,0.04169730459996037,0.07908109493095933,0.0008627028537922835
1978,GCA_004296335.1,87,2.5954653937947496,3352,GCA_004296335.1,152,44,4.534606205250596,GCA_004296335.1,Muricauda,Flavobacteriaceae,3566560.0,99.34,False,Marine,GCA_004296335.1_merops.txt,3.0,GCA_004296335.1,282,8.41288782816229,1.2719665271966527,8.411466511147997e-07,0.04261809698981652,0.07906778520479117,0.0008411466511147996
517,GCA_900182655.1,127,2.757871878393051,4605,GCA_900182655.1,222,72,4.820846905537459,GCA_900182655.1,Chryseobacterium,Weeksellaceae,5179889.0,100.0,False,Unclassified,GCA_900182655.1_merops.txt,10.0,GCA_900182655.1,380,8.251900108577633,1.2722063037249283,1.930543299286915e-06,0.04285806124416952,0.07336064537290277,0.001930543299286915
1773,GCA_003525665.1,68,2.3578363384188625,2884,GCA_003525665.1,119,31,4.12621359223301,GCA_003525665.1,Flavobacterium,Flavobacteriaceae,3235512.0,91.69,True,Unclassified,GCA_003525665.1_merops.txt,3.0,GCA_003525665.1,234,8.11373092926491,1.2727272727272727,9.272102838747006e-07,0.03677934126036312,0.07232240214222664,0.0009272102838747006
1912,GCA_002693085.1,28,2.5,1120,GCA_002693085.1,49,18,4.375,GCA_002693085.1,MED-G14,Flavobacteriaceae,1179781.0,79.87,True,Marine,GCA_002693085.1_merops.txt,1.0,GCA_002693085.1,87,7.767857142857143,1.2727272727272727,8.476149387047257e-07,0.04153313199653156,0.07374249966731114,0.0008476149387047257
567,GCA_900108015.1,80,2.6033192320208265,3073,GCA_900108015.1,140,32,4.555808656036446,GCA_900108015.1,Flavobacterium,Flavobacteriaceae,3439151.0,98.59,False,Marine,GCA_900108015.1_merops.txt,5.0,GCA_900108015.1,274,8.91636836967133,1.2727272727272727,1.4538471849593112e-06,0.04070772117886071,0.07967082573577025,0.0014538471849593112
1906,GCA_900186575.1,56,2.4789729969012844,2259,GCA_900186575.1,98,7,4.338202744577247,GCA_900186575.1,Flavobacterium,Flavobacteriaceae,2519631.0,94.95,False,Unclassified,GCA_900186575.1_merops.txt,2.0,GCA_900186575.1,189,8.366533864541832,1.2727272727272727,7.93767023822139e-07,0.038894584167284814,0.07501098375119214,0.000793767023822139
582,GCA_003663945.1,72,2.5504782146652496,2823,GCA_003663945.1,126,18,4.463336875664187,GCA_003663945.1,Lacinutrix,Flavobacteriaceae,3123464.0,99.67,False,Unclassified,GCA_003663945.1_merops.txt,1.0,GCA_003663945.1,241,8.537017357421183,1.2727272727272727,3.201573637474291e-07,0.04033982783217607,0.07715792466313043,0.0003201573637474291
549,GCA_001580475.1,68,2.4019780996114446,2831,GCA_001580475.1,119,14,4.203461674320028,GCA_001580475.1,Flavobacterium,Flavobacteriaceae,3261404.0,99.65,False,Unclassified,GCA_001580475.1_merops.txt,4.0,GCA_001580475.1,216,7.62981278700106,1.2727272727272727,1.226465657121902e-06,0.036487353299376586,0.06622914548458272,0.0012264656571219022
1007,GCA_001637185.1,81,2.4892440073755377,3254,GCA_001637185.1,142,31,4.363859864781807,GCA_001637185.1,Flavobacterium,Flavobacteriaceae,3721009.0,98.94,False,Unclassified,GCA_001637185.1_merops.txt,3.0,GCA_001637185.1,257,7.8979717271051015,1.2735426008968609,8.062329330565984e-07,0.03816169216467899,0.06906728793184859,0.0008062329330565984
127,GCA_900109375.1,130,2.7777777777777777,4680,GCA_900109375.1,228,62,4.871794871794872,GCA_900109375.1,Aquimarina,Flavobacteriaceae,5309872.0,99.62,False,Non_marine,GCA_900109375.1_merops.txt,8.0,GCA_900109375.1,414,8.846153846153847,1.2737430167597765,1.506627655054585e-06,0.04293888816905568,0.07796798114907479,0.001506627655054585
1116,GCA_003008425.1,65,2.472422974515025,2629,GCA_003008425.1,114,23,4.336249524534043,GCA_003008425.1,Aurantibacter,Flavobacteriaceae,2915806.0,99.67,False,Marine,GCA_003008425.1_merops.txt,2.0,GCA_003008425.1,208,7.911753518448079,1.2737430167597765,6.859166899306744e-07,0.039097251326048445,0.07133533575279014,0.0006859166899306744
824,GCA_902728265.1,90,2.4563318777292573,3664,GCA_902728265.1,158,30,4.312227074235809,GCA_902728265.1,Chryseobacterium,Weeksellaceae,4348941.0,99.93,False,Non_marine,GCA_902728265.1_merops.txt,31.0,GCA_902728265.1,321,8.760917030567686,1.2741935483870968,7.1281721228225445e-06,0.03633068372277297,0.07381107262664634,0.007128172122822544
345,GCA_001297705.1,115,2.2944932162809257,5012,GCA_001297705.1,202,55,4.030327214684756,GCA_001297705.1,Chryseobacterium,Weeksellaceae,5532908.0,100.0,False,Unclassified,GCA_001297705.1_merops.txt,8.0,GCA_001297705.1,386,7.701516360734238,1.274447949526814,1.445894274764735e-06,0.03650883043780956,0.06976439875739845,0.001445894274764735
395,GCA_900129575.1,74,2.5508445363667698,2901,GCA_900129575.1,130,27,4.48121337469838,GCA_900129575.1,Flavobacterium,Flavobacteriaceae,3463995.0,98.59,False,Non_marine,GCA_900129575.1_merops.txt,4.0,GCA_900129575.1,254,8.755601516718373,1.2745098039215685,1.1547360778523064e-06,0.03752892253019995,0.07332574094362146,0.0011547360778523064
354,GCA_005780245.1,103,2.835122488301679,3633,GCA_005780245.1,181,44,4.9821084503165425,GCA_005780245.1,Maribacter,Flavobacteriaceae,4158743.0,99.67,False,Unclassified,GCA_005780245.1_merops.txt,5.0,GCA_005780245.1,296,8.147536471235894,1.2746478873239437,1.2022863639325633e-06,0.04352276637435879,0.07117535274480775,0.0012022863639325632
312,GCA_002943105.1,62,2.382782475019216,2602,GCA_002943105.1,109,32,4.189085318985396,GCA_002943105.1,Cloacibacterium,Weeksellaceae,2841428.0,99.93,False,Unclassified,GCA_002943105.1_merops.txt,1.0,GCA_002943105.1,178,6.840891621829362,1.2748538011695907,3.5193571682970677e-07,0.03836099313443803,0.06264455759568781,0.00035193571682970676
1380,GCA_003815895.1,88,2.2774327122153206,3864,GCA_003815895.1,155,40,4.011387163561077,GCA_003815895.1,Chryseobacterium,Weeksellaceae,4191778.0,100.0,False,Non_marine,GCA_003815895.1_merops.txt,2.0,GCA_003815895.1,287,7.427536231884058,1.2757201646090535,4.771245042079995e-07,0.036977149076119965,0.06846736635384794,0.0004771245042079995
2164,GCA_003385495.1,109,2.6611328125,4096,GCA_003385495.1,192,57,4.6875,GCA_003385495.1,Chryseobacterium,Weeksellaceae,4591259.0,100.0,False,Non_marine,GCA_003385495.1_merops.txt,13.0,GCA_003385495.1,315,7.6904296875,1.2757475083056478,2.831467360042202e-06,0.04181859485600791,0.06860863218563797,0.0028314673600422016
885,GCA_003483305.1,38,1.9407558733401429,1958,GCA_003483305.1,67,21,3.4218590398365683,GCA_003483305.1,Flavobacterium,Flavobacteriaceae,2148105.0,60.9,True,Unclassified,GCA_003483305.1_merops.txt,2.0,GCA_003483305.1,108,5.515832482124617,1.276190476190476,9.31053184085508e-07,0.031190281666864512,0.05027687194061743,0.000931053184085508
1593,GCA_006829085.1,131,2.699917559769168,4852,GCA_006829085.1,231,75,4.760923330585325,GCA_006829085.1,Chryseobacterium,Weeksellaceae,5402953.0,100.0,False,Non_marine,GCA_006829085.1_merops.txt,14.0,GCA_006829085.1,396,8.161582852431987,1.276243093922652,2.5911756034153917e-06,0.04275439745635396,0.07329325278232109,0.0025911756034153917
738,GCA_013410675.1,99,2.3588277340957826,4197,GCA_013410675.1,175,44,4.169644984512747,GCA_013410675.1,Chryseobacterium,Weeksellaceae,4581190.0,100.0,False,Unclassified,GCA_013410675.1_merops.txt,8.0,GCA_013410675.1,330,7.86275911365261,1.2773722627737227,1.7462711653522338e-06,0.03819968174208012,0.07203368557077965,0.0017462711653522338
739,GCA_000757385.1,82,2.5843050740624016,3173,GCA_000757385.1,145,37,4.569807752915222,GCA_000757385.1,Flavobacterium,Flavobacteriaceae,3490856.0,99.65,False,Unclassified,GCA_000757385.1_merops.txt,3.0,GCA_000757385.1,275,8.666876772770248,1.277533039647577,8.593880698602291e-07,0.04153709004324441,0.07877723973718767,0.0008593880698602291
1187,GCA_004634195.1,65,2.371397300255381,2741,GCA_004634195.1,115,32,4.195549069682598,GCA_004634195.1,Flavobacterium,Flavobacteriaceae,3012773.0,99.65,False,Unclassified,GCA_004634195.1_merops.txt,2.0,GCA_004634195.1,192,7.00474279460051,1.2777777777777777,6.638402561361245e-07,0.03817081472782716,0.06372866458906794,0.0006638402561361244
1237,GCA_003248755.1,91,2.585961921000284,3519,GCA_003248755.1,161,50,4.57516339869281,GCA_003248755.1,Epilithonimonas,Weeksellaceae,3815369.0,99.98,True,Non_marine,GCA_003248755.1_merops.txt,2.0,GCA_003248755.1,305,8.667235009946008,1.2777777777777777,5.241956937847951e-07,0.04219775334967601,0.07993984330218125,0.0005241956937847951
62,GCA_004122145.1,75,2.5320729237002024,2962,GCA_004122145.1,133,32,4.490209318028359,GCA_004122145.1,Flavobacterium,Flavobacteriaceae,3374625.0,99.65,False,Unclassified,GCA_004122145.1_merops.txt,4.0,GCA_004122145.1,246,8.305199189736664,1.2788461538461537,1.1853168870615254e-06,0.039411786494795716,0.07289698855428381,0.0011853168870615254
2498,GCA_003507715.1,53,2.355555555555556,2250,GCA_003507715.1,94,28,4.177777777777777,GCA_003507715.1,Flavobacterium,Flavobacteriaceae,2556739.0,72.97,True,Non_marine,GCA_003507715.1_merops.txt,4.0,GCA_003507715.1,168,7.466666666666668,1.2789115646258504,1.5644928950510788e-06,0.03676558303370035,0.0657087015921453,0.0015644928950510788
1523,GCA_004337695.1,102,2.3134497618507597,4409,GCA_004337695.1,181,59,4.105239283284192,GCA_004337695.1,Tenacibaculum,Flavobacteriaceae,5124657.0,99.22,False,Marine,GCA_004337695.1_merops.txt,7.0,GCA_004337695.1,313,7.099115445679292,1.2791519434628975,1.3659450769095376e-06,0.0353194369886609,0.061077258438955034,0.0013659450769095377
2058,GCA_002721255.1,40,1.9111323459149547,2093,GCA_002721255.1,71,19,3.3922599139990446,GCA_002721255.1,UBA7446,Flavobacteriaceae,2147645.0,83.07,True,Marine,GCA_002721255.1_merops.txt,1.0,GCA_002721255.1,168,8.02675585284281,1.2792792792792793,4.6562630229856424e-07,0.033059467463198065,0.07822521878615879,0.00046562630229856424
948,GCA_014156605.1,80,2.5673940949935816,3116,GCA_014156605.1,142,31,4.557124518613607,GCA_014156605.1,Flavobacterium,Flavobacteriaceae,3589943.0,99.65,False,Unclassified,GCA_014156605.1_merops.txt,4.0,GCA_014156605.1,264,8.472400513478819,1.2792792792792793,1.1142238191525603e-06,0.039554945579915894,0.07353877206406897,0.0011142238191525604
1457,GCA_900142445.1,107,2.3281114012184507,4596,GCA_900142445.1,190,52,4.134029590948652,GCA_900142445.1,Chryseobacterium,Weeksellaceae,5142650.0,100.0,False,Non_marine,GCA_900142445.1_merops.txt,13.0,GCA_900142445.1,371,8.072236727589207,1.2794612794612794,2.5278795951503604e-06,0.03694593254450527,0.07214179460006029,0.0025278795951503602
869,GCA_003268855.1,58,2.2780832678711707,2546,GCA_003268855.1,103,20,4.045561665357424,GCA_003268855.1,Flavobacterium,Flavobacteriaceae,2736439.0,99.29,False,Unclassified,GCA_003268855.1_merops.txt,2.0,GCA_003268855.1,205,8.05184603299293,1.279503105590062,7.308768805005337e-07,0.03764015934577748,0.0749148802513047,0.0007308768805005337
