,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Origin,Nr_BGCs,PEP:GH,BGCs/genomesize,merops_perMb,bgc_perMb,cazymes_perMb
1192,GCA_003105115.1,207,4.6885617214043025,4415,GCA_003105115.1,166,144,3.759909399773499,GCA_003105115.1,Flavobacterium,Flavobacteriaceae,5140580,99.65,False,Non_marine,7.0,0.8019323671497585,1.3617140478311787e-06,32.29207599142509,1.3617140478311787,40.267829700150564
1193,GCA_003122385.1,267,5.430140329469189,4917,GCA_003122385.1,197,169,4.006508033353671,GCA_003122385.1,Flavobacterium,Flavobacteriaceae,5877431,99.65,False,Non_marine,7.0,0.7378277153558053,1.190996542537037e-06,33.51804555425662,1.190996542537037,45.42801097962698
1194,GCA_003122675.1,33,1.8003273322422257,1833,GCA_003122675.1,73,5,3.982542280414621,GCA_003122675.1,Riemerella,Weeksellaceae,1992925,93.07,False,Non_marine,1.0,2.212121212121212,5.017750291656736e-07,36.62957712909417,0.5017750291656735,16.558575962467227
1195,GCA_003129485.1,121,4.060402684563758,2980,GCA_003129485.1,116,66,3.8926174496644297,GCA_003129485.1,Polaribacter,Flavobacteriaceae,3371861,99.66,False,Unclassified,1.0,0.9586776859504132,2.9657213034582387e-07,34.40236712011557,0.29657213034582386,35.88522777184468
1196,GCA_003143755.1,110,3.735144312393888,2945,GCA_003143755.1,116,47,3.9388794567062817,GCA_003143755.1,Algibacter_B,Flavobacteriaceae,3339969,99.67,False,Unclassified,2.0,1.0545454545454545,5.988079530079471e-07,34.730861274460935,0.5988079530079471,32.93443741543709
1197,GCA_003144015.1,57,1.954732510288066,2916,GCA_003144015.1,150,6,5.1440329218107,GCA_003144015.1,Xanthomarina,Flavobacteriaceae,3192114,99.67,False,Marine,1.0,2.6315789473684212,3.132720197336311e-07,46.99080296004466,0.31327201973363106,17.85650512481697
1198,GCA_003146745.1,62,2.83363802559415,2188,GCA_003146745.1,83,38,3.793418647166362,GCA_003146745.1,Capnocytophaga,Flavobacteriaceae,2439735,100.0,False,Non_marine,0.0,1.3387096774193548,0.0,34.02008824728915,0.0,25.412596040143704
1199,GCA_003148385.1,88,2.683745044220799,3279,GCA_003148385.1,124,24,3.7816407441293074,GCA_003148385.1,Flavobacterium,Flavobacteriaceae,3441304,98.22,False,Marine,2.0,1.4090909090909092,5.811750429488356e-07,36.032852662827814,0.5811750429488356,25.57170188974877
1200,GCA_003148525.1,178,3.5422885572139298,5025,GCA_003148525.1,185,110,3.681592039800995,GCA_003148525.1,Flavobacterium,Flavobacteriaceae,6014126,99.65,False,Unclassified,10.0,1.0393258426966292,1.6627519942216043e-06,30.760911893099678,1.6627519942216042,29.596985497144555
1201,GCA_003148645.1,56,1.9197805965032568,2917,GCA_003148645.1,140,8,4.799451491258142,GCA_003148645.1,Xanthomarina,Flavobacteriaceae,3155334,99.67,False,Non_marine,2.0,2.5,6.338473201252229e-07,44.3693124087656,0.6338473201252229,17.74772496350624
1202,GCA_003148665.1,182,4.077974456643513,4463,GCA_003148665.1,172,123,3.853909926058705,GCA_003148665.1,Maribacter_A,Flavobacteriaceae,5129962,99.67,False,Non_marine,2.0,0.945054945054945,3.89866435657808e-07,33.52851346657149,0.389866435657808,35.47784564486052
1203,GCA_003149745.1,87,2.5954653937947496,3352,GCA_003149745.1,157,37,4.683770883054892,GCA_003149745.1,Muricauda,Flavobacteriaceae,3614652,99.34,False,Marine,3.0,1.8045977011494252,8.299554147951172e-07,43.4343333742778,0.8299554147951171,24.068707029058398
1204,GCA_003182335.1,105,2.3901661734577737,4393,GCA_003182335.1,195,56,4.43888003642158,GCA_003182335.1,Chryseobacterium,Weeksellaceae,4869458,100.0,False,Unclassified,8.0,1.8571428571428572,1.642893315847472e-06,40.04552457378213,1.6428933158474721,21.562974770498073
1205,GCA_003201365.1,90,2.226620484908461,4042,GCA_003201365.1,188,45,4.651162790697675,GCA_003201365.1,Chryseobacterium,Weeksellaceae,4541599,100.0,False,Unclassified,8.0,2.088888888888889,1.7614941345548122e-06,41.39511216203809,1.7614941345548123,19.816809013741636
1206,GCA_003201775.1,178,3.7560666807343326,4739,GCA_003201775.1,178,112,3.7560666807343326,GCA_003201775.1,Arenibacter,Flavobacteriaceae,5734699,99.67,False,Unclassified,5.0,1.0,8.718853421949434e-07,31.03911818213999,0.8718853421949434,31.03911818213999
1207,GCA_003202405.1,316,6.856151008895639,4609,GCA_003202405.1,150,218,3.2545020611846387,GCA_003202405.1,Flavobacterium,Flavobacteriaceae,5571628,99.65,False,Unclassified,8.0,0.47468354430379744,1.4358460399725178e-06,26.92211324948471,1.435846039972518,56.71591857891446
1208,GCA_003202435.1,240,5.547850208044382,4326,GCA_003202435.1,151,147,3.4905224225612574,GCA_003202435.1,Flavobacterium,Flavobacteriaceae,5223205,99.65,False,Unclassified,7.0,0.6291666666666667,1.3401733227012917e-06,28.90945310398501,1.3401733227012917,45.94879963547285
1209,GCA_003208535.1,236,4.546330186861876,5191,GCA_003208535.1,207,174,3.9876709689847814,GCA_003208535.1,Flavobacterium,Flavobacteriaceae,6150075,99.65,False,Unclassified,10.0,0.8771186440677966,1.6259964309378342e-06,33.658126120413165,1.625996430937834,38.37351577013288
1210,GCA_003217215.1,68,2.2696929238985315,2996,GCA_003217215.1,125,12,4.172229639519359,GCA_003217215.1,Winogradskyella,Flavobacteriaceae,3378934,98.1,False,Unclassified,2.0,1.838235294117647,5.91902653322024e-07,36.9939158326265,0.5919026533220241,20.124690212948817
1211,GCA_003217415.1,236,4.549836128783498,5187,GCA_003217415.1,207,174,3.990746096009254,GCA_003217415.1,Flavobacterium,Flavobacteriaceae,6149495,99.65,False,Unclassified,10.0,0.8771186440677966,1.6261497895355635e-06,33.66130064338616,1.6261497895355634,38.377135033039295
1212,GCA_003229235.1,32,1.5740285292670928,2033,GCA_003229235.1,99,8,4.869650762420069,GCA_003229235.1,Gilvibacter,Flavobacteriaceae,2273105,82.88,True,Marine,1.0,3.09375,4.3992688415185397e-07,43.552761531033546,0.439926884151854,14.077660292859328
1213,GCA_003232155.1,30,1.662049861495845,1805,GCA_003232155.1,80,12,4.43213296398892,GCA_003232155.1,Maribacter,Flavobacteriaceae,2044523,64.51,True,Marine,4.0,2.6666666666666665,1.9564465647977546e-06,39.1289312959551,1.9564465647977547,14.67334923598316
1214,GCA_003232435.1,67,1.7488906290785695,3831,GCA_003232435.1,138,24,3.6021926389976504,GCA_003232435.1,SZUA-72,Flavobacteriaceae,4135933,88.52,True,Marine,6.0,2.0597014925373136,1.4507004828172991e-06,33.36611110479788,1.4507004828172991,16.19948872479317
1215,GCA_003233725.1,34,1.4225941422594142,2390,GCA_003233725.1,87,4,3.6401673640167367,GCA_003233725.1,Mesonia,Flavobacteriaceae,2547680,98.94,False,Marine,3.0,2.5588235294117645,1.1775419204923694e-06,34.148715694278714,1.1775419204923694,13.345475098913521
1216,GCA_003241515.1,51,1.7388339584043642,2933,GCA_003241515.1,102,19,3.4776679168087283,GCA_003241515.1,Flavobacterium,Flavobacteriaceae,3280522,93.82,True,Non_marine,2.0,2.0,6.096590725500393e-07,31.092612700052,0.6096590725500393,15.546306350026
1217,GCA_003241955.1,61,1.6841524019878518,3622,GCA_003241955.1,136,25,3.7548315847598013,GCA_003241955.1,Flavobacterium,Flavobacteriaceae,3902817,94.94,True,Non_marine,3.0,2.2295081967213113,7.686755489688602e-07,34.84662488658833,0.7686755489688601,15.629736162366823
1218,GCA_003242135.1,63,2.3307436182019976,2703,GCA_003242135.1,112,28,4.143544210136884,GCA_003242135.1,Flavobacterium,Flavobacteriaceae,3034942,99.29,True,Non_marine,2.0,1.7777777777777777,6.589911767671343e-07,36.90350589895952,0.6589911767671343,20.75822206816473
1219,GCA_003243255.1,98,1.696382205296867,5777,GCA_003243255.1,176,50,3.0465639605331485,GCA_003243255.1,Flavobacterium,Flavobacteriaceae,6270519,97.6,True,Non_marine,5.0,1.7959183673469388,7.973821624653397e-07,28.06785211877996,0.7973821624653398,15.628690384320658
1220,GCA_003246205.1,63,2.9207232267037546,2157,GCA_003246205.1,94,17,4.3579044969865555,GCA_003246205.1,Flavobacterium,Flavobacteriaceae,2421477,74.2,True,Marine,1.0,1.492063492063492,4.1297109161061616e-07,38.819282611397924,0.4129710916106162,26.017178771468817
1221,GCA_003248465.1,96,2.5464190981432355,3770,GCA_003248465.1,132,50,3.50132625994695,GCA_003248465.1,Chryseobacterium,Weeksellaceae,4271317,94.25,True,Non_marine,11.0,1.375,2.5753181044628626e-06,30.903817253554347,2.5753181044628626,22.475503457130433
1222,GCA_003248755.1,91,2.585961921000284,3519,GCA_003248755.1,161,50,4.57516339869281,GCA_003248755.1,Epilithonimonas,Weeksellaceae,3815369,99.98,True,Non_marine,2.0,1.7692307692307692,5.241956937847951e-07,42.197753349676006,0.5241956937847951,23.850904067208177
1223,GCA_003253545.1,42,1.473167309715889,2851,GCA_003253545.1,103,4,3.6127674500175377,GCA_003253545.1,Mesonia,Flavobacteriaceae,3088900,99.24,False,Unclassified,4.0,2.4523809523809526,1.294959370649746e-06,33.345203794230954,1.294959370649746,13.597073391822333
1224,GCA_003254015.1,92,2.6798718322167203,3433,GCA_003254015.1,125,32,3.6411302068161957,GCA_003254015.1,Nonlabens,Flavobacteriaceae,3845825,98.54,False,Unclassified,8.0,1.358695652173913,2.08017785520662e-06,32.50277898760344,2.08017785520662,23.92204533487613
1225,GCA_003254095.1,97,2.8800475059382413,3368,GCA_003254095.1,144,43,4.275534441805226,GCA_003254095.1,Salegentibacter,Flavobacteriaceae,3773895,99.43,False,Unclassified,3.0,1.4845360824742269,7.949346762429798e-07,38.156864459663026,0.7949346762429798,25.702887865189677
1226,GCA_003254545.1,194,4.4938614778781565,4317,GCA_003254545.1,160,132,3.7062775075283763,GCA_003254545.1,Flavobacterium,Flavobacteriaceae,5069654,99.65,False,Non_marine,5.0,0.8247422680412371,9.86260600822068e-07,31.560339226306173,0.9862606008220679,38.26691131189624
1227,GCA_003254565.1,224,4.881237742427544,4589,GCA_003254565.1,173,152,3.7698845064284154,GCA_003254565.1,Flavobacterium,Flavobacteriaceae,5436059,99.65,False,Non_marine,9.0,0.7723214285714286,1.6556111697831093e-06,31.824525819164215,1.6556111697831093,41.206322447935165
1228,GCA_003254585.1,196,4.3730477465417215,4482,GCA_003254585.1,167,122,3.7260151717983048,GCA_003254585.1,Flavobacterium,Flavobacteriaceae,5261779,99.65,False,Marine,5.0,0.8520408163265306,9.502489557239101e-07,31.738315121178594,0.9502489557239101,37.24975906437727
1229,GCA_003254625.1,217,4.670684459750324,4646,GCA_003254625.1,189,148,4.068015497201894,GCA_003254625.1,Flavobacterium,Flavobacteriaceae,5483841,99.65,False,Non_marine,7.0,0.8709677419354839,1.2764775638097457e-06,34.46489422286314,1.2764775638097456,39.57080447810212
1230,GCA_003254745.1,146,3.9016568679850345,3742,GCA_003254745.1,144,80,3.848209513629075,GCA_003254745.1,Flavobacterium,Flavobacteriaceae,4378418,99.29,False,Non_marine,4.0,0.9863013698630136,9.135719796510977e-07,32.888591267439516,0.9135719796510977,33.34537725726506
1231,GCA_003258355.1,150,4.221784407542922,3553,GCA_003258355.1,136,97,3.827751196172249,GCA_003258355.1,Confluentibacter,Flavobacteriaceae,4129331,98.68,False,Marine,2.0,0.9066666666666666,4.84339957247312e-07,32.935117092817215,0.484339957247312,36.325496793548396
1232,GCA_003259265.1,103,2.676715176715177,3848,GCA_003259265.1,170,43,4.417879417879418,GCA_003259265.1,Gelidibacter,Flavobacteriaceae,4459459,99.67,False,Unclassified,4.0,1.6504854368932038,8.969697893847661e-07,38.12121604885257,0.8969697893847661,23.096972076657728
1233,GCA_003259375.1,158,3.6130802652641214,4373,GCA_003259375.1,165,88,3.7731534415732906,GCA_003259375.1,Arenibacter,Flavobacteriaceae,5193588,99.67,False,Unclassified,5.0,1.0443037974683544,9.627255762297663e-07,31.769944015582293,0.9627255762297663,30.42212820886062
1234,GCA_003259525.1,71,2.6812688821752264,2648,GCA_003259525.1,115,23,4.342900302114804,GCA_003259525.1,Olleya,Flavobacteriaceae,2958257,99.67,False,Unclassified,1.0,1.619718309859155,3.380368913180971e-07,38.874242501581165,0.3380368913180971,24.000619283584893
1235,GCA_003259835.1,61,2.3680124223602483,2576,GCA_003259835.1,102,20,3.9596273291925463,GCA_003259835.1,Flavobacterium,Flavobacteriaceae,2821499,99.65,False,Unclassified,2.0,1.6721311475409837,7.088430653351286e-07,36.15099633209156,0.7088430653351286,21.61971349272142
1236,GCA_003260195.1,265,6.463414634146342,4100,GCA_003260195.1,136,212,3.3170731707317076,GCA_003260195.1,Lutibacter,Flavobacteriaceae,5115381,97.65,False,Unclassified,1.0,0.5132075471698113,1.9548885996957022e-07,26.586484955861547,0.19548885996957022,51.8045478919361
1237,GCA_003260205.1,90,2.823086574654956,3188,GCA_003260205.1,144,36,4.51693851944793,GCA_003260205.1,Winogradskyella,Flavobacteriaceae,3517112,99.34,False,Marine,2.0,1.6,5.68648368320372e-07,40.94268251906678,0.5686483683203719,25.589176574416737
1238,GCA_003268815.1,76,2.4885396201702688,3054,GCA_003268815.1,128,34,4.191224623444663,GCA_003268815.1,Flavobacterium,Flavobacteriaceae,3525384,99.65,False,Unclassified,3.0,1.6842105263157894,8.509711282515607e-07,36.30810147206659,0.8509711282515607,21.557935249039538
1239,GCA_003268855.1,58,2.2780832678711707,2546,GCA_003268855.1,103,20,4.045561665357424,GCA_003268855.1,Flavobacterium,Flavobacteriaceae,2736439,99.29,False,Unclassified,2.0,1.7758620689655173,7.308768805005337e-07,37.640159345777484,0.7308768805005338,21.19542953451548
1240,GCA_003269425.1,103,3.051851851851852,3375,GCA_003269425.1,140,52,4.148148148148148,GCA_003269425.1,Muricauda,Flavobacteriaceae,3772469,99.01,False,Marine,5.0,1.3592233009708738,1.3253919382770277e-06,37.110974271756774,1.3253919382770276,27.30307392850677
1241,GCA_003285545.1,140,3.769520732364028,3714,GCA_003285545.1,150,95,4.038772213247173,GCA_003285545.1,Sinomicrobium,Flavobacteriaceae,4611183,98.35,False,Non_marine,1.0,1.0714285714285714,2.1686408888998766e-07,32.529613333498155,0.21686408888998765,30.36097244459827
1242,GCA_003290185.1,122,2.744039586144849,4446,GCA_003290185.1,207,62,4.65587044534413,GCA_003290185.1,Chryseobacterium,Weeksellaceae,4857652,100.0,False,Non_marine,10.0,1.6967213114754098,2.0586077388829005e-06,42.613180194876044,2.0586077388829005,25.115014414371387
1243,GCA_003293825.1,115,3.011259492013616,3819,GCA_003293825.1,165,64,4.32050274941084,GCA_003293825.1,Elizabethkingia,Weeksellaceae,4101886,100.0,False,Non_marine,2.0,1.434782608695652,4.875805909769311e-07,40.225398755596814,0.48758059097693107,28.035883981173537
1244,GCA_003293835.1,111,3.0553261767134603,3633,GCA_003293835.1,162,60,4.459124690338563,GCA_003293835.1,Elizabethkingia,Weeksellaceae,3959334,100.0,False,Non_marine,2.0,1.4594594594594594,5.051354596505372e-07,40.91597223169351,0.5051354596505372,28.035018010604812
1245,GCA_003293845.1,50,1.9747235387045812,2532,GCA_003293845.1,103,9,4.067930489731437,GCA_003293845.1,Flavobacterium,Flavobacteriaceae,2737708,99.65,False,Unclassified,2.0,2.06,7.305380997535164e-07,37.622712137306095,0.7305380997535165,18.263452493837914
1246,GCA_003298875.1,106,2.612124199112863,4058,GCA_003298875.1,173,64,4.263183834401183,GCA_003298875.1,Elizabethkingia,Weeksellaceae,4340507,100.0,False,Non_marine,3.0,1.6320754716981132,6.911634977204276e-07,39.85709503521132,0.6911634977204275,24.42111025278844
1247,GCA_003312425.1,89,2.762259466170081,3222,GCA_003312425.1,142,47,4.407200496585972,GCA_003312425.1,Flavobacterium,Flavobacteriaceae,3652041,99.29,False,Unclassified,4.0,1.595505617977528,1.0952779555322627e-06,38.88236742139532,1.0952779555322627,24.369934510592845
1248,GCA_003312915.1,194,4.712169055137236,4117,GCA_003312915.1,159,117,3.86203546271557,GCA_003312915.1,Flavobacterium,Flavobacteriaceae,4839571,99.65,False,Non_marine,5.0,0.8195876288659794,1.0331494258478695e-06,32.85415174196225,1.0331494258478695,40.086197722897346
1249,GCA_003314435.2,99,3.0414746543778803,3255,GCA_003314435.2,137,49,4.2089093701996925,GCA_003314435.2,Flavobacterium,Flavobacteriaceae,3738413,99.65,False,Unclassified,4.0,1.3838383838383839,1.0699727397695225e-06,36.646566337106144,1.0699727397695225,26.481825309295683
1250,GCA_003315315.1,57,2.1839080459770117,2610,GCA_003315315.1,108,7,4.137931034482759,GCA_003315315.1,Oceanihabitans,Flavobacteriaceae,2894947,98.18,False,Unclassified,1.0,1.894736842105263,3.454294672752213e-07,37.3063824657239,0.3454294672752213,19.68947963468761
1251,GCA_003318185.1,50,1.3661202185792352,3660,GCA_003318185.1,176,18,4.808743169398907,GCA_003318185.1,Tenacibaculum,Flavobacteriaceae,4062222,99.66,False,Marine,7.0,3.52,1.7231948426255385e-06,43.326041757442106,1.7231948426255386,12.308534590182417
1252,GCA_003331265.1,34,2.37928621413576,1429,GCA_003331265.1,71,18,4.96850944716585,GCA_003331265.1,MAG-121220-bin8,Flavobacteriaceae,1535296,81.19,True,Marine,1.0,2.088235294117647,6.513401975905623e-07,46.245154028929925,0.6513401975905623,22.14556671807912
1253,GCA_003331305.1,36,2.635431918008785,1366,GCA_003331305.1,64,17,4.685212298682284,GCA_003331305.1,UBA7446,Flavobacteriaceae,1463002,87.47,True,Marine,1.0,1.7777777777777777,6.835260648994328e-07,43.7456681535637,0.6835260648994328,24.60693833637958
1254,GCA_003331865.1,18,2.31958762886598,776,GCA_003331865.1,38,11,4.896907216494846,GCA_003331865.1,MAG-121220-bin8,Flavobacteriaceae,833108,61.85,True,Marine,0.0,2.111111111111111,0.0,45.61233357499868,0.0,21.605842219736218
1255,GCA_003331875.1,19,1.8536585365853655,1025,GCA_003331875.1,45,9,4.390243902439024,GCA_003331875.1,MED-G14,Flavobacteriaceae,1079009,67.7,True,Marine,2.0,2.3684210526315788,1.8535526580408504e-06,41.70493480591914,1.8535526580408503,17.60875025138808
1256,GCA_003331885.1,16,1.907032181168057,839,GCA_003331885.1,43,8,5.125148986889154,GCA_003331885.1,MED-G14,Flavobacteriaceae,870081,66.85,True,Marine,1.0,2.6875,1.1493182818611141e-06,49.4206861200279,1.149318281861114,18.389092509777825
1257,GCA_003333325.1,49,1.9110764430577225,2564,GCA_003333325.1,123,9,4.797191887675507,GCA_003333325.1,Ulvibacter_A,Flavobacteriaceae,2762405,93.16,False,Marine,4.0,2.510204081632653,1.4480135968476745e-06,44.52641810306599,1.4480135968476744,17.73816656138401
1258,GCA_003335085.1,100,3.7965072133637054,2634,GCA_003335085.1,105,45,3.986332574031891,GCA_003335085.1,Polaribacter,Flavobacteriaceae,2977909,98.99,False,Marine,3.0,1.05,1.0074182924998716e-06,35.2596402374955,1.0074182924998716,33.58060974999572
1259,GCA_003335675.1,86,3.397866455946266,2531,GCA_003335675.1,123,38,4.859739233504544,GCA_003335675.1,Winogradskyella,Flavobacteriaceae,2811825,99.34,False,Marine,2.0,1.430232558139535,7.112818187476105e-07,43.74383185297805,0.7112818187476105,30.585118206147257
1260,GCA_003336205.1,28,1.2867647058823528,2176,GCA_003336205.1,100,4,4.595588235294118,GCA_003336205.1,Planobacterium,Weeksellaceae,2375938,100.0,False,Non_marine,1.0,3.5714285714285716,4.2088640360144075e-07,42.088640360144076,0.42088640360144075,11.784819300840343
1261,GCA_003337215.1,57,2.176403207331042,2619,GCA_003337215.1,109,7,4.161893852615503,GCA_003337215.1,Oceanihabitans,Flavobacteriaceae,2908142,98.18,False,Marine,1.0,1.912280701754386,3.4386216353946953e-07,37.480975825802176,0.3438621635394695,19.600143321749766
1262,GCA_003337305.1,92,2.8930817610062896,3180,GCA_003337305.1,118,30,3.710691823899371,GCA_003337305.1,Winogradskyella,Flavobacteriaceae,3675157,99.67,False,Unclassified,2.0,1.2826086956521738,5.441944384960969e-07,32.107471871269716,0.5441944384960968,25.032944170820457
1263,GCA_003344925.1,69,2.606724593879864,2647,GCA_003344925.1,100,32,3.7778617302606725,GCA_003344925.1,Flavobacterium,Flavobacteriaceae,2970356,99.65,False,Marine,2.0,1.4492753623188406,6.733199656876145e-07,33.66599828438073,0.6733199656876145,23.229538816222703
1264,GCA_003347605.1,98,2.258584927402627,4339,GCA_003347605.1,201,45,4.632403779672735,GCA_003347605.1,Chryseobacterium,Weeksellaceae,4862476,100.0,False,Non_marine,9.0,2.0510204081632653,1.850908878521971e-06,41.33696495365736,1.8509088785219712,20.154341121683686
1265,GCA_003350375.1,92,2.6736413833188024,3441,GCA_003350375.1,133,51,3.865155478058704,GCA_003350375.1,Flavobacterium,Flavobacteriaceae,3829887,99.47,False,Unclassified,3.0,1.4456521739130435,7.833129280315581e-07,34.72687314273241,0.783312928031558,24.02159645963445
1266,GCA_003350545.1,79,2.8811086797957697,2742,GCA_003350545.1,134,30,4.886943836615609,GCA_003350545.1,Flavobacterium,Flavobacteriaceae,3143612,99.65,False,Unclassified,3.0,1.6962025316455696,9.543162451345777e-07,42.62612561601114,0.9543162451345777,25.130327788543877
1267,GCA_003352465.1,87,1.869359690588741,4654,GCA_003352465.1,188,40,4.039535883111302,GCA_003352465.1,Kordia,Flavobacteriaceae,5482391,99.59,True,Marine,10.0,2.160919540229885,1.8240216722959015e-06,34.29160743916295,1.8240216722959015,15.868988548974343
1268,GCA_003353425.1,56,1.851851851851852,3024,GCA_003353425.1,125,8,4.133597883597884,GCA_003353425.1,Marinirhabdus,Flavobacteriaceae,3293993,98.86,False,Unclassified,3.0,2.232142857142857,9.107487477963675e-07,37.94786449151531,0.9107487477963675,17.00064329219886
1269,GCA_003362725.1,75,2.6978417266187047,2780,GCA_003362725.1,146,35,5.251798561151079,GCA_003362725.1,Winogradskyella,Flavobacteriaceae,3102160,99.01,False,Marine,2.0,1.9466666666666668,6.447120715888284e-07,47.06398122598448,0.6447120715888284,24.176702684581066
1270,GCA_003382275.1,94,2.5147137506688066,3738,GCA_003382275.1,163,47,4.360620652755484,GCA_003382275.1,Muricauda,Flavobacteriaceae,4038636,99.67,False,Marine,2.0,1.7340425531914894,4.952167018765741e-07,40.360161202940795,0.49521670187657413,23.275184988198987
1271,GCA_003384725.1,87,2.0422535211267605,4260,GCA_003384725.1,194,42,4.553990610328638,GCA_003384725.1,Chryseobacterium,Weeksellaceae,4796535,100.0,False,Non_marine,11.0,2.2298850574712645,2.293322158599906e-06,40.44586352439834,2.293322158599906,18.138093436199256
1272,GCA_003384775.1,124,3.555045871559633,3488,GCA_003384775.1,148,62,4.2431192660550465,GCA_003384775.1,Chryseobacterium,Weeksellaceae,3855222,100.0,False,Unclassified,8.0,1.1935483870967742,2.0751074775979178e-06,38.38948833556148,2.0751074775979177,32.16416590276773
1273,GCA_003384935.1,131,4.422687373396354,2962,GCA_003384935.1,134,83,4.523970290344362,GCA_003384935.1,Lutibacter,Flavobacteriaceae,3388514,98.32,False,Unclassified,1.0,1.0229007633587786,2.951146136625081e-07,39.54535823077609,0.2951146136625081,38.660014389788564
1274,GCA_003385115.1,210,4.8331415420023,4345,GCA_003385115.1,151,143,3.4752589182968934,GCA_003385115.1,Flavobacterium,Flavobacteriaceae,5124726,99.29,False,Unclassified,7.0,0.719047619047619,1.3659266856413397e-06,29.46498993312033,1.3659266856413397,40.97780056924019
1275,GCA_003385395.1,92,2.5734265734265733,3575,GCA_003385395.1,129,48,3.6083916083916083,GCA_003385395.1,Epilithonimonas,Weeksellaceae,3777625,100.0,False,Non_marine,5.0,1.4021739130434783,1.3235829390159161e-06,34.148439826610634,1.3235829390159162,24.353926077892858
1276,GCA_003385415.1,85,2.1502656210473057,3953,GCA_003385415.1,166,37,4.199342271692386,GCA_003385415.1,Chryseobacterium,Weeksellaceae,4319169,100.0,False,Marine,3.0,1.9529411764705882,6.945780542507135e-07,38.43331900187281,0.6945780542507135,19.67971153710355
1277,GCA_003385455.1,104,2.248162559446606,4626,GCA_003385455.1,234,55,5.058365758754864,GCA_003385455.1,Chryseobacterium,Weeksellaceae,5267290,100.0,False,Non_marine,16.0,2.25,3.037615168331343e-06,44.42512183684589,3.0376151683313433,19.74449859415373
1278,GCA_003385495.1,109,2.6611328125,4096,GCA_003385495.1,192,57,4.6875,GCA_003385495.1,Chryseobacterium,Weeksellaceae,4591259,100.0,False,Non_marine,13.0,1.761467889908257,2.831467360042202e-06,41.818594856007905,2.831467360042202,23.740764788046157
1279,GCA_003385515.1,92,1.6463851109520402,5588,GCA_003385515.1,248,41,4.438081603435934,GCA_003385515.1,Chryseobacterium,Weeksellaceae,6187872,100.0,False,Non_marine,14.0,2.6956521739130435,2.262490238970683e-06,40.07839851890925,2.262490238970683,14.867792998950206
1280,GCA_003385535.1,79,1.9549616431576344,4041,GCA_003385535.1,160,34,3.959415986142044,GCA_003385535.1,Chryseobacterium,Weeksellaceae,4408720,100.0,False,Non_marine,5.0,2.0253164556962027,1.1341160246057812e-06,36.291712787385,1.1341160246057813,17.919033188771344
1281,GCA_003385595.1,104,2.5434091464905846,4089,GCA_003385595.1,185,60,4.524333577891905,GCA_003385595.1,Chryseobacterium,Weeksellaceae,4470829,100.0,False,Non_marine,8.0,1.7788461538461537,1.78937731682424e-06,41.37935045156055,1.78937731682424,23.26190511871512
1282,GCA_003385855.1,92,2.666666666666667,3450,GCA_003385855.1,137,49,3.971014492753623,GCA_003385855.1,Muricauda,Flavobacteriaceae,3747582,99.34,False,Unclassified,2.0,1.4891304347826086,5.336774485521597e-07,36.556905225822945,0.5336774485521597,24.54916263339935
1283,GCA_003385895.1,192,4.701273261508326,4084,GCA_003385895.1,188,136,4.603330068560235,GCA_003385895.1,Flavobacterium,Flavobacteriaceae,4903770,99.65,False,Unclassified,4.0,0.9791666666666666,8.156989418345477e-07,38.33785026622375,0.8156989418345477,39.153549208058294
1284,GCA_003386165.1,111,3.0171242185376466,3679,GCA_003386165.1,160,43,4.349007882576787,GCA_003386165.1,Winogradskyella,Flavobacteriaceae,4242526,99.67,False,Unclassified,3.0,1.4414414414414414,7.071258962231463e-07,37.71338113190114,0.7071258962231463,26.163658160256414
1285,GCA_003386195.1,136,4.5760430686406455,2972,GCA_003386195.1,115,91,3.869448183041723,GCA_003386195.1,Seonamhaeicola,Flavobacteriaceae,3508581,99.01,False,Unclassified,1.0,0.8455882352941176,2.8501550911892873e-07,32.7767835486768,0.2850155091189287,38.762109240174304
1286,GCA_003386275.1,112,3.00832661831856,3723,GCA_003386275.1,150,42,4.0290088638195005,GCA_003386275.1,Winogradskyella,Flavobacteriaceae,4285759,99.67,False,Unclassified,4.0,1.3392857142857142,9.333235956571519e-07,34.9996348371432,0.933323595657152,26.133060678400255
1287,GCA_003386855.1,225,4.829362524146811,4659,GCA_003386855.1,184,150,3.9493453530800604,GCA_003386855.1,Flavobacterium,Flavobacteriaceae,5432813,99.65,False,Unclassified,6.0,0.8177777777777778,1.1044002434834403e-06,33.86827413349217,1.1044002434834403,41.41500913062902
1288,GCA_003387355.1,108,3.2374100719424463,3336,GCA_003387355.1,136,34,4.07673860911271,GCA_003387355.1,Winogradskyella,Flavobacteriaceae,3802488,99.67,False,Unclassified,2.0,1.2592592592592593,5.259714166093358e-07,35.76605632943483,0.5259714166093358,28.40245649690413
1289,GCA_003387615.1,32,1.0220376876397317,3131,GCA_003387615.1,143,9,4.567230916640051,GCA_003387615.1,Tenacibaculum,Flavobacteriaceae,3423857,99.66,False,Unclassified,5.0,4.46875,1.4603413635557794e-06,41.76576299769529,1.4603413635557794,9.346184726756988
