,orfs,pfam,ko,cog,cazymes,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%
GCA_008711145.1,3453,6041,1434,2312,99,41.52910512597741,66.956269910223,2.8670721112076456
GCA_002471825.1,2700,4852,1159,1820,72,42.92592592592593,67.4074074074074,2.666666666666667
GCA_003688785.1,4691,7887,1746,2948,229,37.22020891068002,62.8437433383074,4.881688339373268
GCA_003443715.1,5142,8356,1752,3005,160,34.072345390898484,58.44029560482302,3.1116297160637885
GCA_014219825.1,3740,6052,1408,2332,109,37.64705882352941,62.35294117647059,2.914438502673797
GCA_003201775.1,4739,8105,1811,3069,178,38.21481325174088,64.76049799535767,3.7560666807343326
GCA_002379575.1,3604,5802,1326,2152,50,36.79245283018868,59.711431742508324,1.3873473917869035
GCA_002352865.1,3055,5266,1194,1893,60,39.08346972176759,61.96399345335516,1.9639934533551555
GCA_003242135.1,2703,4690,1087,1703,63,40.21457639659637,63.00406955234924,2.3307436182019976
GCA_013388355.1,3384,5832,1257,2117,124,37.145390070921984,62.55910165484634,3.664302600472813
GCA_013003555.1,2801,4880,1155,1823,67,41.23527311674402,65.08389860764014,2.3920028561228133
GCA_000800075.1,4780,7139,1605,2745,93,33.57740585774059,57.42677824267782,1.9456066945606694
GCA_014191595.1,2824,4862,1138,1788,69,40.297450424929174,63.31444759206799,2.4433427762039663
GCA_002292245.1,1383,2516,686,1023,32,49.60231381055676,73.96963123644251,2.3138105567606653
GCA_014219125.1,3774,5890,1379,2267,107,36.53948065712772,60.068892421833596,2.8351881293057764
GCA_900142975.1,3534,6352,1477,2475,132,41.79400113186191,70.0339558573854,3.7351443123938877
GCA_002742365.1,3326,5490,1257,2148,74,37.79314491882141,64.58208057726999,2.2248947684906795
GCA_003688405.1,3387,5763,1294,2114,69,38.204901092412165,62.415116622379685,2.0372010628875112
GCA_009670975.1,2259,3536,862,1333,36,38.1584772023019,59.008410801239485,1.593625498007968
GCA_003122675.1,1833,3181,785,1204,33,42.825968357883255,65.68466993998909,1.800327332242226
GCA_900618195.1,2189,3648,836,1354,31,38.19095477386934,61.854728186386474,1.4161717679305619
GCA_003254565.1,4589,7582,1712,2856,224,37.30660274569623,62.23578121595119,4.881237742427544
GCA_002337605.1,3104,5361,1191,1962,53,38.36984536082475,63.20876288659794,1.7074742268041236
GCA_900186645.1,2434,4023,983,1537,56,40.38619556285949,63.14708299096138,2.3007395234182417
GCA_001593385.1,4757,7439,1638,2826,111,34.43346647046458,59.40718940508724,2.333403405507673
GCA_002315095.1,3005,4539,1227,1935,44,40.83194675540766,64.39267886855241,1.464226289517471
GCA_013333255.2,1908,2881,740,1121,32,38.78406708595388,58.75262054507338,1.6771488469601679
GCA_001643375.1,3911,5790,1341,2241,83,34.2879059064178,57.29992329327538,2.1222193812324215
GCA_003663835.1,3294,5799,1270,2075,62,38.554948391013966,62.99332119004251,1.8822100789313905
GCA_000212355.1,2990,5204,1238,1966,81,41.40468227424749,65.75250836120401,2.709030100334448
GCA_902705465.1,3010,4731,1132,1775,40,37.60797342192691,58.97009966777409,1.3289036544850499
GCA_009886755.1,1699,3139,828,1238,29,48.734549735138316,72.86639199529135,1.7068864037669218
GCA_009496935.1,2024,3457,864,1310,38,42.68774703557312,64.72332015810277,1.8774703557312251
GCA_000430545.1,3675,5900,1364,2234,42,37.115646258503396,60.78911564625851,1.1428571428571428
GCA_009498295.1,2958,5251,1230,1962,65,41.58215010141988,66.32860040567951,2.1974306964164976
GCA_002702745.1,1211,2343,651,924,26,53.75722543352601,76.30057803468208,2.1469859620148637
GCA_000801625.1,3087,4444,1177,1868,53,38.127632005183024,60.511823777129905,1.7168772270813086
GCA_013820965.1,2265,2921,722,1183,23,31.876379690949225,52.22958057395144,1.0154525386313467
GCA_003984855.1,2988,5125,1252,1963,75,41.900937081659976,65.69611780455153,2.5100401606425704
GCA_000318255.2,2236,3854,894,1363,83,39.98211091234347,60.95706618962433,3.7119856887298748
GCA_002023065.1,3830,6233,1442,2446,109,37.650130548302876,63.86422976501306,2.845953002610966
GCA_000813825.1,3742,6153,1426,2356,104,38.10796365579904,62.96098343132015,2.779262426509888
GCA_002723075.1,1486,2848,776,1089,37,52.2207267833109,73.28398384925976,2.489905787348587
GCA_900290975.1,2727,4546,1089,1708,63,39.93399339933993,62.63292995966263,2.31023102310231
GCA_002156885.1,4654,7327,1668,2797,112,35.84013751611517,60.098839707778254,2.406532015470563
GCA_900111495.1,4173,6558,1472,2472,130,35.27438293793434,59.23795830337887,3.115264797507788
GCA_002217205.1,3101,4847,1130,1834,84,36.439858110287005,59.14221218961625,2.708803611738149
GCA_001521765.1,3989,6390,1475,2493,110,36.97668588618701,62.49686638255202,2.757583354224116
GCA_902705355.1,2997,4687,1126,1763,40,37.57090423757091,58.82549215882549,1.334668001334668
GCA_900129595.1,4939,8055,1797,3047,209,36.38388337720186,61.69265033407573,4.231625835189309
GCA_900637895.1,2850,4767,1141,1820,57,40.03508771929825,63.859649122807014,2.0
GCA_902728305.1,3203,5045,1183,1919,97,36.93412425850765,59.91258195441773,3.0284108648142367
GCA_002742265.1,4192,6667,1483,2583,95,35.37690839694657,61.617366412213734,2.2662213740458013
GCA_007362475.1,2862,4567,1105,1764,49,38.60936408106219,61.63522012578616,1.7120894479385047
GCA_002700185.1,2518,4518,998,1672,67,39.634630659253375,66.40190627482129,2.660841938046068
GCA_002719315.1,1879,3285,927,1327,39,49.334752527940395,70.62267163384779,2.0755721128259714
GCA_009938095.1,3883,6279,1444,2443,109,37.187741437033225,62.915271697141385,2.807107906258048
GCA_007997065.1,3725,5824,1369,2254,84,36.75167785234899,60.51006711409396,2.2550335570469797
GCA_003146745.1,2188,3779,854,1345,62,39.031078610603295,61.47166361974406,2.83363802559415
GCA_000943555.1,3381,6363,1422,2265,215,42.058562555456966,66.99201419698313,6.359065365276545
GCA_001735745.1,2562,4086,942,1515,63,36.768149882903984,59.133489461358316,2.459016393442623
GCA_002733285.1,2400,4222,1052,1638,48,43.833333333333336,68.25,2.0
GCA_900143665.1,3522,5824,1367,2228,104,38.81317433276548,63.25951164111301,2.9528676888131744
GCA_013365535.1,4526,7069,1538,2606,69,33.98144056562086,57.57843570481661,1.5245249668581529
GCA_004310325.1,3302,5832,1331,2117,135,40.30890369473047,64.11265899454875,4.0884312537855845
GCA_900475375.1,3462,5754,1372,2220,103,39.63027151935298,64.12478336221838,2.975158867706528
GCA_004150225.1,3607,6240,1416,2368,89,39.2570002772387,65.65012475741614,2.4674244524535625
GCA_900106075.1,2801,5037,1212,1903,93,43.27026062120672,67.9400214209211,3.320242770439129
GCA_002150215.1,2597,4349,1016,1623,56,39.12206391990758,62.49518675394686,2.15633423180593
GCA_900446785.1,4151,6330,1403,2430,79,33.799084557937846,58.540110816670676,1.9031558660563719
GCA_003061345.1,4063,5892,1465,2443,147,36.0571006645336,60.127984248092545,3.618016244154566
GCA_002813295.1,4083,6974,1588,2612,204,38.892970854763654,63.97256918932158,4.996326230712711
GCA_000737715.1,4682,7057,1587,2699,91,33.89577103801794,57.64630499786416,1.9436138402392138
GCA_003815895.1,3864,5801,1344,2261,88,34.78260869565217,58.514492753623195,2.2774327122153206
GCA_001418685.1,2092,3506,921,1351,31,44.024856596558315,64.5793499043977,1.4818355640535372
GCA_014305205.1,3085,4911,1111,1820,54,36.01296596434359,58.995137763371154,1.7504051863857375
GCA_013298525.1,2779,4407,1030,1661,72,37.063691975530766,59.76970133141418,2.5908600215905
GCA_009746565.1,3154,5681,1318,2069,178,41.78820545339252,65.5992390615092,5.643627140139505
GCA_014220055.1,4373,6838,1548,2656,95,35.39903956094215,60.73633661102218,2.1724216784815913
GCA_014397005.1,4828,7185,1457,2500,85,30.1781275890638,51.78127589063794,1.7605633802816902
GCA_000321285.1,2014,3419,857,1305,39,42.55213505461767,64.79642502482622,1.9364448857994043
GCA_009826935.1,3847,6526,1457,2374,154,37.87366779308552,61.71042370678451,4.003119313750974
GCA_003865405.1,3232,4831,1134,1803,31,35.086633663366335,55.78589108910891,0.9591584158415841
GCA_000153485.2,3741,5879,1319,2200,77,35.257952419139265,58.80780539962577,2.058273188986902
GCA_003449015.1,4360,7353,1629,2761,208,37.362385321100916,63.325688073394495,4.770642201834862
GCA_903166575.1,3881,6038,1365,2325,86,35.171347590827104,59.90724040195826,2.215923730997166
GCA_002024825.1,3618,5936,1389,2320,111,38.39137645107794,64.12382531785516,3.067993366500829
GCA_900092105.1,3463,5755,1372,2220,103,39.61882760612186,64.10626624314179,2.9742997401097315
GCA_011089875.1,2257,4097,981,1535,36,43.4647762516615,68.01063358440408,1.595037660611431
GCA_000282055.1,4272,7157,1591,2666,282,37.24250936329588,62.40636704119851,6.601123595505618
GCA_002435265.1,3357,5640,1356,2211,143,40.39320822162645,65.86237712243074,4.259755734286565
GCA_007997155.1,3534,5909,1272,2109,67,35.993208828522924,59.67741935483871,1.8958687040181097
GCA_009684775.1,2637,4282,928,1500,80,35.19150549867273,56.882821387940844,3.0337504740235115
GCA_000374405.1,2375,3622,866,1384,35,36.46315789473684,58.27368421052631,1.4736842105263157
GCA_000973105.1,4544,7987,1784,2891,225,39.26056338028169,63.622359154929576,4.951584507042254
GCA_000826655.1,3567,5826,1339,2127,84,37.53854779927109,59.62994112699748,2.3549201009251473
GCA_014218915.1,4168,6225,1366,2345,86,32.773512476007674,56.26199616122841,2.0633397312859887
GCA_002292265.1,1909,3469,886,1348,37,46.4117338920901,70.61288632792038,1.9381875327396543
GCA_003633855.1,4704,7899,1747,2954,231,37.13860544217687,62.797619047619044,4.910714285714286
GCA_003202435.1,4326,7089,1581,2611,240,36.54646324549237,60.35598705501618,5.547850208044383
GCA_900637795.1,2130,3795,952,1441,48,44.69483568075117,67.6525821596244,2.2535211267605635
GCA_009659665.1,2396,3593,880,1324,63,36.727879799666105,55.25876460767947,2.6293823038397326
GCA_007341385.1,4040,6953,1578,2585,206,39.05940594059406,63.98514851485149,5.099009900990099
GCA_900115015.1,3032,5044,1224,1954,53,40.369393139841684,64.44591029023746,1.7480211081794195
GCA_900129705.1,3240,5711,1317,2106,87,40.64814814814815,65.0,2.685185185185185
GCA_002023685.1,3937,6421,1459,2478,106,37.05867411734823,62.94132588265177,2.6924053848107694
GCA_013072765.1,2716,4821,1117,1735,77,41.12665684830633,63.88070692194403,2.8350515463917527
GCA_003860525.1,3043,5079,1174,1933,55,38.580348340453504,63.52283930331909,1.8074268813670717
GCA_013333875.2,1783,2659,692,1053,27,38.81099270891755,59.05776780706674,1.5143017386427369
GCA_003516945.1,1493,2247,633,966,28,42.39785666443402,64.70194239785666,1.8754186202277294
GCA_008017345.1,3864,6493,1489,2508,86,38.5351966873706,64.90683229813664,2.2256728778467907
GCA_009602705.1,4669,6867,1499,2622,83,32.10537588348682,56.15763546798029,1.7776825872777897
GCA_900186545.1,2356,4163,1008,1552,56,42.78438030560272,65.87436332767402,2.3769100169779285
GCA_014220295.1,4349,6694,1525,2605,94,35.065532306277305,59.89882731662451,2.1614164175672568
GCA_900610115.1,2416,4234,1010,1569,50,41.8046357615894,64.94205298013244,2.06953642384106
GCA_001708385.1,3619,5972,1318,2193,112,36.41890024868748,60.59684995855209,3.0947775628626695
GCA_002435115.1,3886,6575,1502,2534,102,38.651569737519296,65.20844055584149,2.624806999485332
GCA_900129795.1,4639,7878,1744,2956,253,37.59430911834447,63.7206294460013,5.453761586548826
GCA_013214425.1,3036,4146,1031,1652,33,33.95915678524374,54.413702239789195,1.0869565217391304
GCA_000797465.1,3208,5643,1253,2007,69,39.05860349127182,62.562344139650875,2.150872817955112
GCA_001913155.1,3701,6349,1440,2454,102,38.90840313428803,66.30640367468253,2.7560118886787355
GCA_902705435.1,2969,4704,1134,1766,40,38.19467834287639,59.48130683731896,1.3472549680026944
GCA_002217365.1,4663,8009,1782,2999,237,38.215740939309455,64.31481878618915,5.082564872399742
GCA_008806755.1,3646,5963,1331,2224,50,36.505759736697755,60.998354360943495,1.3713658804168951
GCA_002831625.1,2790,4667,1123,1766,91,40.25089605734767,63.297491039426525,3.2616487455197127
GCA_009659705.1,2306,3621,877,1341,65,38.03122289679098,58.15264527320034,2.818733738074588
GCA_900168115.1,3706,6629,1495,2475,193,40.339989206691854,66.7835941716136,5.207771181867242
GCA_000242075.2,3556,5674,1345,2230,37,37.82339707536558,62.71091113610798,1.0404949381327335
GCA_900167905.1,3069,5018,1188,1910,60,38.70967741935484,62.235255783642884,1.9550342130987293
GCA_002023695.1,3720,5918,1372,2288,105,36.88172043010753,61.505376344086024,2.82258064516129
GCA_014239895.1,1041,1883,519,749,15,49.85590778097983,71.95004803073968,1.440922190201729
GCA_000799325.1,4584,6918,1594,2724,110,34.77312390924956,59.424083769633505,2.399650959860384
GCA_002302595.1,2792,4394,974,1499,85,34.885386819484246,53.689111747851,3.044412607449857
GCA_003669035.1,4515,6287,1500,2560,102,33.222591362126245,56.69988925802879,2.259136212624585
GCA_001429765.1,4269,7248,1657,2732,219,38.81471070508316,63.99625204966034,5.1300070274068865
GCA_014219595.1,3764,6053,1418,2347,111,37.672688629117964,62.35387885228481,2.948990435706695
GCA_003350375.1,3441,5608,1266,2072,92,36.79163034001744,60.215053763440864,2.6736413833188024
GCA_003755145.1,5076,7721,1688,2911,110,33.25453112687155,57.34830575256107,2.1670606776989754
GCA_009827705.1,1904,3550,908,1366,29,47.689075630252105,71.74369747899159,1.523109243697479
GCA_009663575.1,2222,3498,858,1319,39,38.613861386138616,59.36093609360936,1.7551755175517552
GCA_003331865.1,776,1546,413,600,18,53.22164948453608,77.31958762886599,2.3195876288659796
GCA_002699205.1,4030,6394,1413,2400,91,35.0620347394541,59.553349875930515,2.258064516129032
GCA_002835665.1,3291,5347,1206,2003,63,36.64539653600729,60.86295958675175,1.9143117593436645
GCA_000746845.1,2942,5045,1127,1834,50,38.30727396329028,62.338545207341944,1.699524133242692
GCA_012927325.1,4481,6625,1462,2514,89,32.62664583798259,56.103548315108235,1.9861638027226065
GCA_007116535.1,1128,1967,524,785,14,46.45390070921986,69.59219858156028,1.2411347517730498
GCA_002781485.1,2898,4815,1206,1876,87,41.61490683229814,64.73429951690821,3.002070393374741
GCA_000425445.1,4112,7120,1624,2654,236,39.494163424124515,64.54280155642024,5.739299610894942
GCA_002002525.1,3567,5867,1379,2257,106,38.65993832352117,63.2744603308102,2.971684889262686
GCA_900186755.1,2489,4274,1011,1582,57,40.61872237846525,63.55966251506629,2.2900763358778624
GCA_008806775.1,2864,5062,1163,1816,96,40.607541899441344,63.40782122905028,3.35195530726257
GCA_000812875.1,2165,3978,1019,1534,48,47.06697459584296,70.85450346420323,2.2170900692840645
GCA_004293165.1,2381,4082,972,1511,55,40.823183536329275,63.46073078538429,2.3099538009239815
GCA_003445055.1,2911,3545,928,1507,35,31.87907935417382,51.769151494331844,1.202335967021642
GCA_006778185.1,2430,4191,1001,1571,57,41.193415637860085,64.65020576131687,2.345679012345679
GCA_900142445.1,4596,6945,1555,2661,107,33.833768494342905,57.89817232375979,2.3281114012184507
GCA_008056315.1,3669,6635,1518,2364,227,41.37367130008177,64.43172526573998,6.186971926955573
GCA_002999135.1,2674,4113,938,1413,71,35.07853403141361,52.84218399401646,2.6551982049364247
GCA_900130145.1,2422,4371,1024,1613,58,42.27910817506193,66.597853014038,2.3947151114781176
GCA_013294015.1,3207,4782,1122,1848,57,34.98596819457437,57.62394761459307,1.7773620205799812
GCA_002954685.1,3506,5829,1299,2138,95,37.05077010838562,60.981175128351396,2.709640616086708
GCA_006974145.1,3722,6313,1433,2389,111,38.50080601826974,64.18592154755508,2.982267598065556
GCA_009993865.1,2891,4737,1148,1820,75,39.70944309927361,62.95399515738499,2.5942580421999306
GCA_000468615.2,3967,6720,1577,2547,146,39.75296193597176,64.2046886816234,3.680362994706327
GCA_011065475.1,2782,4984,1142,1812,52,41.049604601006465,65.13299784327822,1.8691588785046727
GCA_008974325.1,3209,5369,1226,1976,54,38.20504830165161,61.576815207229664,1.6827672172016206
GCA_014219435.1,3700,6000,1395,2293,106,37.7027027027027,61.972972972972975,2.864864864864865
GCA_002023545.1,3855,6373,1448,2472,110,37.56160830090791,64.12451361867704,2.853437094682231
GCA_002797785.1,2082,3673,857,1324,62,41.16234390009606,63.59269932756965,2.97790585975024
GCA_003293845.1,2532,4215,1024,1602,50,40.44233807266983,63.270142180094794,1.9747235387045814
GCA_003229235.1,2033,3138,783,1258,32,38.51451057550418,61.878996556812595,1.5740285292670928
GCA_000430665.1,4036,6623,1518,2492,74,37.61149653121903,61.74430128840436,1.8334985133795838
GCA_000427335.1,4004,6217,1492,2406,107,37.26273726273726,60.08991008991009,2.6723276723276723
GCA_000154725.1,4411,6513,1368,2329,85,31.01337565177964,52.79981863523011,1.9270006801178872
GCA_002484365.1,2796,4728,1184,1848,46,42.34620886981402,66.09442060085837,1.6452074391988556
GCA_900105035.1,3217,5753,1318,2157,106,40.96984768417781,67.0500466272925,3.2949953372707492
GCA_900637665.1,5136,7498,1660,2892,95,32.320872274143305,56.30841121495327,1.849688473520249
GCA_900610295.1,2489,4270,1020,1584,56,40.98031337886702,63.64001607071113,2.2498995580554437
GCA_003687485.1,4058,7224,1611,2712,138,39.69935929029078,66.83095120749137,3.4006899950714637
GCA_900142355.1,5187,8336,1845,3126,244,35.56969346443031,60.26604973973395,4.704067861962598
GCA_009865615.1,3708,6010,1382,2320,104,37.27076591154261,62.56742179072277,2.8047464940668827
GCA_002691165.1,691,1280,349,504,11,50.50651230101303,72.93777134587555,1.5918958031837915
GCA_002415215.1,2961,5001,1229,1935,55,41.506247889226614,65.34954407294833,1.8574805808848363
GCA_002325035.1,3644,5998,1384,2319,89,37.980241492864984,63.638858397365524,2.442371020856202
GCA_011751075.1,4576,7220,1598,2699,102,34.92132867132867,58.98164335664335,2.229020979020979
GCA_007197735.1,3401,5995,1423,2291,125,41.840635107321376,67.3625404292855,3.6753895912966774
GCA_003003155.1,3238,5714,1315,2105,87,40.61148857319333,65.00926497838172,2.686843730697962
GCA_001683915.1,3915,6503,1488,2527,97,38.00766283524904,64.54661558109834,2.4776500638569603
GCA_002416265.1,2296,3910,1002,1539,66,43.6411149825784,67.02961672473867,2.8745644599303137
GCA_001439315.1,2046,3434,895,1367,68,43.743890518084065,66.81329423264907,3.3235581622678394
GCA_009495835.1,2617,4375,1082,1646,60,41.34505158578526,62.896446312571655,2.292701566679404
GCA_009886625.1,1796,3244,864,1283,35,48.10690423162583,71.43652561247215,1.9487750556792873
GCA_002690805.1,1324,2364,646,949,25,48.79154078549849,71.67673716012085,1.8882175226586102
GCA_002387575.1,1402,2518,685,1029,34,48.85877318116976,73.39514978601997,2.4251069900142657
GCA_000735715.2,4768,7731,1671,2829,255,35.046140939597315,59.333053691275175,5.348154362416108
GCA_002354765.1,2836,4958,1103,1819,50,38.89280677009873,64.13963328631876,1.7630465444287728
GCA_002222055.1,4928,7992,1776,3002,177,36.038961038961034,60.9172077922078,3.591720779220779
GCA_000735135.1,3675,5782,1331,2227,97,36.21768707482993,60.59863945578231,2.639455782312925
GCA_900113135.1,3743,6758,1500,2513,164,40.07480630510286,67.13865882981565,4.381512156024579
GCA_002208925.2,4588,7031,1590,2730,95,34.655623365300784,59.503051438535316,2.070619006102877
GCA_002711825.1,3821,6072,1396,2325,76,36.53493849777545,60.84794556398848,1.9890081130594084
GCA_003202405.1,4609,7739,1677,2841,316,36.38533304404426,61.64026903883706,6.8561510088956386
GCA_005792865.1,1733,2727,692,1056,44,39.93075591459896,60.93479515291402,2.538949798038084
GCA_900114085.1,2670,4645,1121,1742,35,41.98501872659176,65.2434456928839,1.3108614232209739
GCA_001263145.1,2016,3461,865,1309,45,42.90674603174603,64.93055555555556,2.232142857142857
GCA_002924285.1,4402,6739,1495,2535,77,33.961835529304864,57.587460245343024,1.749204906860518
GCA_002848895.1,3445,5981,1373,2236,190,39.85486211901306,64.90566037735849,5.515239477503629
GCA_003097635.1,2808,4997,1190,1860,79,42.37891737891738,66.23931623931624,2.8133903133903133
GCA_000411575.1,2332,4097,923,1401,85,39.57975986277873,60.077186963979415,3.6449399656946824
GCA_002693185.1,2926,5102,1246,1947,115,42.58373205741627,66.54135338345864,3.93028024606972
GCA_004211785.1,2641,4548,1021,1627,51,38.65959863687997,61.60545248012117,1.9310867095797046
GCA_002477565.1,1583,2878,810,1160,44,51.16866708780796,73.27858496525585,2.779532533164877
GCA_002285635.2,3959,6587,1497,2538,106,37.81257893407426,64.10709775195757,2.677443798939126
GCA_014305115.1,3105,5444,1344,2089,85,43.28502415458937,67.27858293075684,2.737520128824477
GCA_004525075.1,2470,3350,881,1446,49,35.66801619433198,58.54251012145749,1.9838056680161944
GCA_000423065.1,3179,5753,1309,2160,107,41.17647058823529,67.94589493551432,3.3658383139351997
GCA_004214265.1,1382,2575,706,1037,31,51.085383502170764,75.03617945007235,2.2431259044862517
GCA_003293835.1,3633,5937,1398,2321,111,38.48059454995871,63.886595100467936,3.05532617671346
GCA_002375495.1,3076,5253,1177,1960,54,38.26397919375813,63.71911573472041,1.7555266579973992
GCA_900156075.1,2768,4566,1108,1748,73,40.028901734104046,63.150289017341045,2.63728323699422
GCA_002782545.1,2571,4176,1028,1614,54,39.98444185141968,62.77712952158693,2.100350058343057
GCA_001641085.1,2929,5176,1149,1855,62,39.22840559918061,63.33219528849436,2.116763400477979
GCA_004337695.1,4409,6723,1432,2432,102,32.47902018598322,55.15990020412792,2.31344976185076
GCA_014220725.1,3747,6054,1408,2333,109,37.57672804910595,62.263143848412064,2.9089938617560716
GCA_900112975.1,3079,5314,1294,2032,71,42.02663202338422,65.9954530691783,2.305943488145502
GCA_009828165.1,1901,3543,906,1362,29,47.65912677538138,71.64650184113624,1.5255128879537085
GCA_004634185.1,2647,4556,1039,1668,69,39.251983377408386,63.014733660748014,2.6067245938798638
GCA_008081175.1,1406,2568,708,1050,23,50.355618776671406,74.67994310099573,1.6358463726884778
GCA_002163875.1,2861,5002,1147,1866,81,40.090877315623906,65.22195036700454,2.8311779098217404
GCA_900186665.1,2376,4205,1016,1574,56,42.76094276094276,66.24579124579124,2.356902356902357
GCA_014219685.1,3744,5994,1380,2315,113,36.858974358974365,61.83226495726496,3.018162393162393
GCA_001640115.1,3469,5849,1418,2241,121,40.87633323724416,64.60074949553186,3.488036898241568
GCA_000174755.1,2467,3728,873,1346,44,35.387109850020266,54.560194568301576,1.783542764491285
GCA_900610285.1,2442,4274,1019,1581,55,41.72809172809173,64.74201474201475,2.2522522522522523
GCA_900116115.1,3075,5547,1355,2094,116,44.06504065040651,68.09756097560977,3.7723577235772363
GCA_008086165.1,3275,5398,1259,1999,61,38.44274809160305,61.038167938931295,1.8625954198473282
GCA_002302415.1,2704,3852,890,1388,48,32.91420118343195,51.33136094674556,1.7751479289940828
GCA_000828715.1,3490,5704,1313,2128,111,37.62177650429799,60.97421203438395,3.1805157593123212
GCA_013001935.1,2232,3476,841,1416,68,37.67921146953405,63.44086021505376,3.046594982078853
GCA_002169155.2,847,1535,449,632,10,53.010625737898465,74.61629279811099,1.1806375442739079
GCA_000424645.1,3758,6168,1423,2355,77,37.86588610963278,62.6663118680149,2.0489622139435872
GCA_900104195.1,2498,4448,1068,1684,62,42.75420336269015,67.41393114491594,2.481985588470777
GCA_900102265.1,3613,6050,1357,2250,114,37.55881538887351,62.27511763077774,3.1552726266260724
GCA_002726785.1,1803,2637,601,981,34,33.33333333333333,54.409317803660564,1.8857459789240156
GCA_002380515.1,3556,6276,1426,2334,173,40.10123734533184,65.6355455568054,4.865016872890888
GCA_001670785.1,2070,3444,861,1309,38,41.594202898550726,63.23671497584541,1.8357487922705313
GCA_009690705.1,1920,3445,858,1302,40,44.6875,67.8125,2.083333333333333
GCA_003298875.1,4058,6436,1447,2476,106,35.65795958600296,61.0152784622967,2.612124199112863
GCA_900105145.1,3409,5952,1407,2218,124,41.27310061601643,65.0630683484893,3.637430331475506
GCA_008033385.1,3455,6260,1416,2275,139,40.98408104196816,65.8465991316932,4.0231548480463095
GCA_014284085.1,3358,5914,1322,2109,110,39.368671828469324,62.805241215008934,3.275759380583681
GCA_001589345.1,2070,3443,862,1313,38,41.64251207729468,63.42995169082125,1.8357487922705313
GCA_013042535.1,2552,4633,1070,1711,64,41.92789968652038,67.04545454545455,2.507836990595611
GCA_008017365.1,3891,6817,1512,2578,98,38.858905165767155,66.25546132099717,2.5186327422256487
GCA_013249045.1,3214,5555,1289,2025,110,40.10578718108276,63.00560049782204,3.422526446795271
GCA_000732625.1,2910,4725,1120,1802,75,38.48797250859107,61.92439862542955,2.5773195876288657
GCA_004151275.1,2712,4384,1004,1624,31,37.02064896755162,59.882005899705014,1.1430678466076696
GCA_001278115.1,4064,6646,1461,2430,152,35.9498031496063,59.79330708661418,3.740157480314961
GCA_902705445.1,2912,4629,1129,1744,40,38.770604395604394,59.89010989010989,1.3736263736263736
GCA_003487285.1,2600,4084,989,1681,88,38.03846153846154,64.65384615384615,3.3846153846153846
GCA_014295415.1,2716,4874,1099,1769,53,40.4639175257732,65.13254786450663,1.95139911634757
GCA_003511565.1,2599,4368,1079,1718,60,41.51596767987687,66.10234705656022,2.308580223162755
GCA_002785365.1,2791,4786,1142,1788,83,40.91723396632032,64.06305983518452,2.973844500179147
GCA_000496055.1,3786,6075,1386,2330,112,36.608557844690964,61.54252509244586,2.958267300581088
GCA_900142635.1,3521,5630,1322,2180,37,37.54615166145982,61.914228912240844,1.050837830161886
GCA_002023435.1,3499,5796,1365,2238,106,39.01114604172621,63.96113175192912,3.0294369819948557
GCA_002899895.2,4412,6473,1473,2533,86,33.38621940163191,57.41160471441523,1.9492293744333637
GCA_009663465.1,2180,3485,858,1307,36,39.357798165137616,59.95412844036697,1.651376146788991
GCA_014297365.1,3358,5914,1322,2109,110,39.368671828469324,62.805241215008934,3.275759380583681
GCA_003384935.1,2962,5556,1362,2084,131,45.98244429439568,70.35786630654964,4.422687373396354
GCA_007997115.1,3480,5829,1368,2213,100,39.310344827586206,63.5919540229885,2.8735632183908044
GCA_011050675.1,4132,6964,1577,2641,127,38.16553727008712,63.915779283639885,3.073572120038722
GCA_000255455.1,3535,5658,1308,2045,128,37.001414427157,57.85007072135785,3.6209335219236207
GCA_001800905.1,1906,3713,964,1423,47,50.577124868835256,74.65897166841553,2.465897166841553
GCA_002337005.1,3078,4943,1169,1863,101,37.97920727745289,60.526315789473685,3.2813515269655618
GCA_009711055.1,2895,4949,1193,1899,32,41.20898100172711,65.5958549222798,1.1053540587219344
GCA_004362665.1,2808,4780,1094,1736,75,38.960113960113965,61.82336182336182,2.6709401709401708
GCA_002721275.1,1524,2690,744,1105,32,48.818897637795274,72.50656167979002,2.099737532808399
GCA_008017825.1,3145,5251,1205,1953,43,38.3147853736089,62.09856915739269,1.3672496025437202
GCA_900141785.1,4726,7693,1658,2833,121,35.0825222175201,59.94498518831993,2.5603046974185357
GCA_009730675.1,2465,4403,1012,1606,56,41.054766734279916,65.15212981744422,2.2718052738336714
GCA_014219705.1,3741,6053,1408,2331,109,37.63699545576049,62.30954290296712,2.913659449345095
GCA_002709185.1,1024,2004,510,736,29,49.8046875,71.875,2.83203125
GCA_003533615.1,4168,4791,1224,2133,83,29.366602687140116,51.175623800383875,1.9913627639155471
GCA_014220365.1,4346,6694,1526,2605,94,35.112747353888636,59.94017487344685,2.1629084215370455
GCA_003538555.1,1234,2054,594,859,33,48.13614262560778,69.61102106969206,2.674230145867099
GCA_002291765.1,2547,4570,1029,1671,46,40.40047114252061,65.60659599528857,1.8060463290145268
GCA_000737765.1,5116,7318,1642,2831,92,32.09538702111024,55.336200156372165,1.7982799061767005
GCA_002484185.1,3310,5294,1307,2070,66,39.48640483383686,62.53776435045317,1.9939577039274923
