ACCESION,HISTORY,MEROPS ID,NAME,Related EC entry
,,M14.A18,CG3108 g.p. (Drosophila melanogaster),
,,M14.A19,CG3097 g.p. (Drosophila melanogaster),
,,M14.A20,silver protein domain 2 (Drosophila melanogaster),
,,M14.A21,CG11428 g.p. (Drosophila melanogaster),
,,M14.A22,T06A4.1 g.p. (Caenorhabditis elegans),
,,M14.A23,Y47G6A.19 g.p. (Caenorhabditis elegans),
,,M14.A24,T06A4.3 g.p. (Caenorhabditis elegans),
,,M14.A25,Y59C2A.1 g.p. (Caenorhabditis elegans),
,,M14.A26,F02D8.4 g.p. (Caenorhabditis elegans),
,,M14.A27,W01A8.6 g.p. (Caenorhabditis elegans),
,,M14.A28,Y18H1A.9 g.p. (Caenorhabditis elegans),
,,M14.A29,F59A3.1 g.p. (Caenorhabditis elegans),
,,M14.A30,T27A8.1 g.p. (Caenorhabditis elegans),
,,M14.A31,ccpp-6 g.p. (Caenorhabditis elegans),
,,M14.A32,Cg31019-pa (Drosophila melanogaster),
,,M14.A33,DDB_G0288963 g.p. (Dictyostelium discoideum),
,,M14.A34,ZC434.9 g.p. (Caenorhabditis elegans),
,,M14.A35,PFA0170c g.p. (Plasmodium falciparum),
,,M14.A36,cytosolic carboxypeptidase-1 (Caenorhabditis elegans),
,,M14.UNA,subfamily M14A non-peptidase homologues,
,,M14.UNB,subfamily M14B non-peptidase homologues,
,,M14.UNC,hypothetical protein YcjI (Escherichia coli),
,,M14.UND,subfamily M14D non-peptidase homologues,
,,M14.UNW,family M14 non-peptidase homologues,
,,M14.UPA,subfamily M14A unassigned peptidases,
,,M14.UPB,subfamily M14B unassigned peptidases,
,,M14.UPC,subfamily M14C unassigned peptidases,
,,M14.UPD,subfamily M14D unassigned peptidases,
,,M14.UPW,family M14 unassigned peptidases,
,,M15.002,DD-carboxypeptidase pdcA (Myxococcus-type),
,,M15.003,van XYc peptidase,
,,M15.012,Aad peptidase,
,,M15.020,Ply118 L-Ala-D-Glu peptidase,
,,M15.021,Ply500 L-Ala-D-Glu peptidase,
,,M15.022,L-alanyl-D-glutamate peptidase (bacteriophage T5),
,,M15.023,lysin LysA2 (Lactobacillus casei bacteriophage A2) and similar,
,,M15.024,DacB metallopeptidase (Streptococcus pneumoniae),
,,M15.950,Ply511 amidase,EC 3.5.1.28
,,M15.A05,ycdD g.p. (Bacillus subtilis),
,,M15.UNA,subfamily M15A non-peptidase homologues,
,,M15.UNB,subfamily M15B non-peptidase homologues,
,,M15.UNC,subfamily M15C non-peptidase homologues,
,,M15.UND,subfamily M15D non-peptidase homologues,
,,M15.UPA,subfamily M15A unassigned peptidases,
,,M15.UPB,subfamily M15B unassigned peptidases,
,,M15.UPC,subfamily M15C unassigned peptidases,
,,M15.UPD,subfamily M15D unassigned peptidases,
,,M16.004,chloroplast (stromal) processing peptidase,
,,M16.006,pqqF protein,
,,M16.007,Axl1 peptidase,
,,M16.008,Ste23 peptidase,
,,M16.009,eupitrilysin,
,,M16.011,falcilysin,
,,M16.012,PreP1 peptidase (Arabidopsis-type),
,,M16.013,CYM1 peptidase (Saccharomyces cerevisiae),
,,M16.015,hydrogenosomal processing peptidase,
,,M16.016,YMXG peptidase,
,,M16.017,plinsulysin,
,,M16.018,PreP2 peptidase (Arabidopsis-type),
,,M16.019,YMXG peptidase,
,,M16.020,Iph1 peptidase (Schizosaccharomyces pombe) and similar,
,,M16.021,toxolysin-1,
,,M16.022,toxolysin-4,
,,M16.970,SPH2682 protein (Sphingomonas sp. strain A1),
,,M16.971,mitochondrial processing peptidase non-peptidase alpha subunit,
,,M16.973,ubiquinol-cytochrome c reductase core protein I,
,,M16.974,ubiquinol-cytochrome c reductase core protein II,
,,M16.975,Mername-AA224 non-peptidase homologue,
,,M16.977,mitochondrial processing peptidase beta-like protein,
,,M16.978,protein similar to mitochondrial processing peptidase beta (Rattus norvegicus),
,,M16.980,mitochondrial processing peptidase beta subunit domain 2,
,,M16.981,ubiquinol-cytochrome c reductase core protein domain 2,
,,M16.982,insulysin unit 2,
,,M16.983,nardilysin unit 2,
,,M16.984,insulysin unit 3,
,,M16.985,mitochondrial processing peptidase subunit alpha unit 2,
,,M16.986,Fjoh_2253 protein (Flavobacterium johnsoniae),
,,M16.987,nardilysin unit 3,
,,M16.A01,At3g57470 (Arabidopsis thaliana),
,,M16.A02,At2g41790 (Arabidopsis thaliana)-like peptidase,
,,M16.A03,At5g56730 (Arabidopsis thaliana)-like peptidase,
,,M16.A04,insulysin homologue (Saccharomyces cerevisiae),
,,M16.A05,PqqL protein (Escherichi coli),
,,M16.A06,CG2025 g.p. (Drosophila melanogaster),
,,M16.A07,CG10588 g.p. (Drosophila melanogaster),
,,M16.A08,C02G6.1 g.p. (Caenorhabditis elegans),
,,M16.A09,F44E7.4 g.p. (Caenorhabditis elegans),
,,M16.A10,C28F5.4 g.p. (Caenorhabditis elegans),
,,M16.A11,C02G6.2 g.p. (Caenorhabditis elegans),
,,M16.A12,C05D11.1 g.p. (Caenorhabditis elegans),
,,M16.A13,Y70C5C.1 g.p. (Caenorhabditis elegans),
,,M16.A14,DDB_G0287851 g.p. (Dictyostelium discoideum),
,,M16.A15,BSSC8_26020 g.p. (Bacillus subtilis),
,,M16.A16,albF g.p. (Bacillus subtilis),
,,M16.A17,DDB_G0287909 g.p. (Dictyostelium discoideum),
,,M16.A18,DDB_G0290415 g.p. (Dictyostelium discoideum),
,,M16.A19,cym1 g.p. (Schizosaccharomyces pombe),
,,M16.A20,ymfH g.p. (Bacillus subtilis),
,,M16.A21,PF14_0382 g.p. (Plasmodium falciparum),
,,M16.A22,PF11_0189 g.p. (Plasmodium falciparum),
,,M16.P01,LOC133083 g.p. (Homo sapiens),
,,M16.UNA,subfamily M16A non-peptidase homologues,
,,M16.UNB,subfamily M16B non-peptidase homologues,
,,M16.UNC,subfamily M16C non-peptidase homologues,
,,M16.UNW,family M16 non-peptidase homologues,
,,M16.UPA,subfamily M16A unassigned peptidases,
,,M16.UPB,subfamily M16B unassigned peptidases,
,,M16.UPC,subfamily M16C unassigned peptidases,
,,M16.UPW,family M16 unassigned peptidases,
,,M17.004,PepB aminopeptidase,EC 3.4.11.23
,,M17.005,Mername-AA040 peptidase,
,,M17.006,leucyl aminopeptidase-1 (Caenorhabditis-type),
,,M17.008,M17 aminopeptidase (Plasmodium spp.),
,,M17.009,aminopeptidase yspII (Schizosaccharomyces sp.),
,,M17.010,leucyl aminopeptidase (Bacillus-type),
,,M17.011,leucyl aminopeptidase (Fasciola-type),
,,M17.012,PwLAP aminopeptidase,
,,M17.013,cysteinylglycinase (Treponema denticola)-like peptidase,
,,M17.014,LAPTc aminopeptidase,
,,M17.015,aminopeptidase pepZ (Staphylococcus sp.),
,,M17.016,aminopeptidase A/I (Helicobacter-type),
,,M17.950,similar to cytosol aminopeptidase (Rattus norvegicus),
,,M17.A01,At4g30920 (Arabidopsis thaliana),
,,M17.A02,At4g30910 (Arabidopsis thaliana),
,,M17.A03,At2g24200 (Arabidopsis thaliana),
,,M17.A04,CG7340 g.p. (Drosophila melanogaster),
,,M17.A05,ZK353.6 (Caenorhabditis elegans),
,,M17.UNW,family M17 non-peptidase homologues,
,,M17.UPW,family M17 unassigned peptidases,
,,M18.003,aspartyl aminopeptidase (Plasmodium-type),
,,M18.004,apeA putative peptidase,
,,M18.A01,At5g60160 (Arabidopsis thaliana)-like peptidase,
,,M18.A02,At5g04710 (Arabidopsis thaliana),
,,M18.UNW,family M18 non-peptidase homologues,
,,M18.UPW,family M18 unassigned peptidases,
,,M19.002,membrane-bound dipeptidase-2,
,,M19.003,dipeptidase AC,
,,M19.004,membrane-bound dipeptidase-3,
,,M19.006,Mername-AA159 peptidase,
,,M19.007,thermostable dipeptidase (Brevibacillus-type),
,,M19.008,Mername-AA290 peptidase,
,,M19.011,dipeptidase 2 homologue (rodent),
,,M19.012,Caul_3875-type dipeptidase,
,,M19.013,GliJ g.p. (Aspergillus fumigatus),
,,M19.950,Mername-AA306 protein,
,,M19.A01,CG6154 g.p. (Drosophila melanogaster),
,,M19.A02,CG42750 g.p. (Drosophila melanogaster),
,,M19.UNW,family M19 non-peptidase homologues,
,,M19.UPW,family M19 unassigned peptidases,
,,M20.002,Gly-Xaa carboxypeptidase,EC 3.4.17.4
,,M20.004,peptidase V,
,,M20.005,carnosine dipeptidase II,EC 3.4.13.18
,,M20.006,carnosine dipeptidase I,EC 3.4.13.20
,,M20.007,Xaa-His dipeptidase,EC 3.4.13.3
,,M20.009,Mername-AA028 peptidase,
,,M20.010,DapE peptidase,EC 3.5.1.18
,,M20.011,carboxypeptidase PM20D1,
,,M20.012,Pep581 peptidase,
,,M20.013,Xaa-methyl-His dipeptidase,EC 3.4.13.5
,,M20.014,indoleacetyl amino acid hydrolase,
,,M20.015,YxeP putative peptidase,
,,M20.016,BT3549 putative peptidase,
,,M20.017,Dug1 peptidase,
,,M20.018,BC4143 protein,
,,M20.019,HMRA peptidase (Staphylococcus-type),
,,M20.020,p-aminobenzoyl-glutamate hydrolase subunit A,
,,M20.021,cytosolic beta-alanyl-lysine dipeptidase,
,,M20.022,LysK isopeptidase (Thermus thermophilus),
,,M20.973,aminoacylase,EC 3.5.1.14
,,M20.974,acetylornithine deacetylase ArgE,EC 3.5.1.16; EC 2.3.2.5
,,M20.975,acetyl-lysine deacetylase,
,,M20.976,allantoate amidohydrolase,EC 3.5.3.9
,,M20.A01,At1g51780 (Arabidopsis thaliana),
,,M20.A02,At3g02875 (Arabidopsis thaliana)-type peptidase,
,,M20.A03,At5g56650 (Arabidopsis thaliana),
,,M20.A04,At1g51760 (Arabidopsis thaliana)-type peptidase,
,,M20.A05,At1g44350 (Arabidopsis thaliana)-type peptidase,
,,M20.A06,At5g54140 (Arabidopsis thaliana),
,,M20.A07,At4g20070 (Arabidopsis thaliana),
,,M20.A08,YgeY protein (Escherichia coli),
,,M20.A14,pes-9 g.p. (Caenorhabditis elegans),
,,M20.A15,Y71H2AM.11 g.p. (Caenorhabditis elegans),
,,M20.A16,C44E12.1 g.p. (Caenorhabditis elegans),
,,M20.A18,DDB_G0279291 g.p. (Dictyostelium discoideum),
,,M20.A19,ylmB g.p. (Bacillus subtilis),EC 3.5.1.16
,,M20.A20,rocB g.p. (Bacillus subtilis),
,,M20.A21,yodQ g.p. (Bacillus subtilis),
,,M20.A22,BSn5_04310 g.p. (Bacillus subtilis),
,,M20.A23,Bsubs1_010100013116 g.p. (Bacillus subtilis),
,,M20.A24,PF1185 g.p. (Pyrococcus furiosus),
,,M20.A25,PFC_08320 g.p. (Pyrococcus furiosus),
,,M20.A26,amhX g.p. (Bacillus subtilis),
,,M20.A27,ykuR g.p. (Bacillus subtilis),
,,M20.UNA,subfamily M20A non-peptidase homologues,
,,M20.UNB,subfamily M20B non-peptidase homologues,
,,M20.UNC,subfamily M20C non-peptidase homologues,
,,M20.UND,subfamily M20D non-peptidase homologues,
,,M20.UNF,subfamily M20F non-peptidase homologues,
,,M20.UNW,family M20 non-peptidase homologues,
,,M20.UPA,subfamily M20A unassigned peptidases,
,,M20.UPB,subfamily M20B unassigned peptidases,
,,M20.UPC,subfamily M20C unassigned peptidases,
,,M20.UPD,family M20D unassigned peptidases,
,,M20.UPF,subfamily M20F unassigned peptidases,
,,M20.UPW,family M20 unassigned peptidases,
,,M23.003,Mername-AA291 peptidase,
,,M23.005,zoocin A,
,,M23.007,enterolysin A,
,,M23.008,gp13 peptidase (bacteriophage phi-29),
,,M23.009,Mername-AA292 peptidase,
,,M23.010,LytH peptidase,
,,M23.011,YebA peptidase,
,,M23.012,ALE-1 glycylglycine endopeptidase (Staphylococcus capitis),
,,M23.013,LytM glycyl-glycine endopeptidase (Staphylococcus aureus),
,,M23.014,"ShyA D,D-endopeptidase (Vibrio cholerae)",
,,M23.950,YibP g.p. (Escherichia sp.),
,,M23.951,DipM g.p. (Caulobacter sp.),
,,M23.A03,BSSC8_21440 g.p. (Bacillus subtilis),
,,M23.A04,yomI g.p. (Bacillus subtilis),
,,M23.A06,yunA g.p. (Bacillus subtilis),
,,M23.UNA,subfamily M23A unassigned peptidases,
,,M23.UNB,subfamily M23B non-peptidase homologues,
,,M23.UNW,family M23 non-peptidase homologues,
,,M23.UPA,subfamily M23A unassigned peptidases,
,,M23.UPB,subfamily M23B unassigned peptidases,
,,M23.UPW,family M23 unassigned peptidases,
,,M24.006,bacillus Xaa-Pro aminopeptidase,
,,M24.008,hyperthermophile prolidase,
,,M24.009,aminopeptidase P1,
,,M24.017,methionyl aminopeptidase 1 (eukaryote),
,,M24.026,aminopeptidase P3,
,,M24.028,mitochondrial methionyl aminopeptidase,
,,M24.031,leucine aminopeptidase (Thermotoga-type),
,,M24.032,Mername-AA273 peptidase,
,,M24.033,aminopeptidase P (Streptomyces-type),
,,M24.034,PH0974 dipeptidase,
,,M24.035,methionyl aminopeptidase (archaean-type) (Pyrococcus furiosus),
,,M24.036,methionyl aminopeptidase 1 (Staphylococcus-type),
,,M24.037,At4g36760 g.p. (Arabidopsis thaliana) and similar,
,,M24.038,aminopeptidase P (Plasmodium falciparum-type),
,,M24.039,YdpF (Escherischia coli),
,,M24.950,Mername-AA020 peptidase homologue,
,,M24.973,proliferation-association protein 1,
,,M24.974,FACT complex subunit SPT16,
,,M24.975,proliferation-associated protein 1-like (Homo sapiens chromosome X),
,,M24.976,Mername-AA226 peptidase homologue (Homo sapiens),
,,M24.977,Mername-AA227 peptidase homologue (Homo sapiens),
,,M24.978,proliferation-associated protein 2G4,
,,M24.A02,At2g44180 (Arabidopsis thaliana),
,,M24.A04,At3g05350 (Arabidopsis thaliana)-type peptidase,
,,M24.A05,At1g13270 (Arabidopsis thaliana)-type peptidase,
,,M24.A06,At4g37040 (Arabidopsis thaliana)-type peptidase,
,,M24.A07,At3g25740 (Arabidopsis thaliana),
,,M24.A09,YFR006W g.p. (Saccharomyces cerevisiae),
,,M24.A10,FRA1 g.p. (Saccharomyces cerevisiae),
,,M24.A11,SPBC4F6.19c g.p. (Schizosaccharomyces pombe),
,,M24.A12,CG5188 g.p. (Drosophila melanogaster),
,,M24.A13,MAL8P1.140 g.p. (Plasmodium falciparum),
,,M24.UNA,subfamily M24A non-peptidase homologues,
,,M24.UNB,subfamily M24B non-peptidase homologues,
,,M24.UNW,family M24 non-peptidase homologues,
,,M24.UPA,subfamily M24A unassigned peptidases,
,,M24.UPB,subfamily M24B unassigned peptidases,
,,M26.002,ZmpB metallopeptidase (Streptococcus sp),
,,M26.003,ZmpC metallopeptidase,
,,M26.004,IgA1 peptidase (Streptococcus suis),
,,M26.UNW,family M26 non-peptidase homologues,
,,M26.UPW,family M26 unassigned peptidases,
,,M27.003,VAMP-cleaving peptidase (Weissella oryzae),
,,M27.004,botulinum neurotoxin X,
,,M27.UNW,family M27 non-peptidase homologues,
,,M27.UPW,family M27 unassigned peptidases,
,,M28.004,aminopeptidase AC,
,,M28.005,IAP aminopeptidase,
,,M28.006,Mername-AA063 peptidase,
,,M28.007,ALTERED MERISTEM PROGRAM1-like peptidase,
,,M28.008,secreted aminopeptidase (Pseudomonas-type),
,,M28.009,YwaD peptidase,
,,M28.011,NAALADASE L peptidase,
,,M28.012,glutamate carboxypeptidase III,
,,M28.014,carboxypeptidase Q,
,,M28.015,aminopeptidase ES-62 (Acanthocheilonema viteae),
,,M28.016,Mername-AA103 peptidase,
,,M28.018,Fxna peptidase,
,,M28.019,aminopeptidase SSAP (Streptomyces septatus),
,,M28.020,AM-1 aminopeptidase,
,,M28.021,AaaA aminopeptidase,
,,M28.022,leucine aminopeptidase-1 (Aspergillus fumigatus),
,,M28.972,transferrin receptor protein,
,,M28.973,transferrin receptor 2 protein,
,,M28.974,glutaminyl cyclase,
,,M28.975,glutamate carboxypeptidase II (Homo sapiens)-type non-peptidase homologue,
,,M28.976,protein similar to glutamate carboxypeptidase II (rodent),
,,M28.978,nicalin,
,,M28.979,glutaminyl-peptide cyclotransferase-like non-peptidase homologue,
,,M28.A01,BSNT_05883 g.p. (Bacillus subtilis),
,,M28.A02,At5g19740 (Arabidopsis thaliana)-type peptidase,
,,M28.A03,At5g20660 (Arabidopsis thaliana),
,,M28.A04,At1g67420 (Arabidopsis thaliana),
,,M28.A05,hypothetical 47 kDa protein (Saccharomyces cerevisiae),
,,M28.A07,Cg33012 g.p. (Drosophila melanogaster),
,,M28.A08,Cg33013-pb protein (Drosophila melanogaster),
,,M28.A09,Lp07082 (Drosophila melanogaster),
,,M28.A10,Cg30047 g.p. (Drosophila melanogaster),
,,M28.A11,Re28322p (Drosophila melanogaster),
,,M28.A12,CG13160 g.p. (Drosophila melanogaster),
,,M28.A13,CG11961 g.p. (Drosophila melanogaster),
,,M28.A14,CG10051 g.p. (Drosophila melanogaster),
,,M28.A15,CG10062 g.p. (Drosophila melanogaster),
,,M28.A16,Cg10081 g.p. (Drosophila melanogaster),
,,M28.A17,CG10073 g.p. (Drosophila melanogaster),
,,M28.A18,C35C5.2 g.p. (Caenorhabditis elegans),
,,M28.A19,R57.1 g.p. (Caenorhabditis elegans),
,,M28.A20,B0495.7 g.p. (Caenorhabditis elegans),
,,M28.UNA,subfamily M28A non-peptidase homologues,
,,M28.UNB,subfamily M28B non-peptidase homologues,
,,M28.UNC,subfamily M28C non-peptidase homologues,
,,M28.UND,subfamily M28D non-peptidase homologues,
,,M28.UNE,subfamily M28E non-peptidase homologues,
,,M28.UNF,subfamily M28F non-peptidase homologues,
,,M28.UNW,family M28 non-peptidase homologues,
,,M28.UPA,subfamily M28A unassigned peptidases,
,,M28.UPB,subfamily M28B unassigned peptidases,
,,M28.UPC,subfamily M28C unassigned peptidases,
,,M28.UPD,subfamily M28D unassigned peptidases,
,,M28.UPE,subfamily M28E unassigned peptidases,
,,M28.UPF,subfamily M28F unassigned peptidases,
,,M28.UPW,family M28 unassigned peptidases,
,,M29.001,aminopeptidase T,
,,M29.002,aminopeptidase II (Bacillus-type),
,,M29.004,PepS aminopeptidase,
,,M29.UNW,family M29 non-peptidase homologues,
,,M29.UPW,family M29 unassigned peptidases,
,,M30.001,hyicolysin,
,,M30.UNW,family M30 non-peptidase homologues,
,,M30.UPW,family M30 unassigned peptidases,
,,M32.003,TcMCP1 carboxypeptidase,
,,M32.004,TcMCP2 carboxypeptidase (Trypanosoma cruzi),
,,M32.005,LmaCP1 carboxypeptidase (Leishmania major) and similar,
,,M32.006,ypwA peptidase,
,,M32.UNW,family M32 non-peptidase homologues,
,,M32.UPW,family M32 unassigned peptidases,
,,M34.002,Zmp1 peptidase (Clostridium difficile-type),
,,M34.003,Pro-Pro endopeptidase 2,
,,M34.UNW,family M34 non-peptidase homologues,
,,M34.UPW,family M34 unassigned peptidases,
,,M35.001,penicillolysin,
,,M35.003,EcpA peptidase,
,,M35.005,AVR-Pita peptidase (Magnaporthe sp.),
,,M35.UNW,family M35 non-peptidase homologues,
,,M35.UPW,family M35 unassigned peptidases,
,,M36.001,fungalysin,
,,M36.UNW,family M36 non-peptidase homologues,
,,M36.UPW,family M36 unassigned peptidases,
,,M38.002,Pro-Hyp dipeptidase,
,,M38.972,dihydro-orotase,EC 3.5.2.3; EC 6.3.5.5; EC 2.1.3.2
,,M38.973,dihydropyrimidinase,EC 3.5.2.2
,,M38.974,dihydropyrimidinase related protein-1,
,,M38.975,dihydropyrimidinase related protein-2,
,,M38.976,dihydropyrimidinase related protein-3,
,,M38.977,dihydropyrimidinase related protein-4,
,,M38.978,dihydropyrimidinase related protein-5,
,,M38.979,hypothetical protein like 5730457F11RIK,
,,M38.980,probable imidazolonepropionase,EC 3.5.2.7
,,M38.981,guanine deaminase,EC 3.5.4.3
,,M38.982,urease,EC 3.5.1.5
,,M38.983,N-acetylglucosamine-6-phosphate deacetylase (Bacillus subtilis),EC 3.5.1.25
,,M38.A02,PyrC protein (Escherichia coli),
,,M38.UNW,family M38 non-peptidase homologues,
,,M38.UPW,family M38 unassigned peptidases,
,,M41.002,AFG3 peptidase,
,,M41.006,paraplegin,
,,M41.007,Afg3-like protein 2,
,,M41.009,FtsH-2 peptidase,
,,M41.013,Ftsh peptidase (Thermus-type),
,,M41.015,MsFtsH g.p. (Mycobacterium smegmatis),
,,M41.016,Afg3-like protein 1A,
,,M41.017,FtsH-SLR0228 peptidase,
,,M41.018,AtFtsH11 peptidase,
,,M41.019,AtFtsH6 peptidase,
,,M41.020,AtFtsH1 peptidase,
,,M41.021,FtsH peptidase (Thermotoga-type),
,,M41.022,AtFtsH3 peptidase,
,,M41.023,AtFtsH10 peptidase,
,,M41.024,AtFtsH5 peptidase,
,,M41.025,AtFtsH8 peptidase,
,,M41.026,YME1L1 g.p. (Homo sapiens) and similar,
,,M41.A03,AtFtsH9 peptidase,
,,M41.A04,AtFtsH7 peptidase,
,,M41.A06,At1g79560 (Arabidopsis thaliana)-type peptidase,
,,M41.A09,CG6512 g.p. (Drosophila melanogaster),
,,M41.A10,spg-7 g.p. (Caenorhabditis elegans),
,,M41.A11,ymel-1 g.p. (Caenorhabditis elegans),
,,M41.A12,ppgn-1 g.p. (Caenorhabditis elegans),
,,M41.A13,PF11_0203 g.p. (Plasmodium falciparum),
,,M41.A14,SPBC543.09 (Schizosaccharomyces pombe),
,,M41.A15,rcaA g.p. (Dictyostelium discoideum),
,,M41.A16,DDB_G0293388 g.p. (Dictyostelium discoideum),
,,M41.A17,DDB_G0284249 g.p. (Dictyostelium discoideum),
,,M41.A18,DDB_G0267492 g.p. (Dictyostelium discoideum),
,,M41.A19,hCG2041332 (Homo sapiens),
,,M41.A21,PF14_0616 g.p. (Plasmodium falciparum),
,,M41.UNW,family M41 non-peptidase homologues,
,,M41.UPW,family M41 unassigned peptidases,
,,M42.001,glutamyl aminopeptidase (bacterium),
,,M42.002,aminopeptidase I (Bacillus-type),
,,M42.003,PhTET1 aminopeptidase,
,,M42.004,PhTET2 aminopeptidase,
,,M42.005,TET aminopeptidase,
,,M42.006,FrvX putative peptidase,
,,M42.007,TM1048-type putative peptidase,
,,M42.008,YpdE-type putative peptidase,
,,M42.009,PhTET3 aminopeptidase,
,,M42.010,CelM peptidase,
,,M42.A01,SgcX protein (Escherichia coli),
,,M42.A02,yhfE g.p. (Bacillus subtilis),
,,M42.UNW,family M42 non-peptidase homologues,
,,M42.UPW,family M42 unassigned peptidases,
,,M43.001,cytophagalysin,
,,M43.002,metallopeptidase MEP1 (Metarhizium-type),
,,M43.005,pappalysin-2,
,,M43.007,ulilysin (Methanosarcina acetivorans),
,,M43.008,Mername-AA293 peptidase,
,,M43.UNA,subfamily M43A non-peptidase homologues,
,,M43.UNB,subfamily M43B non-peptidase homologues,
,,M43.UPA,subfamily M43A unassigned peptidases,
,,M43.UPB,subfamily M43B unassigned peptidases,
,,M43.UPW,family M43 unassigned peptidases,
,,M44.001,pox virus metallopeptidase,
,,M44.UNW,family M44 non-peptidase homologues,
,,M44.UPW,family M44 unassigned peptidases,
,,M48.002,HtpX peptidase,
,,M48.003,farnesylated-protein converting enzyme 1,EC 3.4.24.84
,,M48.004,HtpX-2 peptidase,
,,M48.008,Mername-AA052 peptidase,
,,M48.009,YhfN peptidase,
,,M48.010,PAB0555-type putative peptidase,
,,M48.017,metalloprotease-related protein-1,
,,M48.018,Oma1 peptidase,
,,M48.019,GSU1437 putative peptidase,
,,M48.020,STE24 peptidase (Sarcomastigophora-type),
,,M48.021,metallopeptidase PGM48 (Arabidopsis thaliana),
,,M48.022,low osmolarity induced peptidase,
,,M48.023,BepA (Escherichia coli),
,,M48.A01,At5g51740 (Arabidopsis thaliana)-type peptidase,
,,M48.A03,YcaL protein (Escherichia coli),
,,M48.A05,CG9002 g.p. (Drosophila melanogaster),
,,M48.A06,CG9001 g.p. (Drosophila melanogaster),
,,M48.A07,DDB_G0270268 g.p. (Dictyostelium discoideum),
,,M48.A08,zmpste24 g.p. (Dictyostelium discoideum-type),
,,M48.A09,DDB_G0286165 g.p. (Dictyostelium discoideum),
,,M48.A10,PF1597 g.p. (Pyrococcus furiosus),
,,M48.A11,yxkI g.p. (Bacillus subtilis),
,,M48.UNA,subfamily M48A non-peptidase homologues,
,,M48.UNB,subfamily M48B non-peptidase homologues,
,,M48.UNC,subfamily M48C non-peptidase homologues,
,,M48.UNW,family M48 non-peptidase homologues,
,,M48.UPA,subfamily M48A unassigned peptidases,
,,M48.UPB,subfamily M48B unassigned peptidases,
,,M48.UPC,subfamily M48C unassigned peptidases,
,,M48.UPW,family M48 unassigned peptidases,
,,M49.002,similar to dipeptidyl-peptidase III (Rattus norvegicus),
,,M49.003,dipeptidyl-peptidase IIIB (Bacteroides thetaiotaomicron-type),
,,M49.004,dipeptidyl-peptidase III (Saccharomyces-type),
,,M49.005,Nudix hydrolase 3,
,,M49.006,aflatoxin oxidase (Armillariella tabescens),
,,M49.972,Mername-AA164 protein,
,,M49.973,protein similar to dipeptidylpeptidase III (Rattus norvegicus),
,,M49.A01,CG7415 g.p. (Drosophila melanogaster),
,,M49.A02,DDB_G0273563 g.p. (Dictyostelium discoideum),
,,M49.P01,LOC138971 g.p. (Homo sapiens),
,,M49.UNW,family M49 non-peptidase homologues,
,,M49.UPW,family M49 unassigned peptidases,
,,M50.003,AraSP peptidase (Arabidopsis-type),
,,M50.004,RseP peptidase,
,,M50.005,protein Rv2869c (Mycobacterium tuberculosis)-type peptidase,
,,M50.006,MjS2P-type peptidase,
,,M50.007,dS2P peptidase (Drosophila melanogaster),
,,M50.008,Stp1 peptidase,
,,M50.009,At4g20310-like peptidase,
,,M50.010,PF0167 g.p. (Pyrococcus furiosus),
,,M50.011,RasP peptidase (Bacillus subtilis),
,,M50.A01,EGY2 peptidase (Arabidopsis thaliana),
,,M50.A02,EGY1 peptidase (Arabidopsis thaliana),
,,M50.A04,PF0392 g.p. (Pyrococcus furiosus),
,,M50.A05,ywhC g.p. (Bacillus subtilis),
,,M50.A07,PF0457 g.p. (Pyrococcus furiosus),
,,M50.A08,mbtps2 g.p. (Dictyostelium discoideum),
,,M50.A09,yydH g.p. (Bacillus subtilis),
,,M50.A10,ARASP g.p. (Arabidopsis thaliana),
,,M50.A11,zinc metallopeptidase (Bacillus subtilis),
,,M50.UNA,subfamily M50A non-peptidase homologues,
,,M50.UNB,subfamily M50B non-peptidase homologues,
,,M50.UNW,family M50 non-peptidase homologues,
,,M50.UPA,subfamily M50A unassigned peptidases,
,,M50.UPB,subfamily M50B unassigned peptidases,
,,M50.UPW,family M50 unassigned peptidases,
,,M54.001,archaelysin,
,,M54.002,aminopeptidase AMZ2,
,,M54.003,aminopeptidase AMZ1,
,,M54.UNW,family M54 non-peptidase homologues,
,,M54.UPW,family M54 unassigned peptidases,
,,M55.A01,PF1591 g.p. (Pyrococcus furiosus),
,,M55.UNW,family M55 non-peptidase homologues,
,,M55.UPW,family M55 unassigned peptidases,
,,M56.001,BlaR1 peptidase,
,,M56.002,MecR1 g.p. (Staphylococcus sp.),
,,M56.003,PenR1 peptidase,
,,M56.UNW,family M56 non-peptidase homologues,
,,M56.UPW,family M56 unassigned peptidases,
,,M57.001,prtB g.p. (Myxococcus xanthus),
,,M57.UPW,family M57 unassigned peptidases,
,,M60.001,enhancin,
,,M60.002,enhancin-2,
,,M60.003,enhancin-like peptidase (bacteria),
,,M60.004,enhancin-like peptidase (granulovirus),
,,M60.005,enhancin-3,
,,M60.006,ZmpB peptidase (Clostridium perfringens),
,,M60.UNW,family M60 non-peptidase homologues,
,,M60.UPW,family M60 unassigned peptidases,
,,M61.001,glycyl aminopeptidase,
,,M61.002,BcepAP aminopeptidase (Burkholderia cepacia),
,,M61.UNW,family M61 non-peptidase homologues,
,,M61.UPW,family M61 unassigned peptidases,
,,M64.001,IgA peptidase (Clostridium ramosum-type),
,,M64.UPW,family M64 unassigned peptidases,
